,B_c01-TCL1A,B_c02-MS4A1-CD27,B_c03-CD27-AIM2,B_c04-SOX5-TNFRSF1B,B_c05-MZB1-XBP1,B_c06-MKI67,DC_c1-CLEC9A,DC_c2-CD1C,DC_c3-LAMP3,DC_c4-LILRA4,Epi-AT2,Epi-Ciliated,Epi-Secretory,Epi-Squamous,Macro_c1-C1QC,Macro_c2-CCL3L1,Macro_c3-EREG,Macro_c4-DNAJB1,Macro_c5-WDR74,Macro_c6-VCAN,Mast,Mega,Mono_c1-CD14-CCL3,Mono_c2-CD14-HLA-DPB1,Mono_c3-CD14-VCAN,Mono_c4-CD14-CD16,Mono_c5-CD16,Neu_c1-IL1B,Neu_c2-CXCR4(low),Neu_c3-CST7,Neu_c4-RSAD2,Neu_c5-GSTP1(high)OASL(low),Neu_c6-FGF23,NK_c01-FCGR3A,NK_c02-NCAM1,NK_c03-MKI67,T_CD4_c01-LEF1,T_CD4_c02-AQP3,T_CD4_c03-ITGA4,T_CD4_c04-ANXA2,T_CD4_c05-FOS,T_CD4_c06-NR4A2,T_CD4_c07-AHNAK,T_CD4_c08-GZMK-FOS_h,T_CD4_c09-GZMK-FOS_l,T_CD4_c10-IFNG,T_CD4_c11-GNLY,T_CD4_c12-FOXP3,T_CD4_c13-MKI67-CCL5_l,T_CD4_c14-MKI67-CCL5_h,T_CD8_c01-LEF1,T_CD8_c02-GPR183,T_CD8_c03-GZMK,T_CD8_c04-COTL1,T_CD8_c05-ZNF683,T_CD8_c06-TNF,T_CD8_c07-TYROBP,T_CD8_c08-IL2RB,T_CD8_c09-SLC4A10,T_CD8_c10-MKI67-GZMK,T_CD8_c11-MKI67-FOS,T_CD8_c12-MKI67-TYROBP,T_CD8_c13-HAVCR2,T_gdT_c14-TRDV2
CAMK4,42,40,123,8,22,3,0,15,0,4,0,0,0,0,0,0,0,0,0,0,0,32,13,56,76,3,20,0,0,0,0,0,0,30,2,1,4692,773,636,872,864,782,679,243,383,3,210,509,77,7,3514,1016,1035,198,528,150,105,48,1065,141,5,6,48,320
CAND2,7,1,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,4,8,0,1,0,0,0,0,0,0,8,0,0,64,3,5,9,11,6,9,4,5,0,2,1,0,0,39,7,11,5,11,2,9,14,13,1,0,1,0,14
CAPN12,303,192,195,23,39,3,2,15,0,2,0,0,0,0,0,0,0,0,2,0,0,10,28,54,101,6,10,2,0,0,0,0,0,451,25,7,55,24,21,88,16,19,71,34,66,0,38,26,6,1,108,110,269,58,155,72,369,389,308,17,0,10,9,160
CAPN13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPN2,686,497,589,103,164,19,20,571,0,50,0,0,0,0,11,15,0,0,83,0,0,466,1188,4025,6080,667,1141,20,1,0,0,0,0,2450,22,28,1875,540,447,927,398,520,714,269,542,9,798,523,99,11,1644,770,2111,944,2926,564,3186,1498,1204,213,9,99,54,1044
CAPN5,6,6,5,2,4,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,2,12,30,60,8,14,1,0,0,0,0,0,119,0,1,45,2,13,9,4,7,4,1,6,0,7,6,1,1,76,14,21,12,34,14,61,78,10,2,1,2,3,21
CAPS,156,69,57,14,11,0,4,49,0,13,0,0,0,0,2,1,0,0,6,0,0,5,108,367,619,59,94,5,0,0,0,0,0,204,2,1,261,42,42,69,53,47,69,31,40,1,40,48,7,1,193,72,142,55,177,32,178,101,80,13,3,3,6,55
CARD19,152,95,101,11,37,4,8,324,0,44,0,0,0,0,8,12,0,0,66,0,0,677,901,2788,4579,411,596,14,1,0,0,1,0,569,22,9,603,148,80,256,126,127,185,81,132,0,189,160,30,2,499,232,386,167,657,140,799,287,194,57,2,24,9,216
CARM1,86,46,54,28,19,3,2,50,0,18,0,0,0,0,1,2,0,0,7,0,0,0,120,410,605,111,133,3,0,0,0,0,0,92,3,3,111,31,26,40,28,29,18,7,31,0,35,22,10,0,103,37,72,36,106,17,94,46,61,8,0,6,2,45
CARMIL1,472,174,98,26,55,5,8,273,0,66,0,0,0,0,6,6,0,0,41,0,0,57,402,1487,1915,328,579,7,0,0,0,0,0,170,4,5,426,48,61,57,67,78,66,26,43,1,38,51,11,0,312,71,147,56,194,46,195,137,78,26,2,11,7,65
CASC3,535,293,205,57,59,4,12,179,0,72,0,0,0,0,3,6,0,0,31,0,0,36,410,1396,2090,237,435,4,1,0,0,0,0,716,8,14,845,200,207,260,165,201,177,72,157,3,191,151,40,7,702,240,532,248,725,157,790,409,289,85,4,45,24,289
CBX1,527,253,208,46,33,6,9,144,0,35,0,0,0,0,2,3,0,0,31,0,0,16,243,876,1206,198,326,5,0,0,0,0,0,490,10,24,733,158,130,177,145,139,151,52,115,1,172,121,56,4,614,178,423,155,514,103,601,329,189,87,4,41,16,222
CCDC106,383,193,117,19,21,2,4,55,0,39,0,0,0,0,1,0,0,0,3,0,0,5,37,176,230,43,28,0,0,0,0,0,0,54,0,2,153,21,9,10,43,18,5,1,3,0,2,8,8,0,235,26,26,2,12,6,19,56,19,4,0,3,3,9
CCDC121,21,8,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,9,21,26,7,10,0,0,0,0,0,0,2,0,0,21,3,0,5,3,4,7,1,3,0,1,1,1,0,12,4,4,1,4,1,6,6,2,0,0,0,1,2
CCDC124,727,347,318,104,127,19,17,384,0,119,0,0,0,0,7,7,0,0,51,0,0,38,613,2558,3523,471,792,11,1,0,0,0,0,1409,23,31,1194,297,230,404,222,241,302,104,234,3,352,262,85,10,1106,387,1019,470,1403,244,1731,857,555,161,5,69,32,461
CCDC184,9,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,7,2,3,0,0,0,0,0,0,46,0,0,4,2,6,8,5,7,19,8,9,0,14,3,0,0,14,26,36,14,36,15,49,34,56,1,0,3,0,37
CCDC30,125,75,54,7,10,0,0,46,0,19,0,0,0,0,0,3,0,0,5,0,0,11,108,332,544,62,77,0,0,0,0,1,0,104,2,5,106,22,24,19,22,25,31,4,16,0,15,17,6,0,106,45,79,35,89,20,117,74,53,12,0,5,0,43
CCDC62,37,11,7,1,0,0,0,11,0,2,0,0,0,0,0,0,0,0,2,0,0,1,11,55,78,5,12,0,0,0,0,0,0,11,0,1,26,6,4,4,7,3,3,0,4,0,3,6,1,0,18,5,14,4,12,6,24,11,2,3,0,3,0,4
CCDC9,157,74,54,9,21,5,0,54,0,17,0,0,0,0,2,2,0,0,17,0,0,8,198,472,720,86,166,2,0,0,0,2,0,163,1,5,178,36,26,37,32,35,58,13,33,0,41,30,5,1,143,62,110,53,155,23,193,95,73,20,1,12,3,64
CCL18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL3,55,6,2,0,2,1,1,38,0,1,0,0,0,0,5,14,0,1,49,0,0,13,849,1131,1235,193,183,6,0,0,0,0,0,1079,1,10,15,1,1,3,3,5,2,2,13,0,83,5,0,1,21,1,459,196,390,149,901,705,52,28,0,35,1,105
CCL3L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL4,142,26,15,3,4,0,0,11,0,7,0,0,0,0,0,5,0,0,17,0,0,47,202,147,118,30,51,2,0,0,0,0,0,4266,8,35,53,9,11,12,12,13,13,20,218,5,845,7,2,8,142,81,2422,1164,3388,812,4701,2191,754,160,1,113,6,1086
CCL4L2,15,5,1,0,1,0,0,4,0,5,0,0,0,0,2,4,0,0,5,0,0,9,107,113,59,27,31,2,0,0,0,0,0,1218,0,10,23,3,2,0,3,2,3,11,67,2,162,4,1,0,47,31,1057,499,1277,288,1598,578,200,38,0,29,0,290
CCL5,509,265,259,51,52,7,6,152,0,56,0,0,0,0,1,3,0,0,26,0,0,985,314,1066,1680,174,347,4,0,0,0,0,0,5246,52,48,665,171,175,275,140,146,328,471,979,9,1296,162,45,15,910,1262,4300,1762,5740,1013,6655,2610,2319,300,6,123,36,1991
CCR7,2022,542,245,16,4,0,1,17,0,22,0,0,0,0,0,0,0,0,0,0,0,27,9,32,34,6,15,0,0,0,0,0,0,17,15,1,4585,533,430,308,792,648,258,63,106,0,15,219,32,0,3572,498,190,7,32,13,17,77,65,12,1,4,46,35
CCR9,13,7,19,0,34,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,15,0,1,0,0,0,0,0,0,1,0,0,20,16,13,2,3,8,11,2,2,0,2,11,3,0,3,22,4,3,3,0,2,7,1,2,0,0,2,2
CCRL2,22,11,7,0,7,2,2,27,0,6,0,0,0,0,0,2,0,0,17,0,0,63,112,286,293,84,117,7,0,0,0,0,0,28,0,1,22,2,5,5,2,4,5,4,10,0,13,10,2,1,26,15,57,20,41,15,31,27,34,4,0,3,3,14
CD244,12,4,2,2,1,0,0,137,0,2,0,0,0,0,2,1,0,0,23,0,0,30,228,826,987,191,488,5,1,0,0,0,0,1795,22,30,69,10,6,8,8,10,3,12,56,5,212,8,1,1,192,82,753,431,1139,263,2024,1136,277,48,0,57,0,390
CD248,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,5,12,3,1,0,0,0,0,0,0,1,0,0,40,1,3,0,8,5,0,0,0,0,0,1,0,0,726,83,18,1,5,1,0,2,12,5,0,0,1,2
CD300E,39,22,9,3,2,0,8,225,0,4,0,0,0,0,8,18,0,0,76,0,0,16,1243,4274,5746,830,1413,24,2,0,0,2,0,30,0,0,39,5,5,9,9,10,7,0,6,0,13,3,1,0,28,6,21,9,32,4,11,15,12,0,0,3,1,8
CD5L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD68,107,103,100,59,21,3,16,437,0,230,0,0,0,0,13,20,0,1,105,0,0,391,1644,5740,9385,1011,1881,30,2,0,0,1,0,78,1,1,87,18,17,24,24,18,30,11,15,1,24,11,3,0,78,32,69,27,78,19,99,64,26,8,0,6,6,21
CD81,708,363,336,85,64,6,2,52,0,37,0,0,0,0,3,2,0,0,15,0,0,23,215,882,1143,217,279,2,0,0,0,0,0,856,9,16,223,62,66,91,38,48,54,35,106,1,168,65,21,5,195,107,677,252,780,134,931,391,273,72,3,30,38,225
CD99,1741,979,978,263,236,28,23,603,0,270,0,0,0,0,13,15,0,1,103,0,0,954,1387,5719,9083,722,763,23,3,0,0,0,0,5126,48,54,3947,1156,780,1482,773,904,1131,436,905,10,1248,853,122,16,2959,1442,3729,1623,5164,914,5984,2661,1910,292,12,133,88,1812
CDC34,49,25,32,6,19,0,3,50,0,11,0,0,0,0,1,1,0,0,12,0,0,16,143,501,915,84,156,5,0,0,0,1,0,231,4,4,135,31,24,40,23,35,26,15,42,1,34,40,25,0,101,50,145,65,143,29,199,118,67,21,0,10,2,61
CDC42EP1,11,3,1,0,0,0,0,57,0,1,0,0,0,0,3,3,0,0,21,0,0,0,165,658,743,108,60,1,0,0,0,0,0,4,1,0,1,0,1,2,0,0,1,0,0,0,1,0,0,0,3,1,1,1,3,0,3,4,1,0,0,0,0,2
CDH13,25,20,11,7,3,0,0,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,24,65,127,12,25,1,0,0,0,1,0,13,0,2,35,17,11,13,3,6,9,4,3,0,6,13,1,0,32,6,20,7,37,9,36,21,10,5,0,1,1,12
CDHR1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,0,3,0,0,1,0,0,0,0,1,0,12,0,0,1,5,6,37,16,37,13,65,37,31,0,0,0,0,37
CDHR5,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,25,47,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0
CDK11B,696,348,265,60,93,12,9,223,0,86,0,0,0,0,5,4,0,0,39,0,0,34,477,1551,2275,321,455,8,0,0,0,1,0,945,18,21,1049,215,194,272,188,205,218,99,200,0,254,219,53,6,837,279,723,304,959,201,1131,598,406,124,5,64,21,359
CDKN1A,369,273,200,91,50,10,11,367,0,71,0,0,0,0,5,18,0,2,88,0,0,771,1127,3293,3421,735,1112,15,3,0,0,0,0,64,0,11,46,18,16,49,13,37,97,41,31,2,33,22,11,1,39,56,68,19,95,32,90,42,145,11,0,28,1,39
CDKN2A,108,70,70,23,62,13,0,3,0,1,0,0,0,0,0,0,0,0,3,0,0,9,35,74,193,12,30,0,0,0,0,0,0,207,1,16,14,30,17,55,5,15,44,21,53,0,56,86,39,4,31,46,242,105,262,48,416,106,109,89,2,51,9,95
CDNF,48,38,26,9,18,1,1,8,0,2,0,0,0,0,0,0,0,0,1,0,0,4,17,42,68,7,23,0,0,0,0,0,0,94,1,1,200,30,30,45,25,29,30,17,16,1,17,30,8,1,160,41,66,25,70,18,76,53,52,17,0,4,2,39
CDO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,9,5,37,1,1,10,0,0,0,0,2,1,0,6,2,0,0,1,0,1,1,1,1,0,0,0,0
CEBPB,363,194,207,50,64,5,8,425,0,4,0,0,0,0,10,15,0,0,68,0,0,25,1151,4122,6463,762,1432,20,0,0,0,1,0,1340,9,16,1239,255,210,353,208,233,230,87,212,0,251,145,22,4,875,400,848,374,1063,214,1341,656,407,68,3,34,13,480
CELSR1,130,110,59,10,10,1,0,2,0,13,0,0,0,0,1,0,0,0,0,0,0,2,10,27,35,4,6,0,0,0,0,0,0,14,0,0,21,6,4,12,8,2,6,0,4,0,3,5,0,0,20,5,14,3,11,3,14,10,12,2,0,0,0,4
CEP162,171,97,59,13,14,0,1,49,0,21,0,0,0,0,1,1,0,0,8,0,0,63,99,334,528,65,126,0,0,0,0,0,0,186,5,4,189,39,28,52,28,46,33,15,24,2,54,40,18,1,148,52,125,66,203,47,255,131,68,24,0,19,8,85
CEP41,124,76,53,10,18,3,5,56,0,13,0,0,0,0,2,1,0,0,6,0,0,72,108,418,648,66,93,2,0,0,0,0,0,216,2,7,266,46,40,40,41,35,43,14,33,0,54,33,20,2,418,70,123,54,176,48,210,153,76,54,1,19,11,63
CEP63,447,230,200,51,59,10,7,207,0,52,0,0,0,0,1,5,0,0,20,0,0,24,311,1059,1711,239,417,8,1,0,0,0,0,428,8,10,706,122,133,150,127,132,131,51,106,2,118,113,29,6,607,139,337,130,415,88,485,279,233,60,1,23,12,157
CEP97,175,91,73,9,76,7,0,25,0,25,0,0,0,0,1,0,0,0,2,0,0,5,59,204,319,41,73,2,0,0,0,0,0,139,1,5,182,55,41,61,21,38,42,25,43,1,46,50,25,2,150,57,159,74,186,39,192,70,70,25,2,9,6,60
CETP,6,6,8,2,2,0,0,2,0,7,0,0,0,0,0,0,0,0,1,0,0,122,21,73,221,7,41,0,0,0,0,0,0,6,0,0,11,0,1,4,2,3,2,0,0,0,2,3,1,0,6,2,8,1,7,1,3,4,1,1,0,0,1,6
CFAP53,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,0,2,0,0,0,0,0,0,5,1,0,12,1,1,1,2,1,0,0,1,0,1,2,0,0,9,3,10,2,4,1,4,3,4,2,0,0,0,2
CFAP54,77,37,19,4,22,2,2,13,0,8,0,0,0,0,1,1,0,0,2,0,0,5,31,126,159,23,31,0,0,0,0,0,0,74,0,1,109,24,19,21,24,17,17,14,17,0,20,14,6,2,66,33,54,26,54,9,66,63,32,11,1,4,3,24
CFB,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,14,5,9,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0
CHGB,5,3,4,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,8,21,46,7,6,0,0,0,0,0,0,13,0,0,8,4,2,7,4,3,3,1,2,0,1,4,0,0,12,2,4,1,6,1,6,5,1,1,0,1,0,1
CHL1,168,58,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1
CHMP7,1046,411,270,42,63,9,4,92,0,23,0,0,0,0,0,1,0,0,13,0,0,27,149,590,793,109,216,2,1,0,0,0,0,324,5,8,2158,273,257,298,377,326,212,90,131,1,128,221,44,5,1319,279,333,124,361,74,430,221,199,60,5,16,19,140
CHN2,3,13,14,1,0,0,7,123,0,10,0,0,0,0,1,6,0,0,24,0,0,4,229,781,975,146,238,2,0,0,0,0,0,197,6,4,19,8,11,20,1,8,13,8,35,2,72,4,2,1,31,70,311,97,252,55,308,130,111,12,0,4,1,143
CHURC1,1757,750,564,121,141,13,15,395,0,152,0,0,0,0,10,13,0,0,76,0,0,130,928,3165,5117,574,1044,16,1,0,0,1,0,1754,30,31,3170,679,485,786,672,631,623,251,433,6,574,516,98,8,2524,715,1514,670,1947,378,2233,1101,933,200,9,81,59,779
CISD2,514,254,200,54,177,17,11,266,0,106,0,0,0,0,2,4,0,0,18,0,0,126,310,1169,1514,293,485,8,0,0,0,0,0,643,16,18,811,247,197,336,188,225,266,81,188,1,189,225,79,12,716,277,583,215,681,160,827,438,401,129,5,46,21,267
CITED2,647,225,211,39,133,8,9,226,0,78,0,0,0,0,7,6,0,0,45,0,0,111,600,1704,3530,306,602,12,0,0,0,1,0,1215,28,19,1615,399,335,603,431,442,545,241,358,6,425,310,52,5,1633,693,1227,474,1315,326,1260,810,977,90,3,49,33,633
CIZ1,256,137,137,40,34,3,2,123,0,48,0,0,0,0,1,1,0,0,29,0,0,24,222,892,1374,175,261,3,0,0,0,0,0,446,8,17,437,101,105,125,88,88,114,45,72,2,104,84,31,3,390,139,332,136,453,86,462,234,157,48,1,16,15,151
CLEC17A,1200,378,158,45,9,1,7,46,0,1,0,0,0,0,0,0,0,0,1,0,0,3,4,35,39,15,9,0,0,0,0,0,0,5,0,0,14,0,4,0,0,3,2,1,0,0,0,3,0,0,10,3,7,3,7,0,8,7,1,3,0,1,1,5
CLEC2B,1456,354,180,71,107,10,19,419,0,145,0,0,0,0,8,10,0,1,65,0,0,67,994,3280,4291,728,1297,19,0,0,0,2,0,2842,42,37,2801,551,425,514,521,526,490,200,490,3,733,413,93,11,1885,725,2286,1030,2848,571,3286,1557,1025,240,8,105,57,954
CLK3,705,305,212,54,76,9,7,192,0,72,0,0,0,0,7,7,0,0,34,0,0,102,491,1530,2260,284,512,3,0,0,0,1,0,718,12,15,933,179,172,236,196,190,214,64,149,1,217,184,41,6,774,262,649,258,791,165,785,411,347,73,4,32,18,262
CLPB,213,123,77,28,60,6,7,156,0,44,0,0,0,0,3,2,0,0,29,0,0,5,336,1019,1586,175,227,7,0,0,0,1,0,237,0,11,321,57,51,88,65,58,51,32,47,0,60,49,13,2,242,98,206,78,249,45,284,157,109,47,1,11,5,101
CLU,209,117,82,28,22,1,7,66,0,36,0,0,0,0,8,11,0,0,22,0,0,862,604,1861,3686,244,350,9,0,0,0,0,0,215,3,3,228,74,42,148,41,42,62,29,73,0,69,46,13,2,210,99,223,98,300,53,392,134,88,31,2,12,2,103
CLUAP1,131,55,43,16,11,2,2,54,0,13,0,0,0,0,0,1,0,0,7,0,0,16,47,217,280,42,67,1,0,0,0,0,0,166,4,5,650,112,101,118,137,112,94,43,63,1,37,74,14,1,513,165,184,59,153,37,179,106,128,23,2,8,9,82
CNIH2,17,10,7,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,47,81,7,12,1,0,0,0,0,0,10,0,0,4,3,1,1,1,0,1,1,1,0,2,1,0,0,3,3,8,2,9,2,7,8,3,3,0,0,0,5
CNKSR2,413,168,118,42,17,5,0,29,0,25,0,0,0,0,1,3,0,0,11,0,0,14,97,291,465,47,83,1,0,0,0,0,0,118,1,1,423,70,63,64,72,78,58,17,35,0,30,68,12,0,308,72,125,41,151,35,127,82,64,23,0,5,9,60
CNOT7,2272,1045,729,208,162,16,17,493,0,197,0,0,0,0,13,16,0,2,95,0,0,151,1208,4165,6680,675,1185,21,0,0,0,1,0,1906,31,24,3232,639,493,737,647,634,622,229,409,2,536,460,81,8,2611,796,1627,677,1950,435,2203,1112,1024,182,6,74,51,781
CNR2,864,451,285,63,5,2,5,20,0,22,0,0,0,0,1,1,0,0,5,0,0,11,95,248,458,40,62,1,0,0,0,0,0,110,14,1,86,23,19,22,24,18,21,14,21,1,27,22,9,2,89,24,234,53,120,36,143,130,76,7,0,9,10,68
COCH,18,142,334,5,27,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,7,9,75,4,0,0,0,0,0,0,0,7,0,0,7,3,1,2,0,2,0,0,2,0,0,8,0,0,6,2,4,1,7,0,3,1,1,4,0,1,0,2
COL11A2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,2,1,0,0,0,1,0,0,0,3,1,1,0,0,1,1,1,1,0,0,0,0,0
COL27A1,37,26,21,6,5,0,2,8,0,5,0,0,0,0,0,0,0,0,0,0,0,1,25,83,123,7,22,0,0,0,0,0,0,44,1,1,58,7,7,8,15,7,15,8,6,0,6,12,3,0,29,14,34,10,31,6,31,21,16,6,1,3,0,10
COL9A3,125,164,122,39,74,2,4,38,0,5,0,0,0,0,0,0,0,0,2,0,0,1,55,99,237,5,23,1,0,0,0,0,0,2,0,0,12,1,1,1,1,1,1,0,0,0,1,0,0,0,2,0,1,1,1,0,1,1,1,0,0,0,0,0
COMT,587,298,237,92,101,13,24,541,0,214,0,0,0,0,7,13,0,1,90,0,0,72,1189,4390,6692,740,1098,20,1,0,0,2,0,1582,21,31,921,250,191,294,190,197,254,105,220,3,292,239,61,5,884,303,875,427,1287,204,1726,909,451,152,4,62,30,501
COPZ2,3,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,52,48,10,13,0,0,0,0,0,0,82,0,1,2,5,0,2,3,1,3,0,1,0,7,1,0,1,12,2,13,12,36,3,55,46,1,4,0,4,0,10
COQ3,38,13,12,5,12,4,3,18,0,6,0,0,0,0,0,0,0,0,1,0,0,2,11,36,59,12,47,0,0,0,0,0,0,81,1,2,125,25,13,18,19,14,23,5,19,0,16,21,19,1,108,22,60,29,60,17,76,48,35,21,1,6,1,24
CPEB1,129,76,55,21,17,1,3,44,0,22,0,0,0,0,1,1,0,0,12,0,0,10,115,356,519,56,79,4,0,0,0,0,0,102,5,2,127,32,27,38,35,31,28,13,27,0,33,19,10,1,165,42,97,35,107,33,159,74,64,16,2,10,1,48
CPM,186,62,32,14,13,1,7,135,0,18,0,0,0,0,3,2,0,0,19,0,0,21,264,912,1355,186,224,6,0,0,0,1,0,83,2,3,118,33,32,15,20,35,25,6,13,0,22,47,12,0,64,22,69,27,74,26,90,52,35,13,1,6,3,25
CPS1,8,11,5,1,1,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0,0,1,15,30,47,4,8,0,0,0,0,0,0,5,0,0,18,0,2,4,3,6,5,1,0,0,1,5,0,0,7,4,11,1,12,7,10,6,6,0,0,0,0,4
CR2,419,151,84,8,11,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,10,37,4,4,0,0,0,0,0,0,3,0,0,46,5,5,10,13,13,7,0,1,0,1,0,1,0,82,14,4,0,3,0,2,1,2,0,0,0,0,1
CRELD2,380,231,215,57,220,19,14,208,0,112,0,0,0,0,4,2,0,0,22,0,0,20,247,959,1330,231,338,2,1,0,0,0,0,999,22,27,699,194,145,262,150,176,233,91,190,3,228,160,64,8,644,284,694,307,926,172,1028,645,442,134,2,61,20,386
CRIP3,166,52,15,10,1,1,12,224,0,0,0,0,0,0,0,0,0,0,4,0,0,3,17,185,211,21,35,0,0,0,0,0,0,6,0,0,18,9,0,1,1,3,1,0,1,0,1,5,0,0,7,1,4,3,5,0,8,4,1,0,0,1,0,0
CRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYL1,233,157,126,37,30,1,5,218,0,14,0,0,0,0,6,2,0,0,31,0,0,226,274,1322,1521,246,498,4,0,0,0,0,0,392,3,13,753,168,119,230,138,140,170,43,98,1,132,131,33,7,512,185,327,147,403,71,458,228,173,50,1,26,13,173
CSRNP1,1095,517,328,104,53,4,15,355,0,83,0,0,0,0,5,12,0,1,86,0,0,112,1018,2647,3519,517,826,20,0,0,0,1,0,555,18,9,758,178,200,382,253,364,461,198,216,5,188,164,28,3,717,485,769,163,417,201,558,477,926,38,0,27,6,320
CSTF3,242,93,80,14,34,4,4,81,0,29,0,0,0,0,2,1,0,0,9,0,0,10,115,408,579,74,184,2,0,0,0,0,0,185,9,3,462,93,81,105,71,85,74,24,66,0,75,78,18,3,337,79,194,65,199,51,226,146,104,48,1,8,11,97
CTNNA1,402,128,147,42,38,1,14,348,0,49,0,0,0,0,5,11,0,0,52,0,0,86,729,2438,3543,484,833,13,0,0,0,1,0,333,1,2,109,42,35,82,33,47,69,22,69,0,120,94,15,3,70,49,202,122,350,77,443,179,86,29,0,19,1,100
CTRL,26,17,7,3,1,0,0,2,0,4,0,0,0,0,1,0,0,0,3,0,0,0,39,114,194,22,31,0,0,0,0,0,0,36,0,0,34,13,7,9,6,6,8,2,9,1,8,4,3,0,30,12,24,8,28,4,38,21,7,6,0,3,1,12
CTSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTSK,55,21,10,3,0,0,2,21,0,6,0,0,0,0,1,2,0,0,5,0,0,3,63,187,383,27,48,1,0,0,0,0,0,40,2,0,53,14,9,15,7,12,10,5,5,0,11,20,3,2,44,19,46,18,38,7,45,22,12,1,0,3,3,11
CTSW,88,48,39,16,19,4,7,179,0,76,0,0,0,0,1,0,0,0,5,0,0,236,54,182,235,22,47,1,1,0,0,0,0,5608,86,56,1250,188,155,413,225,168,375,242,581,7,1008,70,13,9,3383,1110,3489,1546,5160,910,6319,3005,2040,251,5,136,24,1827
CTTNBP2NL,43,28,13,1,3,0,10,97,0,18,0,0,0,0,2,2,0,0,7,0,0,7,65,331,354,75,70,0,0,0,0,0,0,25,1,0,31,4,5,9,4,5,6,2,4,0,7,14,1,0,24,15,22,8,33,8,30,14,13,4,0,0,1,11
