,B_c01-TCL1A,B_c02-MS4A1-CD27,B_c03-CD27-AIM2,B_c04-SOX5-TNFRSF1B,B_c05-MZB1-XBP1,B_c06-MKI67,DC_c1-CLEC9A,DC_c2-CD1C,DC_c3-LAMP3,DC_c4-LILRA4,Epi-AT2,Epi-Ciliated,Epi-Secretory,Epi-Squamous,Macro_c1-C1QC,Macro_c2-CCL3L1,Macro_c3-EREG,Macro_c4-DNAJB1,Macro_c5-WDR74,Macro_c6-VCAN,Mast,Mega,Mono_c1-CD14-CCL3,Mono_c2-CD14-HLA-DPB1,Mono_c3-CD14-VCAN,Mono_c4-CD14-CD16,Mono_c5-CD16,Neu_c1-IL1B,Neu_c2-CXCR4(low),Neu_c3-CST7,Neu_c4-RSAD2,Neu_c5-GSTP1(high)OASL(low),Neu_c6-FGF23,NK_c01-FCGR3A,NK_c02-NCAM1,NK_c03-MKI67,T_CD4_c01-LEF1,T_CD4_c02-AQP3,T_CD4_c03-ITGA4,T_CD4_c04-ANXA2,T_CD4_c05-FOS,T_CD4_c06-NR4A2,T_CD4_c07-AHNAK,T_CD4_c08-GZMK-FOS_h,T_CD4_c09-GZMK-FOS_l,T_CD4_c10-IFNG,T_CD4_c11-GNLY,T_CD4_c12-FOXP3,T_CD4_c13-MKI67-CCL5_l,T_CD4_c14-MKI67-CCL5_h,T_CD8_c01-LEF1,T_CD8_c02-GPR183,T_CD8_c03-GZMK,T_CD8_c04-COTL1,T_CD8_c05-ZNF683,T_CD8_c06-TNF,T_CD8_c07-TYROBP,T_CD8_c08-IL2RB,T_CD8_c09-SLC4A10,T_CD8_c10-MKI67-GZMK,T_CD8_c11-MKI67-FOS,T_CD8_c12-MKI67-TYROBP,T_CD8_c13-HAVCR2,T_gdT_c14-TRDV2
AEBP1,177,75,27,28,3,0,0,1,0,122,0,0,0,0,0,0,0,0,0,0,0,3,1,4,6,0,1,0,0,0,0,0,0,59,0,1,277,15,18,15,35,20,7,2,2,0,1,1,1,0,237,27,8,1,4,2,2,33,20,0,0,1,4,5
AFAP1L1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,3,11,19,4,1,0,0,0,0,0,0,2,0,0,4,1,0,1,0,2,0,0,1,0,0,1,0,0,4,0,1,0,2,0,2,3,0,2,0,0,0,0
AGAP3,4,11,9,3,4,1,0,58,0,1,0,0,0,0,1,1,0,0,15,0,0,2,188,851,977,119,124,2,0,0,0,0,0,70,6,4,78,16,26,27,22,12,18,8,11,0,23,14,1,0,41,23,54,18,65,6,87,39,35,6,0,6,1,24
AGBL2,148,32,21,5,3,0,0,3,0,6,0,0,0,0,0,1,0,0,2,0,0,1,15,52,75,16,15,0,0,0,0,0,0,74,2,1,109,15,17,17,25,14,19,3,15,1,14,20,12,0,109,30,53,18,70,11,61,56,27,6,0,3,6,25
AGPAT4,254,96,36,5,9,0,1,66,0,14,0,0,0,0,3,1,0,0,18,0,0,23,266,692,1305,133,209,5,1,0,0,0,0,692,19,8,151,77,69,126,43,55,130,53,95,0,179,67,14,1,159,112,288,202,685,164,709,507,261,33,2,21,8,280
AGXT,5,3,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,9,27,3,5,0,0,0,0,0,0,6,0,0,8,0,2,3,2,2,1,0,0,0,1,0,1,0,8,1,4,2,3,2,4,0,1,1,1,0,0,2
AHRR,20,15,8,2,3,0,0,11,0,2,0,0,0,0,0,0,0,0,1,0,0,0,24,47,68,4,11,0,0,0,0,0,0,13,1,0,21,5,3,10,4,6,3,2,2,0,4,11,1,0,20,4,8,4,14,1,19,11,7,1,0,1,0,4
AJUBA,11,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,18,34,2,1,0,0,0,0,0,0,9,0,0,17,3,0,8,3,3,5,0,4,0,5,2,3,0,13,3,11,3,5,1,4,2,4,1,0,2,0,8
AK1,12,6,7,4,3,0,0,5,0,4,0,0,0,0,0,1,0,0,0,0,0,10,15,35,49,6,5,0,0,0,0,0,0,29,1,2,35,11,11,10,5,12,10,4,4,1,9,12,2,1,21,7,30,15,27,7,43,22,15,3,0,0,2,14
AK4,10,9,5,3,2,0,0,18,0,2,0,0,0,0,0,3,0,0,5,0,0,2,72,205,322,19,6,1,0,0,0,0,0,13,0,0,13,2,1,7,4,0,2,0,0,0,2,2,0,0,11,2,1,3,8,0,3,7,2,2,0,2,0,3
AKAP3,20,8,4,3,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,1,0,0,0,0,0,0,0,2,1,1,28,1,6,6,4,4,1,3,1,0,2,6,1,0,27,6,6,0,1,2,5,6,2,1,0,0,0,4
AKTIP,124,45,40,9,21,5,0,27,0,5,0,0,0,0,0,0,0,0,5,0,0,14,65,146,345,34,59,1,0,0,0,0,0,216,3,3,846,153,117,172,185,168,139,37,83,1,94,149,33,4,878,172,285,104,332,66,354,175,117,53,3,14,9,130
ALB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH6A1,199,108,60,17,32,3,3,80,0,29,0,0,0,0,1,2,0,0,7,0,0,17,101,328,574,64,113,2,0,0,0,0,0,208,4,3,426,68,71,82,82,82,81,34,75,0,58,51,32,4,333,108,212,76,231,53,276,162,142,43,2,10,11,109
ALDOB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG6,261,117,90,26,53,5,1,66,0,26,0,0,0,0,1,1,0,0,11,0,0,5,98,339,548,61,157,0,1,0,0,0,0,359,4,7,422,93,77,107,98,90,82,34,70,0,101,85,28,4,341,129,261,109,359,59,422,230,136,51,1,16,9,132
ALPK3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMN,44,67,57,8,5,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,8,0,0,76,10,9,5,14,13,11,4,1,0,1,3,1,0,119,20,14,2,5,2,6,8,14,0,0,0,0,3
ANAPC7,353,136,126,28,49,6,0,126,0,41,0,0,0,0,2,6,0,0,11,0,0,14,149,546,818,106,189,1,0,0,0,0,0,382,6,4,442,103,92,116,85,84,89,35,79,2,99,107,28,3,372,117,312,120,366,74,419,247,159,47,3,29,13,160
ANGPT1,7,8,6,1,1,0,0,11,0,3,0,0,0,0,0,0,0,0,2,0,0,76,18,88,93,10,23,1,0,0,0,0,0,10,0,0,9,1,2,1,3,2,1,1,2,0,3,2,0,0,11,6,6,2,7,1,12,6,3,0,0,0,0,2
ANKH,188,124,98,34,14,3,1,86,0,25,0,0,0,0,2,1,0,0,4,0,0,13,56,282,328,81,137,2,0,0,0,0,0,292,2,8,896,188,175,232,162,195,170,45,101,0,108,194,41,8,515,189,328,99,352,62,345,179,180,42,3,21,15,143
ANKRD34B,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,2,0,0,0,70,50,287,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
ANKRD9,17,8,1,0,2,0,0,15,0,5,0,0,0,0,0,2,0,0,2,0,0,152,35,123,189,46,44,1,0,0,0,0,0,41,0,5,31,5,1,13,1,5,2,4,9,0,4,8,2,1,19,9,17,11,28,8,50,28,13,6,0,11,0,11
ANOS1,7,4,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,0,0,3,24,77,140,18,10,0,0,0,0,0,0,3,0,0,10,5,8,12,2,2,5,0,1,0,0,4,0,0,8,3,3,2,5,0,6,6,1,0,0,0,3,1
AOC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP2A1,371,206,181,51,73,14,9,299,0,66,0,0,0,0,5,7,0,0,51,0,0,64,562,2104,2995,495,1113,11,0,0,0,1,0,1093,25,24,622,169,132,210,118,152,180,54,120,1,178,161,52,4,502,206,488,214,741,132,1023,719,254,116,5,57,20,233
AP2S1,1013,558,562,179,151,22,28,679,0,221,0,0,0,0,12,15,0,1,99,0,0,479,1540,5900,9598,1001,1754,28,0,0,0,1,0,2081,25,44,1805,435,293,539,384,361,424,168,347,2,455,406,107,13,1741,520,1364,647,1896,348,2307,1292,718,217,11,106,55,689
AP3M1,418,178,176,43,55,6,6,123,0,64,0,0,0,0,2,3,0,0,15,0,0,18,197,770,1176,158,268,3,0,0,0,1,0,538,12,10,472,107,100,122,99,109,106,37,89,0,123,96,33,4,477,144,325,167,486,111,595,381,197,65,2,33,21,174
AP5M1,417,195,161,43,50,4,6,107,0,56,0,0,0,0,1,2,0,0,12,0,0,33,171,658,874,139,232,1,0,0,0,0,0,449,7,10,712,135,122,161,128,163,127,59,97,1,113,116,32,4,579,177,418,175,477,110,550,271,216,57,2,21,12,194
APOA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,13,1,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOB,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,0,0,0,0,0,1,0,0,5,2,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,4,0,0,0,0,0,0,0
APOBEC3C,1237,500,350,95,169,17,8,242,0,58,0,0,0,0,5,6,0,0,33,0,0,138,465,1672,2139,398,760,4,0,0,0,1,0,1854,23,31,508,144,148,316,105,142,214,112,258,4,489,247,79,10,582,269,1067,591,1811,324,2181,1119,550,174,5,70,31,534
APOC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AREG,342,110,35,24,5,0,7,231,0,55,0,0,0,0,1,1,0,0,12,0,0,16,113,160,243,38,28,4,1,0,0,0,0,578,43,11,333,61,38,84,138,167,113,38,38,1,28,15,1,1,268,147,158,22,58,37,122,550,132,4,0,18,1,49
ARF1,3128,1264,987,265,245,25,27,612,0,274,0,0,0,0,13,20,0,0,105,0,0,870,1526,5139,8316,893,1664,25,2,0,0,1,0,3908,59,49,4196,978,729,1246,833,897,1002,394,745,9,1030,748,116,15,3240,1272,3021,1234,3789,736,4374,2250,1866,255,11,125,79,1453
ARF6,2097,1003,761,216,125,17,26,567,0,173,0,0,0,0,9,13,0,0,82,0,0,126,1005,4134,5985,796,1345,19,1,0,0,1,0,2840,48,43,2563,628,500,857,439,536,649,247,472,3,649,535,101,11,1982,803,1966,903,2712,524,3106,1644,1152,213,9,104,58,1001
ARG2,18,6,7,3,7,0,1,6,0,3,0,0,0,0,0,0,0,0,0,0,0,271,9,42,63,6,20,0,0,0,0,0,0,15,0,1,24,5,5,4,6,6,3,2,4,0,4,6,5,1,14,5,7,5,7,5,21,19,12,9,0,3,1,4
ARHGAP8,3,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,32,53,9,7,1,0,0,0,0,0,24,1,1,7,3,4,4,1,3,0,0,0,0,4,1,0,0,11,4,12,6,30,3,16,14,7,1,1,2,0,6
ARHGDIA,1963,940,804,195,179,23,28,570,0,228,0,0,0,0,10,15,0,0,91,0,0,159,1336,4457,6948,846,1505,20,1,0,0,1,0,3121,44,44,3181,844,587,1147,684,743,873,305,621,7,857,649,111,15,2471,997,2555,1057,3205,620,3673,1838,1451,247,10,122,64,1170
ARHGEF18,120,50,28,11,13,1,0,17,0,19,0,0,0,0,3,0,0,0,3,0,0,7,40,172,202,41,52,2,0,0,0,0,0,123,2,0,145,37,27,43,35,38,40,9,17,0,28,21,6,3,99,29,98,32,121,28,151,78,46,13,1,10,1,42
ARHGEF4,24,10,8,1,1,0,0,10,0,6,0,0,0,0,1,0,0,0,1,0,0,1,15,56,88,13,14,0,0,0,0,0,0,20,0,1,41,8,7,7,8,5,6,6,5,0,0,11,0,0,155,38,27,6,17,5,18,8,10,4,0,3,3,8
ARHGEF6,528,195,173,52,44,6,9,251,0,65,0,0,0,0,3,4,0,0,47,0,0,41,394,1619,2338,281,484,6,0,0,0,0,0,698,17,19,1236,246,246,334,203,235,269,115,207,3,239,270,64,5,920,297,611,246,801,151,807,496,418,112,7,40,29,385
ARL10,185,83,54,21,14,0,3,43,0,16,0,0,0,0,1,3,0,0,4,0,0,6,92,243,382,38,64,2,0,0,0,0,0,150,2,2,244,42,55,58,38,54,60,23,28,0,47,26,7,1,181,63,111,62,147,34,161,81,89,12,0,4,5,61
ARMC9,27,10,9,5,5,0,0,7,0,3,0,0,0,0,0,0,0,0,2,0,0,0,33,80,160,13,29,1,0,0,0,0,0,14,2,2,21,2,4,3,5,3,6,0,4,1,3,7,2,0,27,5,16,5,14,0,10,14,10,4,0,1,1,9
ARMCX3,495,221,183,57,155,11,4,183,0,107,0,0,0,0,1,5,0,0,22,0,0,329,228,864,1249,219,331,5,0,0,0,0,0,556,13,9,762,177,129,198,135,157,150,45,120,2,140,104,30,2,553,192,485,189,538,125,626,377,307,52,1,24,14,223
ASGR1,35,28,2,1,5,1,0,205,0,6,0,0,0,0,5,8,0,1,78,0,0,10,1247,3830,6762,586,661,23,0,0,0,0,0,52,0,1,57,11,9,13,12,18,17,3,15,0,12,15,0,1,46,16,25,6,49,8,49,25,18,6,0,2,0,9
ASIC1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,2,0,0,1,0,0,29,5,1,1,0,0,0,0,1,1,0,0,0,1
ASPDH,9,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,16,1,0,0,0,0,0,0,0,13,0,0,8,1,1,0,2,1,3,0,3,0,4,0,0,0,5,3,5,8,4,2,10,6,5,0,0,1,0,4
ASTE1,477,201,132,20,25,2,4,51,0,35,0,0,0,0,0,1,0,0,2,0,0,10,60,241,317,58,107,1,0,0,0,0,0,344,5,5,485,89,93,117,98,95,87,33,77,0,90,74,24,1,468,130,287,117,416,82,470,242,172,32,0,16,6,165
ATF3,143,67,43,12,10,2,12,205,0,50,0,0,0,0,6,12,0,0,67,0,0,99,834,1873,2271,373,543,11,0,0,0,1,0,242,4,10,30,5,11,20,9,23,42,18,28,2,39,11,2,0,30,70,220,56,138,75,212,173,166,12,0,18,0,88
ATG9B,36,19,13,7,1,0,0,3,0,6,0,0,0,0,1,0,0,0,1,0,0,3,10,23,24,2,2,0,0,0,0,0,0,27,0,1,242,54,29,53,65,55,38,3,12,0,10,28,2,0,190,57,28,5,29,5,23,17,18,3,0,0,2,14
ATP6V0C,2664,1143,867,262,216,22,23,649,0,276,0,0,0,0,10,18,0,1,103,0,0,503,1632,6177,10111,1033,1945,27,1,0,0,1,0,2954,60,42,3612,782,557,1024,690,733,780,327,589,7,761,611,98,11,2906,1035,2403,954,2863,564,3311,1781,1442,207,8,106,59,1147
ATP6V1C2,9,8,5,1,2,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,25,48,4,9,0,0,0,0,0,0,10,0,0,6,1,0,3,0,1,1,1,4,0,6,1,0,0,2,2,8,4,10,0,13,3,3,1,0,0,0,2
ATP6V1E2,139,78,47,5,13,2,0,21,0,13,0,0,0,0,0,0,0,0,4,0,0,5,40,184,331,39,41,0,0,0,0,0,0,107,4,0,243,58,34,66,57,38,55,19,28,0,36,25,5,1,194,55,84,32,100,20,100,53,50,17,1,5,2,40
AVIL,45,22,21,5,5,0,1,19,0,6,0,0,0,0,2,2,0,0,3,0,0,3,42,160,219,26,34,1,0,0,0,0,0,53,2,1,80,16,18,17,22,21,19,2,13,0,15,9,4,1,61,13,39,10,52,11,53,33,29,9,0,1,2,11
AVPI1,40,22,18,9,7,1,2,78,0,2,0,0,0,0,1,3,0,0,9,0,0,4,40,255,203,44,62,1,0,0,0,0,0,80,1,1,49,21,11,29,15,17,26,8,20,0,18,21,3,0,71,34,89,24,81,16,101,64,67,3,1,6,0,30
AZGP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3GALT2,15,14,12,3,0,0,1,8,0,7,0,0,0,0,0,2,0,0,4,0,0,1,11,51,97,11,13,1,0,0,0,0,0,20,1,0,24,14,19,15,3,5,13,6,12,0,6,8,4,0,16,16,18,7,19,8,20,9,54,1,0,1,1,14
BACH2,3369,823,381,99,47,6,4,153,0,56,0,0,0,0,3,2,0,0,18,0,0,57,359,1090,1944,177,241,7,0,0,0,0,0,406,22,5,2031,183,185,243,328,232,206,77,119,2,107,106,34,3,1888,337,363,135,414,95,411,324,292,51,2,22,31,170
BAG6,821,408,274,86,108,13,15,337,0,123,0,0,0,0,6,8,0,0,51,0,0,48,593,2036,2822,417,790,8,0,0,0,0,0,843,18,18,1251,251,207,356,250,256,269,102,182,3,255,208,63,9,984,339,664,325,851,185,909,533,402,109,3,53,25,317
BANK1,4027,1761,1306,376,48,8,6,113,0,37,0,0,0,0,0,0,0,0,3,0,0,202,34,143,194,19,33,0,0,0,0,0,0,25,2,1,22,2,5,6,1,5,6,1,3,0,5,4,0,0,19,4,13,5,12,8,17,13,38,0,0,1,1,10
BBS1,90,41,30,4,9,0,0,15,0,7,0,0,0,0,0,0,0,0,0,0,0,5,20,67,80,11,20,1,0,0,0,0,0,40,4,1,109,27,17,28,20,22,19,5,18,0,17,12,4,0,72,35,46,17,69,19,59,37,18,5,1,5,0,34
BBS10,44,12,10,5,4,0,2,15,0,4,0,0,0,0,0,0,0,0,1,0,0,6,12,55,110,15,39,0,0,0,0,0,0,36,1,0,55,9,7,11,6,12,8,0,4,0,9,11,1,0,42,15,19,14,33,5,45,18,11,3,0,1,1,9
BCAM,60,51,18,9,2,0,0,22,0,13,0,0,0,0,0,0,0,0,4,0,0,1,62,129,208,20,32,2,0,0,0,0,0,65,0,0,63,11,16,26,19,18,16,10,19,0,13,16,2,0,73,22,49,11,45,11,50,28,30,5,0,1,1,13
BCDIN3D,519,259,169,51,72,5,5,108,0,49,0,0,0,0,6,4,0,0,25,0,0,37,360,1149,1816,190,299,5,0,0,0,0,0,490,2,9,649,122,101,134,121,112,112,42,93,0,123,105,26,1,517,157,382,157,524,118,550,297,227,45,4,18,12,166
BEND5,913,282,153,22,11,1,5,52,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,0,3,0,0,0,0,0,0,12,3,1,215,9,6,13,22,19,0,0,0,0,0,2,0,0,205,27,8,0,4,4,2,18,2,3,0,2,0,2
BHLHE40,67,68,70,58,3,0,15,372,0,111,0,0,0,0,10,12,0,1,63,0,0,37,902,2650,3335,465,475,13,1,0,0,0,0,1347,51,26,119,66,81,277,40,85,345,180,228,7,419,36,19,10,162,242,633,369,1444,420,1781,976,746,85,1,62,1,518
BHMT2,9,2,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,12,31,8,4,0,0,0,0,0,0,3,0,0,3,0,2,1,1,1,0,1,2,0,0,1,0,0,3,0,3,1,2,0,4,3,1,2,0,0,0,2
BLK,2143,1124,1004,251,61,8,0,6,0,29,0,0,0,0,0,0,0,0,0,0,0,11,5,14,24,8,11,2,1,0,0,0,0,11,0,2,18,9,5,4,7,2,5,4,15,0,5,6,0,1,14,22,16,6,20,11,25,8,258,3,0,0,0,12
BPNT1,279,172,143,58,49,5,5,72,0,27,0,0,0,0,4,2,0,0,15,0,0,11,107,404,576,76,151,1,0,0,0,0,0,272,10,7,369,78,66,91,80,70,83,33,69,1,71,73,22,2,316,98,262,88,273,54,308,212,139,52,0,24,16,128
BRD4,1449,664,489,130,112,9,18,392,0,130,0,0,0,0,7,8,0,0,72,0,0,132,813,2816,4306,466,814,18,0,0,0,0,0,1443,16,21,1640,321,316,424,317,354,331,140,281,3,340,290,74,7,1408,527,1094,465,1339,259,1581,773,581,138,9,65,28,517
BRF2,115,50,63,10,20,0,2,45,0,14,0,0,0,0,0,0,0,0,3,0,0,5,53,155,233,43,91,1,0,0,0,0,0,204,5,6,270,80,42,58,59,53,61,23,47,0,50,52,19,3,235,70,190,80,249,40,243,132,88,30,0,13,5,72
BRICD5,32,12,9,2,1,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,3,38,142,237,20,20,2,0,0,0,0,0,50,1,2,58,19,9,17,11,13,14,5,13,0,14,19,2,0,53,26,30,15,44,7,66,33,26,5,0,3,1,17
BTG3,447,236,136,59,58,9,6,69,0,100,0,0,0,0,3,0,0,0,14,0,0,95,280,657,721,134,131,3,0,0,0,0,0,520,4,22,717,233,205,307,172,252,275,106,197,3,227,311,58,2,579,353,879,334,800,195,709,334,413,89,4,55,24,267
BTLA,1869,397,255,80,87,11,6,18,0,38,0,0,0,0,0,0,0,0,1,0,0,9,2,13,16,2,5,0,0,0,0,0,0,7,0,0,313,60,59,71,65,63,46,21,31,0,38,32,17,2,245,67,84,27,110,12,21,3,57,12,1,1,0,105
C11orf95,9,8,12,3,1,1,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,6,26,31,6,25,0,0,0,0,0,0,14,0,0,8,0,1,0,1,2,0,0,2,0,2,3,0,0,20,6,9,4,16,1,14,8,5,5,0,0,0,4
C12orf49,283,134,106,30,35,7,4,64,0,23,0,0,0,0,3,0,0,0,18,0,0,15,149,492,798,131,179,2,0,0,0,0,0,307,5,3,247,55,47,81,38,62,69,21,66,0,80,78,24,3,204,85,209,112,255,50,361,191,139,40,2,9,11,101
C12orf65,900,470,333,70,62,8,6,103,0,75,0,0,0,0,2,3,0,1,17,0,0,39,184,651,857,123,225,4,1,0,0,0,0,725,12,16,1663,296,215,310,326,315,231,98,205,5,191,180,32,4,1348,396,682,243,710,154,842,454,395,83,4,33,17,306
C15orf40,894,457,298,89,95,9,6,210,0,88,0,0,0,0,3,1,0,0,31,0,0,54,420,1473,2308,272,454,7,0,0,0,0,0,875,16,17,1489,320,236,364,307,255,331,119,196,2,207,229,56,6,1229,390,754,284,812,171,969,536,428,95,5,48,23,366
C15orf62,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,2,1,1,0,0,0,0,1
C17orf100,101,42,32,4,5,0,1,17,0,0,0,0,0,0,0,1,0,0,3,0,0,2,19,43,63,6,19,0,0,0,0,0,0,31,2,2,107,21,22,25,19,15,15,8,17,0,9,15,3,0,59,16,26,19,26,7,36,33,20,6,0,3,1,17
C17orf80,155,68,36,18,25,1,2,32,0,14,0,0,0,0,0,0,0,0,3,0,0,8,32,155,218,24,46,1,0,0,0,1,0,148,2,2,164,36,28,31,28,36,35,13,32,0,29,42,9,2,178,47,105,40,129,27,155,97,78,20,4,11,12,56
C1QTNF6,59,32,21,4,11,2,0,13,0,5,0,0,0,0,1,0,0,0,0,0,0,1,26,57,104,11,20,0,0,0,0,0,0,58,3,2,106,18,18,18,11,16,12,4,19,1,12,20,7,0,100,32,49,20,46,8,38,30,28,6,1,3,2,14
C2,40,23,17,4,16,1,1,14,0,5,0,0,0,0,4,4,0,0,10,0,0,2,173,521,724,158,225,6,0,0,0,0,0,76,2,2,138,21,22,23,25,20,13,2,17,0,11,20,3,0,94,30,40,15,53,14,88,43,20,6,0,6,1,25
C2orf16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2orf49,305,181,111,32,42,5,2,98,0,31,0,0,0,0,1,4,0,0,19,0,0,39,179,614,1082,102,201,5,0,0,0,1,0,334,7,3,404,99,80,126,70,90,82,31,74,0,89,79,25,2,334,116,253,110,338,68,373,185,131,30,1,9,10,123
C2orf68,393,155,133,42,67,4,8,216,0,67,0,0,0,0,3,1,0,0,27,0,0,159,426,1591,2349,270,424,9,0,0,0,1,0,554,7,11,673,114,117,128,117,119,109,51,79,0,101,129,25,7,510,155,337,153,422,91,524,327,195,60,3,25,18,163
C2orf88,98,51,55,10,61,2,4,21,0,25,0,0,0,0,0,1,0,0,0,0,0,862,42,194,314,33,65,1,0,0,0,0,0,67,1,1,94,19,14,16,19,14,12,3,10,0,18,21,3,0,58,26,59,21,61,13,94,37,26,11,0,7,2,24
C5orf58,3,0,3,1,1,0,1,26,0,2,0,0,0,0,1,0,0,0,8,0,0,1,103,267,332,69,72,1,1,0,0,0,0,51,0,1,42,9,14,11,11,12,9,2,9,0,21,12,2,0,47,16,35,12,37,9,59,27,26,2,0,1,3,25
C8orf44,143,62,37,10,6,2,2,37,0,18,0,0,0,0,0,0,0,0,6,0,0,15,49,223,399,36,65,1,0,0,0,0,0,83,3,2,302,78,50,66,54,76,50,25,30,0,25,61,10,1,203,41,85,31,92,26,83,61,41,13,0,2,1,35
C9orf78,1488,705,510,157,97,17,18,403,0,153,0,0,0,0,6,10,0,0,63,0,0,99,695,2890,3920,586,1186,16,0,0,0,0,0,2385,35,30,3503,715,526,907,652,633,709,243,497,5,619,507,93,9,2922,938,2006,816,2502,475,2763,1390,1070,185,5,91,54,920
CA6,32,18,19,3,6,1,2,7,0,3,0,0,0,0,0,0,0,0,4,0,0,4,22,99,157,16,28,0,0,0,0,0,0,51,0,0,911,28,40,28,127,61,33,5,16,0,10,13,3,0,1481,138,39,10,32,13,44,24,16,7,0,1,4,16
CALR,2744,1212,934,234,274,29,26,592,0,265,0,0,0,0,12,11,0,0,76,0,0,157,1025,3913,5275,831,1375,15,2,0,0,1,0,3924,55,47,4133,904,678,1175,850,806,936,366,714,9,1037,660,113,13,3367,1165,2887,1345,4045,754,4647,2302,1656,263,12,127,68,1472
