,B_c01-TCL1A,B_c02-MS4A1-CD27,B_c03-CD27-AIM2,B_c04-SOX5-TNFRSF1B,B_c05-MZB1-XBP1,B_c06-MKI67,DC_c1-CLEC9A,DC_c2-CD1C,DC_c3-LAMP3,DC_c4-LILRA4,Epi-AT2,Epi-Ciliated,Epi-Secretory,Epi-Squamous,Macro_c1-C1QC,Macro_c2-CCL3L1,Macro_c3-EREG,Macro_c4-DNAJB1,Macro_c5-WDR74,Macro_c6-VCAN,Mast,Mega,Mono_c1-CD14-CCL3,Mono_c2-CD14-HLA-DPB1,Mono_c3-CD14-VCAN,Mono_c4-CD14-CD16,Mono_c5-CD16,Neu_c1-IL1B,Neu_c2-CXCR4(low),Neu_c3-CST7,Neu_c4-RSAD2,Neu_c5-GSTP1(high)OASL(low),Neu_c6-FGF23,NK_c01-FCGR3A,NK_c02-NCAM1,NK_c03-MKI67,T_CD4_c01-LEF1,T_CD4_c02-AQP3,T_CD4_c03-ITGA4,T_CD4_c04-ANXA2,T_CD4_c05-FOS,T_CD4_c06-NR4A2,T_CD4_c07-AHNAK,T_CD4_c08-GZMK-FOS_h,T_CD4_c09-GZMK-FOS_l,T_CD4_c10-IFNG,T_CD4_c11-GNLY,T_CD4_c12-FOXP3,T_CD4_c13-MKI67-CCL5_l,T_CD4_c14-MKI67-CCL5_h,T_CD8_c01-LEF1,T_CD8_c02-GPR183,T_CD8_c03-GZMK,T_CD8_c04-COTL1,T_CD8_c05-ZNF683,T_CD8_c06-TNF,T_CD8_c07-TYROBP,T_CD8_c08-IL2RB,T_CD8_c09-SLC4A10,T_CD8_c10-MKI67-GZMK,T_CD8_c11-MKI67-FOS,T_CD8_c12-MKI67-TYROBP,T_CD8_c13-HAVCR2,T_gdT_c14-TRDV2
CPS1,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CR2,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CRELD2,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CRIP3,5527,1625,1353,411,1145,155,10,466,0,67,0,0,0,0,26,32,0,0,4,0,0,1406,2220,12509,21666,1308,2303,47,1,1,0,3,0,5636,46,82,6875,1467,957,1776,898,901,956,195,399,4,526,1439,336,8,2495,966,1788,759,2634,409,2484,1443,488,1069,91,120,93,623
CRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYL1,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CSRNP1,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CSTF3,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CTNNA1,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CTRL,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CTSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTSK,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CTSW,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CTTNBP2NL,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CUBN,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CUL4A,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CXCL1,5337,1523,1228,366,723,89,10,447,0,58,0,0,0,0,18,23,0,0,4,0,0,1138,1764,11241,19790,1166,2108,46,1,0,0,3,0,4717,41,74,7281,1444,1007,1703,1137,1150,1003,187,352,3,473,1397,327,8,2505,997,1798,755,2451,449,2426,1356,490,1051,90,111,89,614
CXCL12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL8,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CXorf56,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CYB561A3,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CYB561D1,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CYB5A,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CYB5R3,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CYCS,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CYFIP1,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CYP27B1,1982,810,666,186,574,71,9,219,0,32,0,0,0,0,0,7,0,0,0,0,0,646,802,5356,9457,515,1129,23,1,0,0,3,0,3154,30,59,4087,1036,717,1249,519,585,705,128,254,0,298,1001,249,4,1597,717,1117,442,1360,213,1160,834,289,798,74,81,79,299
CYP2C8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP2U1,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CYP4F22,5451,1566,1285,392,768,97,10,454,0,66,0,0,0,0,26,29,0,0,4,0,0,1160,2129,11801,20492,1265,2247,45,1,0,0,3,0,5601,45,82,6772,1448,953,1763,883,889,952,193,397,4,520,1426,333,8,2444,955,1758,744,2596,402,2421,1414,478,1051,90,119,93,612
CYSLTR1,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
CYTIP,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
DAZAP1,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
DBNDD1,5092,1498,1237,382,1085,142,10,440,0,69,0,0,0,0,24,31,0,0,3,0,0,1327,2147,10801,18265,1207,2127,45,1,1,0,3,0,4782,44,77,7397,1504,1029,1774,1224,1226,1075,221,369,4,476,1398,321,7,2584,1016,1762,722,2426,476,2579,1424,458,1041,79,121,91,545
DCBLD2,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
DCHS1,5016,1439,1169,363,708,84,10,428,0,68,0,0,0,0,24,28,0,0,3,0,0,1081,2056,10093,17091,1164,2071,43,1,0,0,3,0,4747,43,77,7294,1485,1025,1761,1209,1214,1071,219,367,4,470,1385,318,7,2533,1005,1732,707,2388,469,2516,1395,448,1023,78,120,91,534
DDIT3,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
DDIT4,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
DDO,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
DDR1,5587,1618,1299,400,768,98,10,469,0,68,0,0,0,0,26,29,0,0,4,0,0,1168,2212,11846,20534,1267,2266,46,1,0,0,3,0,5739,47,82,7578,1525,1045,1809,1221,1219,1084,220,402,4,537,1469,337,8,2704,1050,1869,782,2708,496,2665,1502,511,1060,91,121,93,635
DDX27,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
DERL3,5527,1625,1353,411,1145,155,10,466,0,67,0,0,0,0,26,32,0,0,4,0,0,1406,2220,12509,21666,1308,2303,47,1,1,0,3,0,5636,46,82,6875,1467,957,1776,898,901,956,195,399,4,526,1439,336,8,2495,966,1788,759,2634,409,2484,1443,488,1069,91,120,93,623
DHCR7,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
DISC1,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
DIXDC1,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
DLGAP3,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
DNAH6,5587,1618,1299,400,768,98,10,469,0,68,0,0,0,0,26,29,0,0,4,0,0,1168,2212,11846,20534,1267,2266,46,1,0,0,3,0,5739,47,82,7578,1525,1045,1809,1221,1219,1084,220,402,4,537,1469,337,8,2704,1050,1869,782,2708,496,2665,1502,511,1060,91,121,93,635
DNAL4,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
DOCK2,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
DOK2,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
DPEP2,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
DPEP3,5451,1566,1285,392,768,97,10,454,0,66,0,0,0,0,26,29,0,0,4,0,0,1160,2129,11801,20492,1265,2247,45,1,0,0,3,0,5601,45,82,6772,1448,953,1763,883,889,952,193,397,4,520,1426,333,8,2444,955,1758,744,2596,402,2421,1414,478,1051,90,119,93,612
DRAXIN,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
DSEL,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
DSN1,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
DTX4,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
DUSP1,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
DUSP10,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
DUSP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUSP28,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
EAF1,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
ECD,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
ECHS1,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
ECM1,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
EDRF1,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
EFCAB5,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
EFHC1,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
EFNA4,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
EGF,4545,1423,1190,327,996,142,5,371,0,43,0,0,0,0,24,26,0,0,4,0,0,1266,1680,10960,19171,1161,1932,29,1,1,0,3,0,3476,25,51,5230,1034,677,1362,597,514,575,139,308,1,432,998,206,4,1910,729,1253,556,1770,248,1657,969,386,539,39,70,56,428
EIF1,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
EIF3B,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
EIF4A3,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
EIF4G1,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
ELL3,5451,1566,1285,392,768,97,10,454,0,66,0,0,0,0,26,29,0,0,4,0,0,1160,2129,11801,20492,1265,2247,45,1,0,0,3,0,5601,45,82,6772,1448,953,1763,883,889,952,193,397,4,520,1426,333,8,2444,955,1758,744,2596,402,2421,1414,478,1051,90,119,93,612
ELOVL4,3570,1150,901,285,667,84,10,394,0,68,0,0,0,0,24,23,0,0,3,0,0,891,1927,9088,15267,1067,1923,40,1,0,0,3,0,4564,43,71,6669,1382,955,1580,1171,1184,1043,211,347,4,434,1247,284,6,2400,952,1613,648,2164,452,2448,1350,423,1005,77,112,88,526
EMD,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
EMP3,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
ENDOD1,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
ENDOV,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
ENO1,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
ENO3,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
EOMES,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
EPB41L4A,5663,1677,1367,419,1145,156,10,481,0,69,0,0,0,0,26,32,0,0,4,0,0,1414,2303,12554,21708,1310,2322,48,1,1,0,3,0,5774,48,82,7681,1544,1049,1822,1236,1231,1088,222,404,4,543,1482,340,8,2755,1061,1899,797,2746,503,2728,1531,521,1078,92,122,93,646
