,B_c01-TCL1A,B_c02-MS4A1-CD27,B_c03-CD27-AIM2,B_c04-SOX5-TNFRSF1B,B_c05-MZB1-XBP1,B_c06-MKI67,DC_c1-CLEC9A,DC_c2-CD1C,DC_c3-LAMP3,DC_c4-LILRA4,Epi-AT2,Epi-Ciliated,Epi-Secretory,Epi-Squamous,Macro_c1-C1QC,Macro_c2-CCL3L1,Macro_c3-EREG,Macro_c4-DNAJB1,Macro_c5-WDR74,Macro_c6-VCAN,Mast,Mega,Mono_c1-CD14-CCL3,Mono_c2-CD14-HLA-DPB1,Mono_c3-CD14-VCAN,Mono_c4-CD14-CD16,Mono_c5-CD16,Neu_c1-IL1B,Neu_c2-CXCR4(low),Neu_c3-CST7,Neu_c4-RSAD2,Neu_c5-GSTP1(high)OASL(low),Neu_c6-FGF23,NK_c01-FCGR3A,NK_c02-NCAM1,NK_c03-MKI67,T_CD4_c01-LEF1,T_CD4_c02-AQP3,T_CD4_c03-ITGA4,T_CD4_c04-ANXA2,T_CD4_c05-FOS,T_CD4_c06-NR4A2,T_CD4_c07-AHNAK,T_CD4_c08-GZMK-FOS_h,T_CD4_c09-GZMK-FOS_l,T_CD4_c10-IFNG,T_CD4_c11-GNLY,T_CD4_c12-FOXP3,T_CD4_c13-MKI67-CCL5_l,T_CD4_c14-MKI67-CCL5_h,T_CD8_c01-LEF1,T_CD8_c02-GPR183,T_CD8_c03-GZMK,T_CD8_c04-COTL1,T_CD8_c05-ZNF683,T_CD8_c06-TNF,T_CD8_c07-TYROBP,T_CD8_c08-IL2RB,T_CD8_c09-SLC4A10,T_CD8_c10-MKI67-GZMK,T_CD8_c11-MKI67-FOS,T_CD8_c12-MKI67-TYROBP,T_CD8_c13-HAVCR2,T_gdT_c14-TRDV2
IRS1,98,35,10,8,69,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,115,11,57,91,8,4,1,0,0,0,0,0,9,0,1,133,26,21,27,49,39,17,9,2,0,5,11,1,0,45,13,16,2,7,4,6,4,5,7,2,0,3,3
ITGA2B,48,19,28,9,36,5,0,22,0,4,0,0,0,0,0,1,0,0,0,0,0,1085,72,384,573,38,69,2,0,0,0,0,0,105,0,2,102,25,14,37,15,20,21,3,12,0,14,32,11,1,46,17,38,15,63,19,55,37,8,61,4,4,0,13
ITGA6,28,11,15,5,115,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,51,18,124,209,8,16,0,0,0,0,0,0,132,2,4,1950,255,238,288,315,280,170,33,55,0,32,195,61,2,562,145,169,33,132,24,77,105,65,147,13,12,14,36
ITGB3BP,437,133,142,36,153,63,0,35,0,5,0,0,0,0,1,0,0,0,1,0,0,46,106,414,787,50,104,0,0,0,0,0,0,244,3,33,427,88,64,114,64,68,58,16,29,0,38,109,151,3,162,60,175,40,168,28,145,106,35,515,34,44,14,27
ITIH1,9,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,49,61,4,7,0,0,0,0,0,0,6,0,0,5,0,2,2,1,2,1,0,1,0,0,2,0,0,1,2,1,1,2,4,7,2,2,3,0,0,0,1
ITSN1,25,7,7,7,17,4,0,27,0,1,0,0,0,0,2,2,0,0,0,0,0,34,224,865,1563,134,190,4,0,0,0,1,0,13,0,1,61,16,8,21,22,21,10,4,4,0,6,13,9,0,26,10,14,4,20,4,22,9,7,11,0,2,1,5
JAG2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,0,6,0,0,0,0,0,0,13,1,0,4,0,3,3,1,2,1,1,0,0,0,2,2,0,3,0,3,1,6,1,15,8,2,0,0,2,0,2
JAZF1,947,261,126,143,5,1,2,78,0,16,0,0,0,0,3,6,0,0,1,0,0,23,502,1923,3161,218,317,9,0,0,0,0,0,950,4,19,227,62,71,132,40,59,63,14,35,1,81,124,32,1,101,52,192,135,351,82,570,286,36,94,8,24,13,84
JCHAIN,1775,661,919,51,1133,153,1,68,0,64,0,0,0,0,2,4,0,0,0,0,0,241,336,1223,1920,125,162,4,0,0,0,1,0,565,1,6,530,111,78,107,111,90,92,19,60,0,82,116,25,0,274,102,240,91,435,75,309,182,61,187,8,13,9,142
JMJD6,283,112,120,42,236,29,2,84,0,16,0,0,0,0,3,11,0,0,0,0,0,59,701,1648,3208,222,310,9,0,0,0,0,0,588,4,11,560,133,121,203,163,237,147,32,45,1,74,170,63,3,247,139,359,122,385,146,399,236,78,271,13,31,11,93
JRK,95,31,34,8,43,4,0,17,0,6,0,0,0,0,0,0,0,0,0,0,0,5,104,473,820,62,73,0,0,0,0,0,0,111,1,6,194,35,34,37,23,41,25,4,14,0,17,36,26,0,59,23,49,22,71,20,58,28,8,80,2,3,3,10
JUN,4681,1231,953,332,852,103,5,214,0,46,0,0,0,0,10,19,0,0,1,0,0,125,1765,4479,9012,562,732,31,1,0,0,2,0,2621,26,53,4026,810,672,1050,1176,1142,997,200,275,4,318,800,168,4,1556,830,1315,436,1391,468,1548,917,401,584,39,79,39,459
JUND,2295,692,491,199,329,44,2,239,0,43,0,0,0,0,12,20,0,0,1,0,0,83,1625,6218,11970,768,1201,31,1,1,0,0,0,1368,12,22,2044,406,390,504,604,669,509,94,120,3,143,416,113,3,809,379,600,230,679,242,840,515,187,351,38,55,34,199
KAT6A,860,271,229,88,218,34,3,106,0,21,0,0,0,0,10,7,0,0,0,0,0,377,701,2567,4712,311,463,10,0,0,0,2,0,894,5,18,1680,255,283,346,352,448,271,53,84,0,110,290,113,2,536,208,422,153,496,114,559,323,115,303,18,38,21,148
KCNG1,212,20,3,1,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8,31,49,3,9,0,0,0,0,0,0,7,0,0,19,2,8,1,2,8,4,0,1,0,1,1,1,0,8,0,3,2,12,3,8,3,0,1,0,1,0,0
KCNH3,7,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,216,259,20,37,1,0,0,0,0,0,9,0,0,39,7,2,4,6,4,5,0,0,0,1,5,0,0,19,2,7,5,18,2,2,7,1,18,1,1,1,2
KCNMB4,20,5,11,0,7,1,0,10,0,2,0,0,0,0,1,0,0,0,0,0,0,2,21,125,173,32,24,0,0,0,0,0,0,20,2,2,61,10,7,13,11,13,6,2,3,0,2,16,5,0,33,9,16,3,10,4,11,6,3,11,0,0,1,1
KCP,29,11,23,8,47,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,52,90,14,16,1,0,0,0,0,0,22,0,2,33,3,8,6,4,16,3,0,2,0,6,9,4,0,11,6,13,3,28,4,26,5,6,19,1,3,0,1
KIAA0895,47,6,1,1,3,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,36,50,4,9,0,0,0,0,0,0,7,0,1,38,8,4,10,8,16,11,4,3,0,1,19,1,0,26,17,10,1,6,3,6,5,2,6,0,0,0,1
KIAA1143,619,188,218,50,196,40,3,106,0,16,0,0,0,0,2,6,0,0,0,0,0,47,413,1715,2618,254,368,4,1,0,0,0,0,667,4,15,960,247,203,302,199,269,210,44,66,1,87,335,136,2,361,172,385,125,405,89,443,245,92,418,34,31,26,97
KIF19,18,8,3,4,35,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,42,68,9,10,0,0,0,0,0,0,77,0,1,40,13,8,10,7,14,6,1,5,0,34,15,5,0,13,5,36,40,129,33,87,40,9,38,2,6,1,27
KIF26A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL3,3,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,9,8,1,1,0,0,0,0,0,0,1296,3,30,6,3,0,1,0,2,0,2,3,0,31,2,0,0,11,2,30,40,171,57,713,440,3,29,0,43,0,28
KIR2DL4,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,21,6,9,0,0,0,0,0,0,207,11,6,0,1,0,0,0,0,0,0,2,0,2,0,0,0,3,0,9,3,17,8,104,153,0,6,0,13,0,1
KLC3,33,10,9,4,13,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,3,43,159,248,10,25,2,0,0,0,0,0,29,0,0,83,5,15,14,11,24,7,3,3,1,5,5,5,0,19,9,13,4,18,7,24,13,8,12,0,3,2,3
KLF11,157,51,77,13,8,0,0,68,0,1,0,0,0,0,3,3,0,0,0,0,0,77,275,1464,1591,293,437,3,0,0,0,0,0,179,3,3,118,25,20,53,26,46,41,8,7,0,20,43,14,1,44,26,31,24,69,27,116,55,11,40,1,9,0,21
KLF4,330,38,9,12,9,3,5,274,0,11,0,0,0,0,12,20,0,0,1,0,0,12,1710,5750,9896,809,1341,28,1,0,0,2,0,54,1,0,69,11,18,16,18,34,34,7,6,0,8,17,6,0,23,13,13,7,19,9,39,26,8,8,0,2,3,6
KLHDC8A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
KLHL14,617,148,68,11,335,40,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,7,3,23,29,0,1,0,0,0,0,0,0,12,0,0,8,0,0,2,0,2,1,1,2,0,1,1,0,0,2,2,2,0,9,0,11,5,1,6,0,0,0,4
KLRC2,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,5,1,1,0,0,0,0,0,0,589,7,5,4,1,1,0,5,3,3,0,5,0,19,0,0,0,17,4,34,27,123,103,772,172,2,28,1,30,2,38
KLRC3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,5,0,1,0,0,0,0,0,0,495,6,7,0,1,0,0,1,1,0,0,0,0,10,1,0,0,22,11,30,17,84,35,408,95,0,23,2,17,4,8
KLRD1,215,76,52,24,70,10,0,36,0,9,0,0,0,0,1,2,0,0,0,0,0,62,243,711,1309,82,150,6,0,0,0,0,0,4944,45,75,426,55,75,55,105,115,69,19,65,3,177,53,17,3,289,137,799,611,2057,402,2499,1430,221,599,16,112,6,563
KRBA2,69,10,16,5,29,6,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,10,18,97,126,15,27,1,0,0,0,0,0,48,0,0,119,14,17,13,18,15,7,4,6,0,5,13,5,0,49,9,20,12,29,7,22,20,5,28,3,2,3,5
KRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,5,14,1,10,17,0,2,0,0,1,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0
KRT23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,45,109,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,5,3,0,1,0,0,0,0,0,0,5,0,0,3,1,0,2,0,1,5,0,0,0,0,1,0,0,3,0,0,1,4,1,4,2,0,0,0,0,0,1
KRTCAP3,31,10,14,1,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,51,99,6,7,0,0,0,0,0,0,38,1,0,84,21,13,16,12,29,15,3,0,0,2,19,3,0,32,7,9,6,10,2,14,8,3,12,1,1,1,2
KYNU,852,340,444,138,123,14,1,203,0,27,0,0,0,0,10,16,0,0,1,0,0,14,1110,3851,5904,563,865,23,0,0,0,2,0,257,0,11,348,41,77,54,57,88,58,7,11,0,36,74,27,0,137,48,94,45,160,48,163,105,19,78,7,10,2,31
L3MBTL4,226,43,12,10,23,2,0,13,0,2,0,0,0,0,0,3,0,0,0,0,0,13,43,170,268,21,29,0,0,0,0,0,0,138,2,4,37,4,8,5,11,16,4,5,5,0,5,8,0,0,19,5,13,4,12,6,55,63,6,8,1,5,0,9
LAG3,8,5,3,1,18,1,2,4,0,4,0,0,0,0,1,0,0,0,0,0,0,9,7,15,15,4,6,0,0,0,0,0,0,480,0,13,92,44,30,46,21,17,25,13,92,2,116,113,77,3,112,106,727,307,855,160,786,101,154,680,31,21,29,238
LAMP1,1110,364,405,126,387,61,2,133,0,44,0,0,0,0,11,19,0,0,0,0,0,295,1164,4532,7680,600,881,21,0,0,0,1,0,1811,16,47,1812,423,330,617,299,345,336,66,143,2,224,491,193,5,640,282,655,294,926,172,984,593,165,580,36,66,39,187
LARGE2,676,142,148,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,7,1,1,0,0,0,0,0,0,4,0,0,48,14,8,30,9,9,23,2,6,0,1,5,1,0,27,26,16,2,5,2,2,1,14,1,0,1,0,10
LCLAT1,503,160,124,64,130,20,0,42,0,9,0,0,0,0,2,4,0,0,0,0,0,14,239,721,1282,123,155,5,0,0,0,0,0,369,4,15,935,148,165,203,170,192,120,27,54,0,47,156,79,0,323,116,219,57,269,67,233,154,51,224,17,21,13,66
LCMT2,95,26,30,5,33,3,1,9,0,5,0,0,0,0,2,0,0,0,0,0,0,4,96,267,484,35,46,2,0,0,0,0,0,66,0,1,141,26,29,27,42,49,23,4,6,0,7,25,20,0,48,21,38,10,47,13,66,33,11,57,2,4,5,14
LCN8,359,81,45,33,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0
LDHD,0,1,0,1,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,174,260,30,66,0,0,0,0,0,0,4,0,0,1,2,1,1,0,1,2,0,1,0,1,2,2,0,1,0,0,0,1,0,2,0,0,0,0,1,0,1
LDLRAD4,565,137,60,26,104,15,5,69,0,22,0,0,0,0,2,3,0,0,0,0,0,137,232,866,1369,105,183,3,0,0,0,0,0,357,6,8,676,151,183,196,122,169,132,21,49,0,46,257,81,3,237,92,128,57,153,35,180,130,30,119,17,15,35,36
LEF1,74,20,21,6,44,7,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,40,19,79,118,8,28,0,0,0,0,0,0,128,8,4,5047,791,667,950,851,840,534,89,122,0,77,768,200,1,1656,505,324,77,253,49,112,91,69,240,46,7,56,25
LEPROTL1,455,162,156,46,472,74,3,175,0,31,0,0,0,0,8,18,0,0,0,0,0,111,1029,3494,5462,494,724,14,0,0,0,0,0,1278,11,22,4681,918,690,1070,886,957,701,143,240,3,196,977,265,7,1606,639,1073,322,873,196,846,506,266,789,66,59,65,238
LGALS3,120,50,224,16,693,88,6,364,0,2,0,0,0,0,18,26,0,0,2,0,0,141,2049,9606,15563,1193,1835,35,0,0,0,3,0,806,5,20,135,102,61,340,30,48,189,43,99,1,80,500,149,6,161,113,270,76,384,98,656,185,55,548,34,42,61,50
LGALS4,15,10,6,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,70,210,3,4,0,0,0,0,0,0,24,0,0,36,2,5,5,6,12,5,0,2,0,4,6,2,0,13,2,5,6,5,5,9,12,1,5,0,0,1,3
LHX4,6,2,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,20,1,4,0,0,0,0,0,0,2,1,0,10,2,1,3,3,4,1,0,2,0,0,1,0,0,1,2,1,1,0,0,1,0,0,2,1,0,0,2
LIAS,376,138,112,29,173,25,3,61,0,11,0,0,0,0,4,3,0,0,1,0,0,10,321,1249,2043,181,226,5,0,0,0,2,0,350,1,8,672,101,106,164,170,209,114,19,32,0,52,132,59,2,247,120,203,63,194,70,214,114,42,217,16,14,13,46
LIF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LILRB1,565,236,208,151,262,26,1,185,0,35,0,0,0,0,6,22,0,0,1,0,0,22,1236,4676,6130,788,1342,15,0,0,0,1,0,701,1,5,43,9,11,5,13,12,11,4,2,0,75,6,4,0,43,14,76,114,489,88,613,152,25,34,1,16,0,73
LILRB4,72,33,46,7,549,70,0,241,0,56,0,0,0,0,11,22,0,0,0,0,0,11,1209,4796,7071,716,1035,14,0,0,0,2,0,60,0,0,73,9,11,17,17,14,16,1,3,0,5,17,3,0,29,11,18,5,25,5,27,25,4,11,1,1,2,8
LILRB5,11,6,2,3,5,1,0,17,0,0,0,0,0,0,2,3,0,0,0,0,0,0,92,341,462,76,129,0,0,0,0,0,0,16,0,0,19,4,4,7,6,8,6,1,1,0,1,2,2,0,6,5,3,5,11,5,16,11,2,1,0,0,0,0
LIMS2,440,103,137,60,3,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,6,2,15,16,2,8,0,0,0,0,0,0,5,0,0,301,96,104,168,57,75,66,7,19,0,8,187,106,1,89,33,19,3,3,2,0,0,4,20,14,0,13,0
LINGO2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,2,6,2,35,40,0,2,0,2,0,1
LMO7,129,27,33,7,13,1,0,10,0,3,0,0,0,0,2,0,0,0,0,0,0,7,63,200,362,20,34,0,0,0,0,0,0,51,0,6,526,51,78,47,119,131,44,9,6,0,10,54,17,0,161,54,44,21,53,17,48,26,11,44,2,9,4,11
LMOD3,30,9,6,4,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,27,75,117,13,16,0,0,0,0,0,0,45,0,1,95,16,12,8,29,31,12,6,1,0,3,14,3,0,34,9,25,10,23,12,36,11,10,10,0,0,0,1
LRP1,47,19,12,7,13,1,2,226,0,1,0,0,0,0,16,17,0,0,4,0,0,14,1624,7565,12633,896,1295,22,0,0,0,1,0,60,0,0,127,12,20,17,26,35,23,3,4,0,4,17,4,0,48,10,23,7,21,4,32,20,11,7,2,1,1,9
LRRC37A3,82,35,33,9,35,5,0,12,0,6,0,0,0,0,0,2,0,0,0,0,0,24,82,283,510,29,54,0,0,0,0,0,0,70,0,1,135,28,20,28,30,40,21,3,1,0,10,18,9,0,46,20,36,12,45,8,28,20,9,44,3,2,4,14
LRRN3,29,9,5,1,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,53,56,8,12,0,0,0,0,0,0,4,2,0,328,17,23,26,65,46,13,3,10,0,2,5,4,0,228,31,17,7,7,2,7,6,1,15,2,0,1,2
LRTOMT,36,9,10,5,38,9,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,5,37,152,344,21,23,0,0,0,0,0,0,44,0,1,80,13,17,13,14,17,17,2,3,0,1,16,10,1,34,8,14,10,27,4,29,13,2,42,3,2,1,3
LTK,3,6,32,5,95,7,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,2,2,17,22,4,2,0,0,0,0,0,0,5,0,1,2,15,8,39,1,2,30,5,2,0,3,13,1,0,2,10,2,1,5,1,6,0,27,1,0,0,0,1
LYAR,282,106,116,36,142,54,4,110,0,8,0,0,0,0,5,7,0,0,1,0,0,50,566,2557,3940,308,452,7,0,0,0,0,0,1553,5,44,596,171,160,310,100,139,296,147,248,3,270,269,202,6,429,380,1299,384,1300,290,1235,520,362,902,57,66,62,391
LYSMD1,17,7,5,0,11,4,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,28,114,158,10,13,0,0,0,0,0,0,9,0,0,20,2,3,3,3,1,3,2,1,0,2,3,5,0,10,2,3,3,8,3,6,4,1,8,0,0,1,1
LZTFL1,239,75,73,15,176,13,1,13,0,9,0,0,0,0,0,0,0,0,0,0,0,24,72,324,429,35,68,1,0,0,0,0,0,219,1,8,174,37,33,44,34,35,31,6,19,0,16,34,16,0,61,22,59,26,70,12,105,66,13,80,8,15,5,26
MACC1,113,40,63,14,79,14,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,15,45,82,193,8,29,1,0,0,0,0,0,26,0,2,70,10,19,10,19,27,5,0,1,0,0,14,1,0,28,14,23,5,15,9,18,9,4,23,1,3,2,3
MAFB,39,9,6,1,6,3,1,224,0,6,0,0,0,0,11,28,0,0,1,0,0,6,1609,6548,9149,973,1538,26,0,0,0,1,0,34,0,0,49,15,4,12,11,12,8,1,1,0,3,11,3,0,14,10,24,6,26,11,21,16,4,9,0,2,1,7
MAFF,196,78,48,24,108,8,2,80,0,5,0,0,0,0,1,4,0,0,0,0,0,11,482,1139,1751,166,194,10,1,0,0,0,0,430,11,8,504,75,88,97,164,221,118,23,21,3,43,73,30,0,199,88,170,53,140,100,268,271,57,68,6,22,1,66
MAGEH1,146,59,75,18,383,51,0,16,0,7,0,0,0,0,2,0,0,0,0,0,0,6,36,192,196,30,69,0,0,0,0,0,0,181,2,6,549,107,78,112,130,158,69,22,27,1,29,151,52,1,156,52,94,24,136,29,117,71,20,156,8,10,9,26
MAP4,645,238,296,100,343,51,2,105,0,20,0,0,0,0,10,5,0,0,1,0,0,23,368,2147,3167,303,544,7,0,0,0,0,0,865,13,24,701,205,246,429,123,185,187,41,80,0,118,358,132,5,337,174,391,166,541,99,516,262,85,460,31,40,22,96
MAP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP6D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAPK7,116,43,68,28,35,7,1,32,0,2,0,0,0,0,3,3,0,0,0,0,0,9,225,888,1222,174,330,3,0,0,0,0,0,303,1,9,167,45,40,57,39,35,27,13,16,0,29,39,22,0,61,28,69,45,134,17,133,95,19,65,7,12,4,21
MBD4,1409,567,537,127,466,61,2,121,0,21,0,0,0,0,9,4,0,0,0,0,0,87,731,2876,5671,284,436,12,0,0,0,0,0,836,10,29,1198,232,252,314,223,259,209,42,80,1,105,277,141,3,456,192,361,127,529,95,524,260,95,484,31,44,28,104
MBNL3,408,117,103,37,79,12,1,56,0,6,0,0,0,0,2,4,0,0,0,0,0,66,139,882,1357,114,256,3,0,0,0,0,0,297,2,13,258,50,49,75,26,50,30,3,36,0,39,43,24,1,85,34,120,42,159,36,160,85,22,139,9,20,11,28
MCF2L,80,10,9,3,18,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,201,31,100,187,6,15,0,0,0,0,0,0,21,1,1,123,12,22,15,32,33,18,7,6,0,2,11,4,0,51,13,25,6,15,9,18,11,11,7,2,2,1,6
MCOLN1,126,42,43,23,119,21,1,109,0,6,0,0,0,0,3,6,0,0,0,0,0,9,657,2446,3321,460,728,8,0,0,0,0,0,236,2,9,231,57,44,51,56,60,47,6,13,1,23,74,36,1,80,25,76,35,128,34,135,84,21,127,8,16,5,27
MED15,537,161,180,48,153,23,3,122,0,22,0,0,0,0,5,13,0,0,1,0,0,64,689,2804,4805,367,499,10,0,0,0,0,0,1155,7,29,1084,291,262,424,204,279,204,42,110,1,146,427,117,2,508,221,602,251,806,159,758,377,97,502,33,41,40,155
MEST,67,27,19,4,69,12,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,77,17,70,95,10,18,0,0,0,0,0,0,6,0,0,103,13,5,23,14,15,16,3,2,0,1,5,8,0,74,9,12,5,7,1,3,5,7,24,5,2,0,2
METRNL,25,23,16,21,10,2,0,105,0,3,0,0,0,0,3,6,0,0,0,0,0,8,577,1830,2841,263,405,8,0,0,0,1,0,493,5,2,27,1,9,12,3,11,27,12,6,2,32,8,1,0,25,33,104,39,123,96,333,201,27,34,1,11,1,42
METTL18,166,60,69,10,49,11,1,9,0,2,0,0,0,0,1,1,0,0,0,0,0,8,32,169,240,22,34,1,0,0,0,0,0,198,1,4,285,62,40,70,49,56,46,8,19,0,27,62,26,0,79,33,89,40,101,23,133,72,10,81,8,5,4,30
METTL25,177,55,56,17,77,5,0,19,0,5,0,0,0,0,1,2,0,0,0,0,0,8,95,413,669,54,96,0,0,0,0,1,0,132,1,5,191,35,31,62,45,41,35,1,8,0,14,47,21,0,71,29,61,25,76,6,71,43,13,78,8,11,3,13
METTL4,286,98,83,24,83,20,1,18,0,3,0,0,0,0,1,3,0,0,0,0,0,32,160,416,727,74,89,2,0,0,0,0,0,175,4,3,442,70,66,114,56,83,63,14,31,0,26,91,36,0,163,54,121,42,114,25,105,63,22,92,8,17,6,37
MEX3A,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,1,5,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0
MGAT5,831,212,138,20,27,5,0,29,0,7,0,0,0,0,0,1,0,0,0,0,0,133,69,403,654,49,101,2,0,0,0,1,0,147,2,2,271,95,118,172,67,93,107,20,32,0,32,128,51,1,129,86,85,29,82,15,77,62,31,70,12,6,6,25
MGLL,36,15,61,9,220,35,2,64,0,28,0,0,0,0,3,2,0,0,0,0,0,691,68,623,440,261,486,2,0,0,0,0,0,36,2,0,83,7,12,33,17,18,13,4,5,0,4,11,5,0,32,14,18,8,28,10,26,11,7,26,2,1,0,7
MICAL2,28,11,7,2,6,2,0,72,0,2,0,0,0,0,3,3,0,0,0,0,0,15,405,1855,3007,148,138,3,0,0,0,0,0,149,3,5,102,31,37,69,21,36,50,7,16,1,29,70,33,2,55,37,87,37,146,31,74,83,25,83,9,9,7,45
MIER2,129,49,38,6,36,11,3,50,0,4,0,0,0,0,2,5,0,0,0,0,0,2,298,922,1929,115,171,3,0,0,0,0,0,111,0,3,221,34,33,37,44,50,36,5,11,0,11,36,15,1,53,33,49,20,63,15,68,39,15,59,4,11,4,20
MITF,12,4,3,2,7,0,0,47,0,1,0,0,0,0,2,0,0,0,0,0,0,372,124,769,1111,90,91,1,0,0,0,0,0,13,0,0,22,1,6,7,1,4,0,0,2,0,3,2,0,0,8,4,4,1,6,0,12,7,1,6,0,0,0,1
MMP11,153,32,21,0,8,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,1,0,1,0,0,0,0,0,7,0,0,53,4,6,4,7,7,1,0,0,0,1,5,0,0,17,1,3,2,3,1,0,3,1,1,0,0,1,1
MMP14,9,4,2,0,4,0,0,21,0,0,0,0,0,0,1,2,0,0,0,0,0,0,43,273,270,48,46,0,0,0,0,0,0,3,0,0,7,2,3,1,2,1,2,0,0,0,0,1,1,0,1,3,1,0,1,1,2,0,0,3,0,0,0,0
MMP28,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6,9,1,19,0,0,0,0,0,0,10,0,0,366,5,9,2,37,30,3,4,1,0,4,12,3,0,120,6,7,5,8,2,6,2,1,5,0,0,1,1
