,B_c01-TCL1A,B_c02-MS4A1-CD27,B_c03-CD27-AIM2,B_c04-SOX5-TNFRSF1B,B_c05-MZB1-XBP1,B_c06-MKI67,DC_c1-CLEC9A,DC_c2-CD1C,DC_c3-LAMP3,DC_c4-LILRA4,Epi-AT2,Epi-Ciliated,Epi-Secretory,Epi-Squamous,Macro_c1-C1QC,Macro_c2-CCL3L1,Macro_c3-EREG,Macro_c4-DNAJB1,Macro_c5-WDR74,Macro_c6-VCAN,Mast,Mega,Mono_c1-CD14-CCL3,Mono_c2-CD14-HLA-DPB1,Mono_c3-CD14-VCAN,Mono_c4-CD14-CD16,Mono_c5-CD16,Neu_c1-IL1B,Neu_c2-CXCR4(low),Neu_c3-CST7,Neu_c4-RSAD2,Neu_c5-GSTP1(high)OASL(low),Neu_c6-FGF23,NK_c01-FCGR3A,NK_c02-NCAM1,NK_c03-MKI67,T_CD4_c01-LEF1,T_CD4_c02-AQP3,T_CD4_c03-ITGA4,T_CD4_c04-ANXA2,T_CD4_c05-FOS,T_CD4_c06-NR4A2,T_CD4_c07-AHNAK,T_CD4_c08-GZMK-FOS_h,T_CD4_c09-GZMK-FOS_l,T_CD4_c10-IFNG,T_CD4_c11-GNLY,T_CD4_c12-FOXP3,T_CD4_c13-MKI67-CCL5_l,T_CD4_c14-MKI67-CCL5_h,T_CD8_c01-LEF1,T_CD8_c02-GPR183,T_CD8_c03-GZMK,T_CD8_c04-COTL1,T_CD8_c05-ZNF683,T_CD8_c06-TNF,T_CD8_c07-TYROBP,T_CD8_c08-IL2RB,T_CD8_c09-SLC4A10,T_CD8_c10-MKI67-GZMK,T_CD8_c11-MKI67-FOS,T_CD8_c12-MKI67-TYROBP,T_CD8_c13-HAVCR2,T_gdT_c14-TRDV2
FGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIGN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
FITM2,57,18,18,4,75,6,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,2,53,208,363,25,32,0,0,0,0,0,0,55,0,2,131,23,12,23,30,45,31,4,7,0,9,25,9,0,54,11,25,11,32,17,30,31,6,34,0,2,2,13
FLNA,997,471,594,227,462,76,4,344,0,21,0,0,0,0,16,28,0,0,2,0,0,896,1942,9929,17909,1142,1868,32,1,1,0,2,0,3890,29,67,2076,719,696,1185,330,483,573,107,270,1,437,1031,296,7,1093,565,1339,625,2024,377,2056,1088,333,1015,77,114,77,461
FLT4,8,1,4,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,15,41,71,3,7,0,0,0,0,0,0,7,0,0,23,7,4,4,3,7,4,6,4,0,1,1,1,0,26,10,7,3,4,1,1,3,14,0,0,0,0,2
FNDC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FNDC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FNIP2,18,5,7,1,11,2,7,77,0,4,0,0,0,0,2,2,0,0,2,0,0,5,313,1494,1900,268,410,3,0,0,0,0,0,147,2,6,156,23,32,40,35,48,42,9,2,0,12,24,10,0,64,30,33,17,56,16,70,61,12,40,6,10,2,11
FOLR2,20,56,102,15,8,0,1,46,0,0,0,0,0,0,2,1,0,0,0,0,0,0,125,662,548,157,140,1,0,0,0,0,0,3,1,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,2,0,3,0,0,1,0
FOXJ1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,11,1,1,2,5,5,2,0,0,0,0,1,0,0,13,4,3,0,2,1,0,0,1,1,0,0,0,1
FRMD4B,18,14,9,2,12,3,0,85,0,11,0,0,0,0,4,3,0,0,0,0,0,515,335,1732,2637,209,205,3,0,0,0,1,0,150,2,5,183,74,73,110,33,82,87,15,25,0,29,124,51,0,53,36,46,19,97,24,102,30,21,56,7,9,5,11
FSD2,12,7,1,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19,62,95,3,3,0,0,0,0,0,0,14,0,0,44,4,8,6,8,18,8,0,1,0,2,6,2,0,9,8,3,3,6,4,10,10,2,4,0,0,1,1
FTSJ1,421,141,177,41,614,90,1,88,0,12,0,0,0,0,3,4,0,0,0,0,0,16,271,1245,1822,187,261,7,0,0,0,1,0,555,4,26,713,190,125,255,131,131,129,26,58,0,85,200,145,3,300,113,286,127,324,70,364,203,63,461,29,33,24,74
FXYD2,9,2,1,0,1,1,0,5,0,2,0,0,0,0,0,1,0,0,0,0,0,2,60,244,363,29,23,4,0,0,0,0,0,5,1,0,44,5,3,7,8,4,5,9,5,0,6,8,4,1,65,42,45,0,19,5,3,6,15,52,8,1,51,3
FZR1,171,75,83,19,109,18,1,32,0,10,0,0,0,0,1,2,0,0,0,0,0,42,183,707,1213,89,145,4,0,0,0,0,0,174,5,6,203,60,53,82,46,65,57,8,25,0,29,72,47,1,91,41,104,37,99,25,101,70,16,142,9,9,8,19
G0S2,27,9,7,1,27,1,0,35,0,1,0,0,0,0,2,10,0,0,0,0,0,14,915,1062,1617,186,320,22,0,1,0,1,0,40,0,0,57,6,6,14,16,18,15,4,1,0,8,9,0,0,20,7,7,3,19,4,24,3,4,0,0,1,0,3
GADD45G,27,3,2,0,4,2,0,15,0,0,0,0,0,0,3,1,0,0,0,0,0,211,82,322,562,25,27,2,0,0,0,1,0,35,0,2,86,22,22,44,39,91,80,9,5,0,0,49,16,1,34,26,17,6,18,13,17,24,11,5,4,0,2,4
GAL3ST4,13,8,2,1,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,22,57,76,5,10,0,0,0,0,0,0,10,0,0,126,26,13,21,24,17,9,0,2,0,3,12,0,0,35,7,4,1,10,2,4,1,0,2,0,0,0,0
GAPT,1782,452,444,187,10,2,0,121,0,51,0,0,0,0,4,3,0,0,0,0,0,10,540,1534,2913,184,362,17,0,0,0,0,0,9,1,1,27,4,5,4,2,3,5,0,2,0,2,3,2,0,13,0,4,0,4,4,11,7,0,5,0,1,0,0
GAS2L1,15,7,3,3,12,1,1,46,0,1,0,0,0,0,2,0,0,0,2,0,0,949,163,1271,1261,153,194,0,0,0,0,0,0,37,1,3,38,4,5,13,5,4,6,1,11,0,7,8,7,2,10,6,17,3,15,3,13,9,2,27,1,2,0,3
GATAD2B,757,251,219,77,206,38,2,110,0,22,0,0,0,0,3,9,0,0,0,0,0,86,496,1971,3200,239,342,11,0,0,0,1,0,706,5,18,1174,216,218,284,272,267,194,35,64,0,91,215,81,0,405,169,332,137,428,84,439,255,92,290,24,30,20,95
GCKR,15,3,0,0,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,30,15,49,107,4,5,0,0,0,0,0,0,18,0,0,28,2,5,5,15,10,8,0,0,0,1,1,1,0,17,6,3,3,7,2,8,4,2,1,0,1,0,2
GDF15,16,5,5,1,4,0,0,6,0,4,0,0,0,0,1,0,0,0,0,0,0,3,20,78,102,14,41,1,0,0,0,0,0,24,0,0,20,2,3,7,3,7,4,1,1,0,0,5,2,0,9,3,6,3,8,6,14,8,4,4,0,1,0,7
GDF9,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,0,2,0,0,0,0,0,0,2,0,0,8,0,1,3,5,1,2,0,1,0,0,2,0,0,2,3,3,0,1,0,2,4,0,4,0,0,0,0
GID4,176,54,39,12,65,12,2,35,0,4,0,0,0,0,3,3,0,0,0,0,0,23,158,653,1117,99,139,4,0,0,0,0,0,157,0,4,219,58,43,69,52,57,46,6,14,0,16,51,25,0,74,42,61,30,86,24,112,65,20,81,5,8,6,26
GJB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLI1,14,6,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,12,0,3,0,0,0,0,0,0,9,0,0,7,0,3,2,1,1,1,1,1,1,1,2,0,0,3,0,7,0,5,6,14,7,0,3,0,1,0,2
GLUL,409,92,190,100,58,13,5,291,0,26,0,0,0,0,14,25,0,0,3,0,0,709,1767,7444,11597,1013,1683,36,0,0,0,0,0,1016,13,39,605,140,111,368,129,195,196,22,47,1,144,84,57,2,158,112,198,134,659,131,739,342,74,218,16,54,3,128
GNG7,2149,619,672,178,723,72,3,44,0,38,0,0,0,0,0,0,0,0,0,0,0,32,119,289,625,30,27,1,0,0,0,0,0,36,0,0,215,35,19,28,43,43,23,5,3,0,5,11,5,0,74,24,19,2,30,5,18,8,7,11,2,2,2,5
GNMT,9,2,6,1,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,76,150,11,15,0,0,0,0,0,0,15,0,0,14,1,3,5,4,1,3,0,0,0,0,3,2,0,7,1,7,2,10,3,7,2,0,1,0,1,0,0
GOLPH3L,200,79,79,21,187,18,0,17,0,7,0,0,0,0,1,0,0,0,0,0,0,10,75,264,549,27,44,1,0,0,0,0,0,148,3,4,315,69,40,72,37,65,45,7,23,0,18,77,35,0,106,38,115,38,107,13,80,56,20,113,12,6,7,26
GPR157,83,34,17,7,20,4,1,11,0,2,0,0,0,0,1,1,0,0,1,0,0,1,91,315,550,30,41,2,0,0,0,0,0,44,1,2,161,15,29,35,41,48,22,3,7,0,6,26,5,1,55,19,27,10,41,20,38,18,12,15,2,1,2,8
GPR61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,1,0,0,0,0,0,0,0,2,0,0,11,0,1,1,3,0,0,0,0,0,1,0,0,0,1,2,0,1,2,0,0,0,0,2,0,0,0,0
GPR83,19,15,6,4,14,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,3,43,151,285,20,33,1,0,0,0,0,0,44,0,0,66,13,15,14,19,26,11,0,7,0,1,21,2,0,23,10,20,6,25,11,23,18,4,21,1,0,0,3
GPX4,2428,859,852,282,707,116,7,381,0,51,0,0,0,0,18,27,0,0,3,0,0,1297,1925,10086,17224,1152,1901,31,0,0,0,3,0,2137,19,63,4400,956,648,1230,772,789,712,148,222,2,284,804,269,6,1407,633,1034,364,1112,229,1166,692,290,900,72,100,54,308
GRAP,240,103,86,38,25,2,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,3,11,31,46,7,7,0,0,0,0,0,0,28,0,0,297,64,37,79,48,41,39,4,19,0,4,69,22,0,91,33,38,8,23,5,15,9,3,25,7,1,6,5
GRPEL2,50,30,28,3,43,10,1,13,0,0,0,0,0,0,0,1,0,0,0,0,0,40,46,244,391,34,59,0,0,0,0,0,0,104,0,6,241,70,71,76,37,60,53,16,19,0,14,94,46,0,80,33,64,20,58,16,78,28,17,118,10,16,6,11
GSPT1,513,211,314,58,528,97,5,127,0,13,0,0,0,0,4,7,0,0,1,0,0,45,364,2368,3350,345,553,5,0,0,0,2,0,586,5,26,1483,345,359,460,343,460,361,71,114,0,86,448,202,5,565,264,494,148,399,90,368,190,100,622,57,35,34,91
GSPT2,170,47,70,11,96,15,1,31,0,9,0,0,0,0,1,1,0,0,0,0,0,4,25,151,198,36,25,0,0,0,0,0,0,145,3,3,162,40,27,47,32,48,38,6,15,0,12,57,27,1,53,22,79,27,65,15,68,62,19,99,4,11,2,16
GSS,170,67,85,28,217,37,0,90,0,12,0,0,0,0,3,4,0,0,0,0,0,72,362,1317,2199,176,257,3,0,0,0,0,0,445,3,25,641,143,92,179,146,170,94,21,54,0,66,168,122,0,207,95,260,113,303,54,288,162,59,404,18,40,15,66
GSTP1,2489,705,363,230,911,126,8,415,0,56,0,0,0,0,21,29,0,0,2,0,0,247,2119,11001,18824,1254,2063,32,0,0,0,3,0,4128,40,77,2402,598,380,791,402,433,449,102,208,2,385,530,233,7,1018,504,1331,610,1827,362,2187,1269,303,1024,71,120,70,441
GTF3C4,119,46,39,6,57,13,0,15,0,4,0,0,0,0,2,4,0,0,0,0,0,6,152,478,682,61,99,0,0,0,0,0,0,98,2,3,208,42,41,42,58,74,41,14,9,0,14,44,25,1,72,20,62,24,61,27,90,40,13,102,5,8,6,31
GTPBP1,252,93,102,24,187,27,0,66,0,15,0,0,0,0,3,11,0,0,0,0,0,59,372,1143,1838,180,251,3,0,0,0,1,0,311,4,9,314,72,75,95,62,112,78,16,24,0,33,93,44,2,107,47,157,53,179,51,204,116,27,183,11,18,11,31
GUK1,1896,650,766,249,963,131,6,344,0,57,0,0,0,0,14,28,0,0,1,0,0,358,1703,8198,14266,1014,1656,28,0,1,0,2,0,3616,30,75,3392,913,651,1246,661,717,733,163,295,3,391,1051,319,7,1418,668,1465,589,1895,383,2014,1133,380,1012,82,109,77,431
GZMA,60,19,24,8,31,10,0,17,0,4,0,0,0,0,0,1,0,0,0,0,0,72,50,154,241,14,35,0,0,0,0,0,0,5104,36,81,98,46,47,150,21,32,77,92,318,4,503,184,135,8,262,184,1684,738,2395,445,2594,1440,446,1039,36,122,75,587
GZMH,47,23,16,6,30,11,0,13,0,10,0,0,0,0,0,1,0,0,0,0,0,66,60,140,189,7,29,0,1,0,0,0,0,4681,17,74,81,11,16,15,14,25,16,6,118,2,488,21,32,6,194,29,1180,779,2556,441,2586,1118,155,974,21,121,8,461
GZMK,18,9,13,2,87,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,40,79,5,13,0,0,0,0,0,0,132,31,13,79,39,53,54,8,34,28,89,256,2,63,121,92,5,134,216,1504,149,385,75,112,150,384,939,44,35,91,161
HAGH,479,164,188,70,338,46,1,108,0,24,0,0,0,0,1,5,0,0,0,0,0,58,582,2191,3322,348,661,3,0,0,0,0,0,684,5,14,1104,243,194,380,230,259,208,47,92,0,102,273,100,2,392,184,345,125,423,77,425,252,86,280,24,32,16,105
HAMP,37,16,11,7,4,3,0,9,0,4,0,0,0,0,1,1,0,0,0,0,0,2,95,171,331,19,20,2,0,0,0,0,0,33,0,0,103,12,16,11,22,44,14,4,1,0,7,14,3,0,26,17,33,13,20,11,28,14,8,13,1,1,1,8
HBA2,70,14,14,2,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,84,119,8,8,0,0,0,0,0,0,42,0,1,21,5,4,5,5,4,1,0,1,0,3,8,0,0,7,6,8,3,16,3,26,8,1,5,1,1,0,1
HCAR2,3,1,0,0,1,1,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,1,268,189,365,26,13,9,0,0,0,0,0,1,0,0,3,0,0,0,1,3,0,1,1,0,0,0,0,0,2,0,2,0,1,0,1,2,2,0,0,0,0,0
HCAR3,2,0,0,0,0,0,0,7,0,0,0,0,0,0,1,4,0,0,0,0,0,0,177,144,289,20,53,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0
HDLBP,470,155,197,59,984,126,2,199,0,40,0,0,0,0,10,14,0,0,2,0,0,93,866,4435,7404,595,886,10,0,0,0,2,0,548,8,22,718,180,171,295,137,158,168,31,75,0,76,256,172,4,312,104,361,129,373,56,371,190,69,564,43,45,40,69
HEATR9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,1,0,0,0,0,0,0,44,0,1,1,0,0,0,0,0,0,1,4,0,2,0,1,0,3,0,29,9,30,21,47,14,6,10,0,0,0,5
HEBP1,326,85,57,22,24,14,2,173,0,16,0,0,0,0,5,13,0,0,1,0,0,81,1026,3960,6775,468,659,20,0,0,0,2,0,205,1,14,741,132,102,190,123,99,98,19,25,1,30,103,59,1,182,60,95,58,86,14,107,77,27,176,7,27,12,25
HES4,14,4,0,4,0,0,0,25,0,2,0,0,0,0,1,0,0,0,0,0,0,2,59,302,88,262,747,0,0,0,0,0,0,60,1,2,26,4,11,6,11,20,6,0,1,0,2,4,3,0,7,5,3,5,16,12,33,35,2,9,1,7,0,0
HGD,4,3,2,3,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,247,4,18,41,2,5,0,0,0,0,0,0,5,0,0,7,2,0,2,1,3,2,0,0,0,3,4,1,0,5,4,3,0,3,0,3,1,0,1,0,0,0,2
HILPDA,92,23,31,3,39,13,1,8,0,4,0,0,0,0,1,2,0,0,0,0,0,2,35,145,183,18,22,1,0,0,0,0,0,62,1,5,81,8,15,18,23,25,14,3,4,0,4,13,15,0,30,10,20,11,27,13,32,27,9,47,2,9,3,5
HIVEP3,111,52,47,28,23,3,2,47,0,20,0,0,0,0,3,1,0,0,0,0,0,15,227,813,1179,150,198,1,0,0,0,0,0,619,3,12,319,114,104,184,72,101,109,18,43,1,69,141,87,2,197,75,180,114,390,71,397,155,43,179,17,27,2,69
HK1,401,170,241,51,137,29,2,187,0,8,0,0,0,0,11,13,0,0,2,0,0,600,930,4380,7735,598,926,21,0,0,0,3,0,546,6,15,830,243,184,398,135,213,199,40,63,2,88,378,159,4,338,153,345,137,438,80,340,215,65,466,37,38,28,86
HK2,75,20,23,12,44,11,2,52,0,2,0,0,0,0,0,2,0,0,0,0,0,1,412,1110,2662,114,129,7,0,0,0,0,0,12,0,1,73,14,13,16,18,13,14,1,1,0,3,19,11,0,28,5,21,4,11,4,3,3,3,47,2,0,2,3
HLA.DOB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGCS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPA3,2854,877,832,259,924,129,7,332,0,60,0,0,0,0,12,22,0,0,3,0,0,266,1559,7213,12198,912,1347,29,0,0,0,2,0,2964,25,75,3917,834,669,1147,707,780,690,149,264,3,353,960,319,7,1363,606,1257,508,1558,311,1728,958,336,1014,83,111,63,380
HNRNPD,1315,419,411,150,595,111,6,243,0,43,0,0,0,0,11,12,0,0,2,0,0,95,1097,5271,8758,626,897,27,0,0,0,2,0,1281,14,52,1887,381,380,527,415,446,306,60,135,0,160,506,265,6,695,276,711,264,788,174,819,489,140,910,67,76,44,161
HNRNPF,1975,669,703,176,629,119,6,286,0,38,0,0,0,0,10,20,0,0,3,0,0,347,1406,5843,9074,742,1116,23,1,0,0,2,0,2152,17,64,3150,733,553,1018,632,642,557,117,227,2,320,841,315,8,1085,496,1052,441,1304,235,1312,718,248,1003,78,108,68,302
HNRNPL,1725,515,492,155,629,83,5,225,0,41,0,0,0,0,7,18,0,0,1,0,0,188,1582,5112,9000,622,905,32,1,0,0,1,0,1657,15,47,2225,432,354,576,526,604,405,84,151,2,208,523,220,7,824,346,755,294,954,245,1091,576,169,726,47,86,38,242
HNRNPM,2055,651,652,184,712,110,4,246,0,50,0,0,0,0,9,15,0,0,0,0,0,112,1181,5396,9265,698,1018,19,0,0,0,2,0,2049,13,60,3094,658,511,818,609,618,499,106,199,3,244,660,285,8,1140,461,985,398,1196,227,1200,687,232,937,67,99,49,267
HPCAL4,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,0,1,0,0,0,0,0,0,5,0,0,194,52,38,51,39,43,38,8,3,1,1,33,7,0,39,20,3,2,4,0,4,2,6,7,0,0,2,5
HRK,126,26,103,13,15,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,40,3,4,0,0,0,0,0,0,7,0,0,17,1,4,2,8,3,1,0,1,0,1,4,0,0,9,2,4,2,2,1,6,7,0,1,0,2,0,1
HSD11B1L,48,14,18,8,16,3,2,16,0,3,0,0,0,0,0,0,0,0,0,0,0,6,69,200,337,15,50,0,0,0,0,0,0,39,0,1,151,24,23,40,32,45,30,3,3,0,10,14,7,0,41,12,27,7,25,10,36,18,8,14,2,2,2,7
HSD17B14,14,15,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,5,1,0,0,0,0,0,0,2,0,1,104,7,5,19,16,8,3,1,3,0,3,0,0,0,28,9,4,4,6,2,3,0,5,3,1,0,1,2
HSP90AB1,4205,1309,1160,345,996,141,8,373,0,60,0,0,0,0,18,15,0,0,2,0,0,168,1441,7698,11706,1058,1641,15,0,0,0,2,0,2837,30,64,5782,1163,830,1483,1020,1046,887,172,311,4,408,1104,320,7,2069,817,1409,560,1690,344,1737,948,397,1035,82,98,68,415
HSP90B1,2547,834,845,226,1143,153,8,357,0,67,0,0,0,0,17,21,0,0,2,0,0,202,1259,6920,11762,888,1270,14,0,0,0,2,0,2963,19,68,3607,779,585,1142,633,692,633,134,241,4,358,768,296,7,1345,590,1100,497,1584,322,1767,957,342,979,73,110,49,408
HSPA1A,74,51,66,20,58,12,1,123,0,7,0,0,0,0,9,17,0,0,1,0,0,91,916,3390,5603,570,743,12,0,1,0,1,0,464,4,14,257,79,69,150,59,73,80,22,50,1,64,210,67,1,110,52,162,69,308,47,262,122,33,216,13,12,15,50
HSPA1B,134,70,83,19,137,13,0,37,0,4,0,0,0,0,2,6,0,0,0,0,0,32,332,740,1250,115,134,5,1,0,0,0,0,138,2,2,158,28,22,43,42,75,39,20,11,0,17,37,15,0,52,17,52,16,79,18,88,46,16,58,2,10,5,21
HSPA5,1422,510,499,140,1112,146,5,262,0,47,0,0,0,0,9,16,0,0,2,0,0,73,1156,4921,8317,640,893,14,0,0,0,0,0,2282,16,55,2456,562,415,848,566,625,546,115,182,3,282,619,237,6,923,413,950,413,1209,296,1506,804,295,867,52,85,45,341
HSPA9,983,365,419,132,545,103,3,172,0,31,0,0,0,0,3,12,0,0,0,0,0,82,714,3041,4699,434,595,14,0,0,0,0,0,1168,9,43,1744,359,332,541,429,500,360,76,113,1,171,432,202,6,674,291,610,259,724,172,805,435,154,662,54,65,40,191
HSPB1,1023,373,274,198,59,12,5,213,0,30,0,0,0,0,6,8,0,0,0,0,0,544,534,2717,3621,584,941,6,0,0,0,0,0,1305,6,48,3405,692,480,871,593,578,490,92,149,2,201,589,203,6,1225,434,636,253,798,155,756,399,165,613,52,65,48,204
HSPE1,1574,625,675,178,779,122,3,237,0,42,0,0,0,0,9,10,0,0,0,0,0,82,674,3756,4689,641,974,6,0,0,0,0,0,1559,25,51,2794,704,497,951,507,622,563,115,187,1,244,714,285,8,1064,454,926,332,1013,227,996,554,236,957,77,86,59,245
HSPH1,623,231,275,56,163,38,0,98,0,15,0,0,0,0,3,5,0,0,1,0,0,23,285,1493,1851,306,481,2,1,0,0,0,0,631,5,23,1031,195,194,276,230,300,226,45,74,0,92,214,123,4,423,188,340,130,372,97,400,196,78,475,36,40,21,88
ICAM1,72,48,37,11,107,19,6,107,0,21,0,0,0,0,4,12,0,0,0,0,0,0,969,1820,2243,255,321,17,0,0,0,0,0,140,7,0,47,16,19,26,9,18,24,3,14,0,16,22,8,0,22,16,65,17,73,21,83,64,24,36,1,6,2,20
IFI27,488,139,135,40,544,66,2,295,0,38,0,0,0,0,19,16,0,0,0,0,0,732,1548,7772,12496,992,1736,26,1,0,0,2,0,790,5,8,530,166,141,212,104,155,127,39,80,2,85,273,90,2,256,108,204,96,404,82,384,182,54,157,13,15,9,99
IFNG,32,7,7,0,49,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,9,10,9,19,2,3,0,0,0,0,0,0,766,3,16,21,8,20,17,12,19,10,7,46,1,80,53,67,5,39,24,393,132,421,169,580,251,27,343,13,34,7,52
IFT81,82,31,26,5,29,4,2,20,0,2,0,0,0,0,2,3,0,0,0,0,0,49,91,258,456,23,53,1,0,0,0,0,0,45,1,0,102,10,23,19,24,33,20,4,5,0,7,13,7,0,41,15,21,13,38,11,44,16,2,33,4,2,2,5
IGF2BP2,39,8,6,2,11,3,0,37,0,4,0,0,0,0,4,3,0,0,1,0,0,217,152,646,1021,66,81,2,0,0,0,0,0,52,1,5,33,9,5,5,6,9,3,0,2,0,3,12,2,0,15,3,12,5,11,7,13,14,0,9,0,2,1,1
IGFBP2,12,7,6,2,3,1,0,10,0,0,0,0,0,0,1,1,0,0,1,0,0,89,82,968,2079,46,57,2,0,0,0,0,0,80,5,3,28,4,9,8,2,14,5,1,4,0,3,5,1,0,14,5,10,1,8,3,21,42,2,5,0,6,0,5
IL17C,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,3,3,2,3,2,0,1,0,0,0,0
IL17RE,11,4,4,2,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,111,167,17,24,0,0,0,0,0,0,27,0,1,29,12,8,45,10,19,23,4,3,0,1,15,4,0,11,16,12,1,8,6,14,8,12,6,1,3,1,3
IL18BP,85,71,112,35,11,2,0,60,0,8,0,0,0,0,3,0,0,0,0,0,0,4,95,416,394,131,193,1,0,0,0,0,0,254,0,1,313,74,54,111,45,51,41,12,32,0,61,78,12,1,86,48,123,77,186,39,221,87,20,41,2,8,2,43
IL23A,55,22,35,3,13,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,2,30,70,102,9,8,0,0,0,0,0,0,18,0,0,273,69,69,61,106,124,82,14,13,0,2,43,12,0,116,60,29,3,11,9,10,8,20,10,4,2,7,7
IL4I1,9,2,3,1,9,0,0,30,0,1,0,0,0,0,2,11,0,0,0,0,0,0,156,325,191,144,73,5,0,0,0,0,0,8,0,1,8,9,5,39,0,6,37,8,5,0,0,10,2,0,3,8,1,0,3,1,4,3,19,1,0,0,0,1
IMPG2,15,9,3,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,69,135,10,14,0,0,0,0,0,0,15,0,0,27,7,11,5,12,11,6,2,0,0,3,7,1,0,3,4,6,1,9,3,9,5,2,3,1,0,0,2
ING4,878,241,244,66,148,9,1,86,0,12,0,0,0,0,4,7,0,0,0,0,0,258,382,1291,1939,230,413,5,0,0,0,2,0,618,6,16,956,177,131,291,161,182,123,30,74,1,76,219,61,1,324,141,305,118,330,57,366,230,65,210,11,21,21,85
INSR,155,44,44,21,144,15,1,70,0,2,0,0,0,0,4,2,0,0,0,0,0,21,433,1866,3829,230,327,9,0,1,0,2,0,113,1,4,169,35,31,45,43,32,27,2,15,0,7,37,17,1,41,28,48,15,81,17,83,40,15,58,7,5,4,23
