,B_c01-TCL1A,B_c02-MS4A1-CD27,B_c03-CD27-AIM2,B_c04-SOX5-TNFRSF1B,B_c05-MZB1-XBP1,B_c06-MKI67,DC_c1-CLEC9A,DC_c2-CD1C,DC_c3-LAMP3,DC_c4-LILRA4,Epi-AT2,Epi-Ciliated,Epi-Secretory,Epi-Squamous,Macro_c1-C1QC,Macro_c2-CCL3L1,Macro_c3-EREG,Macro_c4-DNAJB1,Macro_c5-WDR74,Macro_c6-VCAN,Mast,Mega,Mono_c1-CD14-CCL3,Mono_c2-CD14-HLA-DPB1,Mono_c3-CD14-VCAN,Mono_c4-CD14-CD16,Mono_c5-CD16,Neu_c1-IL1B,Neu_c2-CXCR4(low),Neu_c3-CST7,Neu_c4-RSAD2,Neu_c5-GSTP1(high)OASL(low),Neu_c6-FGF23,NK_c01-FCGR3A,NK_c02-NCAM1,NK_c03-MKI67,T_CD4_c01-LEF1,T_CD4_c02-AQP3,T_CD4_c03-ITGA4,T_CD4_c04-ANXA2,T_CD4_c05-FOS,T_CD4_c06-NR4A2,T_CD4_c07-AHNAK,T_CD4_c08-GZMK-FOS_h,T_CD4_c09-GZMK-FOS_l,T_CD4_c10-IFNG,T_CD4_c11-GNLY,T_CD4_c12-FOXP3,T_CD4_c13-MKI67-CCL5_l,T_CD4_c14-MKI67-CCL5_h,T_CD8_c01-LEF1,T_CD8_c02-GPR183,T_CD8_c03-GZMK,T_CD8_c04-COTL1,T_CD8_c05-ZNF683,T_CD8_c06-TNF,T_CD8_c07-TYROBP,T_CD8_c08-IL2RB,T_CD8_c09-SLC4A10,T_CD8_c10-MKI67-GZMK,T_CD8_c11-MKI67-FOS,T_CD8_c12-MKI67-TYROBP,T_CD8_c13-HAVCR2,T_gdT_c14-TRDV2
LHX4,913,403,373,77,40,0,5,131,0,26,0,0,0,0,0,0,0,0,3,0,0,398,132,1086,2274,217,449,3,0,0,0,1,0,1357,11,12,2315,495,396,596,222,276,324,101,285,2,185,317,32,5,1135,566,837,249,674,137,1142,664,567,52,3,18,28,771
LIAS,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
LIF,224,83,63,7,11,8,0,43,0,33,0,0,0,0,1,2,0,0,0,0,0,24,308,244,288,24,34,6,0,0,0,0,0,345,9,9,415,64,52,86,105,86,124,41,95,0,253,48,8,1,190,60,159,98,311,50,211,190,98,5,0,7,5,41
LILRB1,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
LILRB4,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
LILRB5,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
LIMS2,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
LINGO2,4747,1613,1255,348,268,30,26,623,0,250,0,0,0,0,9,19,0,2,110,0,0,814,1635,5314,9043,936,1682,29,4,0,0,2,0,5056,82,45,6998,1349,949,1591,1251,1153,1229,504,978,10,1246,954,112,15,5613,1707,3840,1547,5095,905,5762,2769,2209,267,9,121,93,1895
LMO7,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
LMOD3,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
LRP1,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
LRRC37A3,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
LRRN3,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
LRTOMT,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
LTK,5327,2047,1409,383,275,30,27,650,0,295,0,0,0,0,17,21,0,2,111,0,0,983,1768,5964,9864,1003,1758,32,4,0,0,2,0,5365,86,47,7494,1395,993,1648,1303,1230,1289,516,999,10,1304,997,114,16,5834,1811,4039,1665,5365,963,6034,2856,2326,276,9,130,95,1945
LYAR,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
LYSMD1,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
LZTFL1,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MACC1,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MAFB,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MAFF,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MAGEH1,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MAP4,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MAP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP6D1,913,403,373,77,40,0,5,131,0,26,0,0,0,0,0,0,0,0,3,0,0,398,132,1086,2274,217,449,3,0,0,0,1,0,1357,11,12,2315,495,396,596,222,276,324,101,285,2,185,317,32,5,1135,566,837,249,674,137,1142,664,567,52,3,18,28,771
MAPK7,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MBD4,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MBNL3,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MCF2L,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MCOLN1,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MED15,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MEST,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
METRNL,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
METTL18,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
METTL25,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
METTL4,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MEX3A,1095,624,316,68,21,0,6,113,0,70,0,0,0,0,8,2,0,0,3,0,0,353,181,1070,1981,172,383,3,0,0,0,0,0,1172,7,7,2266,408,299,473,205,269,252,50,147,2,138,290,24,3,1119,451,582,213,692,133,927,606,233,25,2,17,19,222
MGAT5,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MGLL,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MICAL2,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MIER2,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MITF,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MMP11,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MMP14,5257,2200,1531,428,226,27,23,638,0,247,0,0,0,0,16,20,0,2,9,0,0,949,1537,6815,11856,950,1872,28,2,0,0,2,0,4754,79,50,7382,1500,961,1622,1222,1134,1186,451,922,8,1164,986,103,16,5695,1805,3899,1527,4867,839,5196,2563,2212,274,10,112,92,1788
MMP28,5657,2320,1615,450,268,32,27,685,0,273,0,0,0,0,17,21,0,2,107,0,0,989,1758,6972,12100,1069,1969,32,4,0,0,2,0,5896,87,56,7952,1574,996,1707,1383,1244,1295,518,1022,10,1311,1038,123,16,6166,1936,4290,1744,5737,1004,6590,3042,2379,301,13,131,99,1940
MOCS3,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MORN1,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MPIG6B,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MPP1,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MREG,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MRPL55,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MSS51,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MST1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT1E,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MT1G,2982,1545,1024,279,94,5,19,403,0,132,0,0,0,0,13,8,0,0,6,0,0,774,644,4724,8615,694,1354,11,0,0,0,2,0,4543,51,37,5602,1146,737,1221,653,650,713,253,633,4,561,728,76,11,3805,1297,2827,1006,3648,581,3599,1942,1362,211,9,76,58,1198
MT1X,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MT2A,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MTA3,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MTERF4,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MUC21,4218,1589,1058,270,143,16,21,519,0,234,0,0,0,0,16,21,0,2,107,0,0,891,1678,4906,7820,872,1386,32,4,0,0,2,0,3744,70,42,6905,1267,940,1544,1174,1148,1220,491,913,10,1099,912,94,15,5209,1663,3497,1342,4351,765,3943,2213,2162,217,5,102,75,1657
MXI1,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MYEF2,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MYH7B,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MYO19,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MYO1G,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
MZB1,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
NAE1,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
NAPB,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
NAT14,5657,2320,1615,450,268,32,27,685,0,273,0,0,0,0,17,21,0,2,107,0,0,989,1758,6972,12100,1069,1969,32,4,0,0,2,0,5896,87,56,7952,1574,996,1707,1383,1244,1295,518,1022,10,1311,1038,123,16,6166,1936,4290,1744,5737,1004,6590,3042,2379,301,13,131,99,1940
NBEA,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
NCKIPSD,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
NDRG1,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
NDUFAF3,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
NDUFAF6,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
NEK11,5713,2305,1604,445,263,31,30,709,0,289,0,0,0,0,18,21,0,2,111,0,0,1031,1789,7282,12586,1103,2072,32,4,0,0,2,0,5056,85,56,7863,1553,994,1704,1365,1230,1292,513,996,10,1262,1028,113,16,6054,1906,4097,1663,5236,932,5897,2772,2346,289,11,131,94,1906
NEK5,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
NELL2,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
NFIL3,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
NKAPL,5022,1827,1415,414,262,25,29,641,0,217,0,0,0,0,9,17,0,2,110,0,0,848,1356,6410,11546,1030,1984,23,4,0,0,2,0,5361,74,46,7120,1471,908,1582,1240,1094,1119,466,909,10,1008,959,113,14,5821,1781,3952,1549,5208,907,6184,2814,2176,291,13,124,92,1903
NKD1,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
NKG7,5826,2344,1632,456,280,33,30,711,0,295,0,0,0,0,18,21,0,2,111,0,0,1041,1797,7304,12655,1121,2094,32,4,0,0,2,0,6015,87,57,8031,1581,1004,1725,1397,1257,1303,519,1025,10,1319,1050,123,16,6232,1945,4310,1765,5789,1015,6667,3091,2391,305,13,140,99,1994
