,B_c01-TCL1A,B_c02-MS4A1-CD27,B_c03-CD27-AIM2,B_c04-SOX5-TNFRSF1B,B_c05-MZB1-XBP1,B_c06-MKI67,DC_c1-CLEC9A,DC_c2-CD1C,DC_c3-LAMP3,DC_c4-LILRA4,Epi-AT2,Epi-Ciliated,Epi-Secretory,Epi-Squamous,Macro_c1-C1QC,Macro_c2-CCL3L1,Macro_c3-EREG,Macro_c4-DNAJB1,Macro_c5-WDR74,Macro_c6-VCAN,Mast,Mega,Mono_c1-CD14-CCL3,Mono_c2-CD14-HLA-DPB1,Mono_c3-CD14-VCAN,Mono_c4-CD14-CD16,Mono_c5-CD16,Neu_c1-IL1B,Neu_c2-CXCR4(low),Neu_c3-CST7,Neu_c4-RSAD2,Neu_c5-GSTP1(high)OASL(low),Neu_c6-FGF23,NK_c01-FCGR3A,NK_c02-NCAM1,NK_c03-MKI67,T_CD4_c01-LEF1,T_CD4_c02-AQP3,T_CD4_c03-ITGA4,T_CD4_c04-ANXA2,T_CD4_c05-FOS,T_CD4_c06-NR4A2,T_CD4_c07-AHNAK,T_CD4_c08-GZMK-FOS_h,T_CD4_c09-GZMK-FOS_l,T_CD4_c10-IFNG,T_CD4_c11-GNLY,T_CD4_c12-FOXP3,T_CD4_c13-MKI67-CCL5_l,T_CD4_c14-MKI67-CCL5_h,T_CD8_c01-LEF1,T_CD8_c02-GPR183,T_CD8_c03-GZMK,T_CD8_c04-COTL1,T_CD8_c05-ZNF683,T_CD8_c06-TNF,T_CD8_c07-TYROBP,T_CD8_c08-IL2RB,T_CD8_c09-SLC4A10,T_CD8_c10-MKI67-GZMK,T_CD8_c11-MKI67-FOS,T_CD8_c12-MKI67-TYROBP,T_CD8_c13-HAVCR2,T_gdT_c14-TRDV2
PHACTR1,925,368,204,93,15,0,32,596,0,129,0,0,0,0,3,4,0,0,0,0,0,43,945,1559,2067,135,446,5,0,8,0,2,0,46,3,1,67,5,15,14,8,15,13,7,16,0,16,8,1,1,75,19,27,18,54,14,46,34,21,4,0,1,0,15
PHF8,164,94,92,16,8,1,6,71,0,10,0,0,0,0,0,0,0,0,0,0,0,8,131,272,412,26,173,1,0,1,0,0,0,320,3,1,408,59,66,76,63,87,93,33,66,1,62,54,6,0,297,130,199,85,278,65,317,195,119,12,0,3,9,113
PHKA1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,4,0,0,8,1,2,0,0,6,1,1,0,0,0,0,0,0,1,5,4,1,1,0,2,1,0,0,0,0,0,0
PHOSPHO1,3,2,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,34,29,17,64,0,0,5,0,0,0,43,1,0,4,0,0,1,1,0,1,1,0,0,1,0,0,0,7,1,5,5,15,8,33,28,5,0,0,0,0,7
PIANP,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,30,8,4,14,6,7,18,6,3,0,1,0,0,0,11,14,11,0,2,0,2,0,6,1,0,0,0,8
PIGA,121,77,34,8,1,1,6,98,0,15,0,0,0,0,0,2,0,0,0,0,0,1,268,423,561,73,251,2,0,0,0,0,0,253,3,3,328,57,50,72,69,114,74,31,47,3,59,46,6,1,277,125,170,69,214,86,226,178,118,6,0,4,4,115
PIGB,386,189,128,48,9,1,10,75,0,19,0,0,0,0,0,1,0,0,0,0,0,5,104,224,339,31,187,0,0,0,0,0,0,319,5,2,439,96,68,120,73,102,90,35,60,2,99,68,4,1,367,116,233,101,387,68,342,223,106,21,1,6,15,128
PIGP,271,151,150,33,23,1,18,224,0,27,0,0,0,0,0,2,0,0,0,0,0,8,230,545,764,72,461,5,0,0,0,1,0,336,11,3,783,157,79,195,119,148,163,64,98,2,128,62,11,0,718,204,290,128,461,101,444,258,219,30,1,3,6,186
PIP4K2A,113,91,103,31,2,0,8,211,0,35,0,0,0,0,0,1,0,0,0,1,0,136,186,562,691,92,383,1,0,0,0,0,0,1123,11,7,536,107,82,178,93,137,160,86,134,2,226,84,10,1,546,228,520,247,923,208,1059,701,345,65,1,13,27,337
PIP4K2B,90,57,43,7,5,0,6,67,0,14,0,0,0,0,0,0,0,0,0,0,0,6,99,246,351,28,121,0,0,0,0,0,0,232,10,1,311,49,41,74,57,50,75,23,36,1,52,30,5,1,293,75,110,50,213,39,208,138,68,9,0,1,4,91
PKIA,120,71,56,16,4,1,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,43,2,8,14,1,4,0,0,0,0,0,0,8,3,0,626,121,60,142,108,131,141,11,12,1,13,109,15,2,412,91,37,15,40,5,27,18,13,10,1,1,10,13
PLAU,1,2,0,0,0,0,1,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,49,28,6,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
PLAUR,34,16,18,6,2,1,16,588,0,65,0,0,0,0,5,12,0,0,0,1,0,8,1714,2712,4270,286,1611,13,1,12,0,5,0,96,4,0,95,16,13,45,25,65,86,26,21,0,31,7,0,0,76,64,34,19,75,19,56,53,49,4,1,2,1,35
PLBD2,67,46,38,6,11,0,17,204,0,25,0,0,0,0,1,0,0,0,0,0,0,1,235,569,669,63,252,0,0,0,0,2,0,285,3,3,310,60,55,70,69,73,90,28,32,1,62,39,1,0,250,84,129,59,249,47,289,145,91,11,0,3,4,107
PLCD4,14,7,8,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,33,44,6,16,0,0,0,0,0,0,25,0,0,23,3,4,6,2,5,5,3,6,0,3,2,0,0,22,4,15,4,19,7,22,20,5,2,0,0,1,4
PLCL1,1,3,1,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,31,57,6,43,0,0,0,0,0,0,10,0,0,443,42,44,50,73,94,79,16,5,0,7,47,4,0,153,44,47,8,43,6,50,10,26,2,0,1,1,11
PLEK,600,468,498,127,51,1,48,676,0,163,0,0,0,0,1,13,0,0,0,1,0,368,1681,2790,4454,316,1816,9,2,14,0,6,0,3012,41,17,116,24,24,58,13,28,60,61,295,8,721,18,5,1,150,178,1231,808,2959,507,3232,1961,662,156,2,37,17,878
PLEKHG4,11,7,5,5,0,0,1,16,0,11,0,0,0,0,0,0,0,0,0,0,0,0,18,28,40,3,17,1,0,0,0,0,0,61,2,0,157,15,16,16,22,19,28,11,1,0,8,8,2,0,156,33,29,13,31,10,49,41,22,6,0,1,2,19
PLIN2,198,147,160,54,29,2,21,227,0,11,0,0,0,0,2,1,0,0,0,0,0,17,505,1080,1564,167,986,5,0,1,0,2,0,614,9,4,926,221,113,318,190,222,313,110,203,4,308,158,16,2,751,291,613,281,1017,209,836,447,474,59,0,13,28,509
PLOD3,87,91,55,23,27,2,18,182,0,32,0,0,0,0,1,1,0,0,0,0,0,5,197,479,673,80,420,1,0,0,0,0,0,425,10,2,368,84,51,166,57,89,161,39,104,1,154,63,3,0,274,135,190,82,506,98,493,345,190,30,1,7,1,187
PLPP3,8,38,14,27,0,0,1,8,0,4,0,0,0,0,0,1,0,0,0,0,0,5,22,35,55,4,24,1,0,0,0,0,0,18,0,1,8,4,3,4,1,5,3,0,3,0,1,2,3,0,9,5,12,5,10,4,7,4,6,0,0,0,1,3
PLPP6,47,27,25,3,6,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,1,18,40,52,2,25,0,0,0,0,0,0,76,3,2,335,40,24,42,30,26,30,13,15,0,25,23,1,0,279,67,48,27,130,25,93,42,30,7,0,2,3,35
PLXNB2,6,10,5,2,2,0,18,277,0,80,0,0,0,0,3,3,0,0,0,1,0,6,712,1577,2221,232,1173,3,0,0,0,2,0,11,0,0,14,1,1,2,0,1,1,0,2,0,4,1,0,0,19,3,1,3,9,0,6,6,6,1,0,0,0,4
PLXNB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLXND1,4,6,13,0,0,0,11,87,0,11,0,0,0,0,0,1,0,0,0,0,0,3,258,681,884,79,196,2,0,1,0,1,0,211,2,3,18,16,13,35,9,15,35,23,43,0,85,5,0,0,21,51,139,43,264,55,152,116,237,9,0,3,0,104
PMEPA1,175,71,39,9,7,0,0,16,0,36,0,0,0,0,0,0,0,0,0,0,0,0,29,68,78,4,9,0,0,0,0,0,0,16,1,0,80,8,13,4,21,29,16,10,4,0,2,1,0,0,64,29,16,2,8,3,5,6,8,1,0,0,0,10
PODXL2,46,17,36,10,2,1,1,10,0,17,0,0,0,0,0,0,0,0,0,0,0,1,11,23,19,2,27,0,0,0,0,0,0,76,2,0,123,20,10,34,24,16,34,13,7,0,7,5,2,0,102,45,25,17,37,6,58,49,17,2,0,3,0,14
POMGNT2,36,15,5,3,2,0,1,26,0,5,0,0,0,0,0,0,0,0,0,0,0,15,38,81,101,12,70,0,0,1,0,0,0,129,0,3,119,11,14,23,18,30,38,13,16,0,29,12,1,0,84,43,51,24,99,38,133,96,77,8,0,3,0,74
PON2,27,17,10,0,1,0,29,345,0,25,0,0,0,0,0,0,0,0,0,0,0,0,59,156,225,14,25,0,0,0,0,0,0,201,5,1,93,9,13,26,21,17,4,5,13,1,17,7,3,0,74,24,66,26,111,33,145,139,39,8,1,3,6,41
PPDPF,2295,1185,976,232,73,10,48,727,0,147,0,0,0,0,4,5,0,0,0,1,0,364,1214,2462,3701,305,1749,8,1,6,0,4,0,3730,77,22,6163,1045,526,1289,990,1052,1223,492,671,23,1000,626,38,4,5193,1618,2566,1254,4251,884,4250,2389,1791,243,3,46,57,1865
PPP1R15A,1872,1052,822,189,61,3,47,648,0,173,0,0,0,0,3,14,0,0,0,1,0,193,1780,2904,4488,300,1598,13,1,15,0,6,0,4100,104,18,1685,348,290,705,775,958,1201,467,391,25,567,334,21,3,2035,1351,1826,671,2056,956,3067,2589,1592,110,0,31,40,1631
PPP1R3G,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PPP2R3A,21,15,4,0,0,1,1,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,41,83,5,25,0,0,0,0,0,0,42,0,0,38,6,8,12,11,14,7,4,3,0,3,1,1,0,33,10,17,8,40,5,32,20,8,3,0,0,5,18
PPWD1,388,196,173,45,20,1,12,146,0,35,0,0,0,0,2,2,0,0,0,0,0,6,153,395,544,53,325,0,0,0,0,0,0,627,17,6,1324,230,128,245,235,231,207,83,168,1,193,141,17,1,1115,330,447,193,750,146,758,417,290,59,0,8,25,296
PRAME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PRCD,81,50,31,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,1,0,0,1,1,0,0,1,0,0,81,10,1,0,0,2,0,13,1,0,0,0,0,0
PRSS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRSS21,14,16,20,4,7,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,44,77,96,9,27,0,0,0,0,0,0,42,0,0,62,15,6,14,8,12,16,3,13,1,22,4,0,0,69,29,52,21,111,31,72,31,44,3,0,1,0,52
PSD,133,80,88,18,12,1,4,120,0,19,0,0,0,0,0,0,0,0,0,0,0,8,178,285,440,39,279,0,0,0,0,1,0,432,10,5,433,63,37,78,68,67,64,33,66,2,135,48,1,2,381,122,213,109,378,82,529,326,117,19,0,3,4,154
PSKH1,74,33,37,5,3,3,2,33,0,8,0,0,0,0,0,0,0,0,0,0,0,2,40,128,148,12,103,0,0,0,0,0,0,177,3,1,251,37,25,32,41,48,47,13,28,0,29,13,2,0,215,56,87,41,129,36,185,120,82,11,1,4,3,69
PTCD2,48,25,26,4,4,0,3,22,0,6,0,0,0,0,0,0,0,0,0,0,0,1,21,56,83,10,50,0,0,0,0,0,0,79,1,1,162,18,14,17,21,23,21,10,18,0,24,17,1,0,132,31,38,20,80,16,66,47,19,8,0,2,3,23
PTK7,30,12,8,5,0,1,1,16,0,38,0,0,0,0,0,1,0,0,0,0,0,27,47,67,121,5,23,0,0,0,0,0,0,34,2,1,60,8,7,8,8,13,7,9,5,0,12,5,1,0,245,28,26,4,30,6,15,26,9,2,0,1,17,10
PTPRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYGM,34,22,21,4,1,0,1,8,0,2,0,0,0,0,0,1,0,0,0,1,0,2,26,39,49,6,18,0,0,0,0,0,0,34,0,0,82,12,11,10,18,26,16,7,6,0,6,2,0,0,81,25,24,5,28,8,38,21,20,1,0,2,2,17
PYGO2,183,75,92,15,10,0,6,54,0,5,0,0,0,0,1,0,0,0,0,0,0,4,44,151,211,24,136,0,0,0,0,0,0,298,9,2,477,94,64,123,86,100,132,52,78,1,88,54,6,1,479,142,218,66,318,56,333,200,150,20,1,3,7,151
QRICH2,15,13,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,15,1,7,0,0,0,0,0,0,8,0,0,21,4,1,3,4,8,6,2,4,0,0,1,0,0,16,5,6,2,12,3,5,1,6,1,0,0,0,5
RAB3A,13,26,30,16,3,0,4,97,0,12,0,0,0,0,0,0,0,0,0,0,0,2,62,95,179,11,80,1,0,0,0,0,0,141,4,1,195,19,18,33,31,38,28,9,13,1,25,13,0,0,122,54,43,18,80,25,91,71,37,5,0,3,2,40
RAB3IL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB9A,266,182,160,38,32,1,9,194,0,50,0,0,0,0,1,1,0,0,0,0,0,14,325,670,977,73,394,1,1,1,0,0,0,1440,22,8,865,170,97,221,138,164,197,97,232,7,410,127,7,2,688,278,814,409,1439,292,1585,964,497,89,0,23,18,628
RABGAP1L,730,409,449,127,41,4,33,289,0,125,0,0,0,0,1,6,0,0,0,1,0,211,609,1389,1816,191,1382,4,1,4,0,5,0,1742,41,9,1448,338,239,378,283,382,394,186,274,10,420,237,25,2,1128,518,997,496,1741,349,1787,1119,523,113,1,18,20,597
RALA,373,204,240,30,36,1,34,413,0,58,0,0,0,0,2,3,0,0,0,0,0,16,362,820,997,111,485,1,0,0,0,2,0,549,14,5,1130,218,112,233,242,247,276,81,98,2,159,157,19,1,1070,324,349,144,555,102,567,437,214,51,2,11,26,213
RALGDS,51,47,46,15,5,1,4,128,0,18,0,0,0,0,0,0,0,0,0,0,0,9,244,501,582,45,87,1,0,1,0,0,0,965,14,4,197,80,52,147,62,132,185,85,103,5,215,126,6,2,270,220,489,233,944,241,1113,633,342,56,1,9,10,431
RAP1GAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPH1,0,0,1,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,185,132,32,156,1,0,0,0,0,0,1,0,0,47,8,6,21,6,12,10,2,1,0,1,9,4,0,17,11,8,2,3,1,0,5,1,1,0,0,0,3
RARRES2,12,1,5,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,1,4,0,0,0,0,0,0,14,0,0,36,7,0,7,1,5,4,0,9,0,7,5,0,0,38,10,9,1,25,1,18,8,9,1,0,0,1,1
RASD1,4,3,1,1,6,0,3,34,0,55,0,0,0,0,0,0,0,0,0,0,0,1,38,65,94,5,54,0,0,0,0,0,0,14,1,0,9,4,2,9,8,13,16,9,3,3,5,2,1,0,21,21,30,6,18,7,10,11,28,2,0,0,0,15
RBM20,14,4,5,2,1,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,23,34,4,10,0,0,0,0,0,0,17,0,0,38,7,1,4,2,1,4,4,2,0,7,4,0,0,23,7,17,2,14,4,17,4,10,0,0,0,3,7
RBM38,437,276,121,49,11,0,4,80,0,65,0,0,0,0,0,1,0,0,0,0,0,71,112,219,341,36,151,0,0,0,0,0,0,1033,25,6,768,132,97,197,150,216,202,74,112,4,113,117,14,0,640,262,449,201,619,232,776,697,354,34,1,7,22,325
RBM4B,213,90,104,18,8,0,9,78,0,16,0,0,0,0,0,0,0,0,0,0,0,5,62,143,184,17,160,0,0,0,0,0,0,201,7,0,290,50,33,59,55,53,52,17,48,1,55,29,3,0,263,77,109,40,218,36,200,132,78,22,0,4,4,74
RBP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCAN3,364,195,205,23,10,1,11,146,0,21,0,0,0,0,2,1,0,0,0,0,0,35,146,337,506,39,110,0,0,0,0,1,0,117,12,0,4050,547,372,626,654,726,757,247,166,4,68,352,23,1,3309,848,388,22,104,57,84,97,436,27,3,2,34,168
REG4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,59,2,0,0,3,4,2,0,0,0,0,1,0,0,488,27,4,1,2,0,2,0,1,1,0,0,2,0
REPIN1,161,102,111,17,23,0,31,175,0,66,0,0,0,0,0,0,0,0,0,0,0,3,149,318,532,38,78,0,1,0,0,0,0,202,5,3,261,43,19,33,51,42,51,25,33,1,41,25,4,1,271,54,72,37,141,23,188,160,68,8,0,2,4,63
RFLNB,5,11,9,1,3,0,0,45,0,37,0,0,0,0,1,1,0,0,0,0,0,10,324,332,1111,24,160,0,0,2,0,0,0,179,1,4,540,49,42,79,70,80,83,21,40,4,56,26,1,2,450,79,105,71,204,52,178,123,74,12,0,3,2,101
RFTN2,23,10,7,0,1,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,42,65,6,18,0,0,0,0,0,0,22,0,0,40,6,3,5,4,10,2,3,6,0,5,2,1,0,29,11,21,3,29,2,20,17,10,1,0,0,1,9
RGS10,248,235,228,49,31,4,51,717,0,119,0,0,0,0,3,8,0,0,0,1,0,460,1135,2609,3240,323,1473,8,0,4,0,3,0,688,24,4,5446,637,358,752,765,730,727,287,427,9,496,406,30,3,4880,1045,1234,536,1694,287,1122,456,712,142,3,24,57,772
RHOB,394,228,168,138,41,3,10,349,0,6,0,0,0,0,4,5,0,0,0,0,0,2,1037,1821,2573,277,1500,6,0,4,0,4,0,331,10,2,184,33,23,52,54,60,74,30,23,2,53,10,0,0,300,108,185,123,337,99,389,188,101,13,0,5,1,143
RHOC,156,106,107,35,2,1,34,398,0,57,0,0,0,0,3,1,0,0,0,0,0,148,128,786,292,233,1732,0,0,2,0,1,0,2601,45,16,77,38,24,93,23,36,91,53,131,11,241,63,2,1,94,94,397,261,1004,300,2058,1752,385,34,0,30,2,491
RHPN1,8,10,4,0,0,0,5,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,15,8,0,1,0,0,0,0,0,0,1,0,0,182,18,17,26,33,34,36,16,7,0,5,7,0,0,198,35,38,3,8,4,4,4,28,2,0,0,1,13
RIC3,723,517,369,80,21,0,0,17,0,13,0,0,0,0,0,0,0,0,0,0,0,11,11,34,38,3,23,0,0,0,0,0,0,81,3,0,1510,227,126,204,239,261,204,64,72,0,88,86,4,1,1461,315,279,61,240,57,128,78,48,22,2,3,12,208
RIMS3,3,2,2,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,5,8,0,1,0,0,0,0,0,0,9,0,0,5,3,0,5,1,3,2,0,2,0,2,0,1,0,2,3,8,3,11,1,11,2,10,0,0,0,0,3
RIOK3,726,344,361,94,47,4,25,372,0,52,0,0,0,0,4,5,0,0,0,0,0,296,784,1603,2551,220,1314,1,1,3,0,1,0,1498,32,8,1605,281,207,336,256,308,324,128,196,9,323,232,20,4,1328,400,713,404,1359,317,1514,1034,431,98,1,21,30,491
RNF170,146,77,83,13,18,1,8,85,0,16,0,0,0,0,1,0,0,0,0,0,0,15,66,180,259,18,134,0,0,0,0,0,0,170,5,4,333,45,39,68,38,47,72,27,27,1,64,40,4,0,249,72,95,41,243,46,190,123,61,17,1,3,6,70
RNF187,59,23,29,7,7,1,2,51,0,12,0,0,0,0,0,0,0,0,0,0,0,2,97,262,340,29,174,2,0,0,0,0,0,147,5,3,144,17,12,38,17,25,39,11,24,1,49,28,2,0,136,52,85,70,182,36,204,116,49,16,2,5,6,66
RNH1,585,408,490,95,64,4,48,741,0,89,0,0,0,0,5,12,0,0,0,1,0,79,1356,2840,3976,349,1889,8,0,0,0,6,0,1625,48,14,1845,342,195,596,329,368,520,181,293,8,445,227,18,4,1743,570,958,434,1661,341,1733,1154,673,114,2,22,25,644
ROBO1,2,30,11,4,1,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,14,28,1,6,0,0,0,0,0,0,3,0,0,2,1,0,0,2,3,2,1,1,0,1,0,0,0,142,7,1,1,1,3,1,6,4,0,0,1,0,1
RORC,6,7,3,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,17,28,1,12,0,0,0,0,0,0,2,1,0,7,35,16,83,4,11,71,24,44,0,11,19,1,0,12,46,59,1,9,5,6,3,305,8,0,0,0,38
RPAP3,364,180,178,38,19,1,25,188,0,38,0,0,0,0,0,1,0,0,0,0,0,23,220,549,613,66,486,1,0,1,0,1,0,467,13,4,745,105,88,141,102,131,118,41,75,2,126,83,17,1,587,161,251,116,428,94,407,283,146,31,1,10,17,152
RPN2,760,390,333,105,88,6,46,600,0,142,0,0,0,0,3,3,0,0,0,0,0,68,693,1665,2267,218,1081,6,1,0,0,3,0,2198,41,15,2488,437,242,665,409,491,665,237,422,17,574,315,24,4,2185,797,1286,614,2240,432,2299,1559,996,154,2,32,33,966
RPP14,133,89,71,15,6,0,7,107,0,30,0,0,0,0,0,1,0,0,0,0,0,3,154,306,443,45,221,1,0,0,0,0,0,272,7,2,419,83,43,96,59,91,100,38,47,2,67,46,5,0,399,102,150,80,251,51,252,165,119,15,1,4,6,115
RPS4Y1,2557,1149,886,214,72,5,47,743,0,144,0,0,0,0,5,10,0,0,0,1,0,44,1648,3296,5164,358,1878,12,2,6,0,6,0,4137,103,19,6293,934,541,1176,1030,1092,1235,495,752,21,1108,572,35,4,5460,1631,2673,1049,4265,711,3973,2474,1688,256,2,33,65,1823
RRAS,16,10,5,1,2,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,8,76,298,291,76,584,0,0,0,0,1,0,39,1,0,59,14,5,17,10,16,19,3,7,0,9,7,0,0,48,7,20,4,39,6,54,15,7,1,0,0,1,13
RRBP1,166,70,30,21,62,3,21,297,0,128,0,0,0,0,3,5,0,0,0,1,0,5,518,965,1541,131,707,4,0,0,0,5,0,795,27,7,272,63,42,107,50,73,96,30,61,1,117,43,10,1,237,116,223,126,530,130,684,508,157,30,0,9,9,222
RREB1,181,109,104,27,9,0,10,192,0,55,0,0,0,0,1,0,0,0,0,0,0,15,342,788,974,93,341,1,0,0,0,0,0,277,6,1,427,42,61,73,63,85,81,44,59,1,62,34,4,0,353,122,168,53,232,62,199,171,118,23,1,2,8,100
RTP5,0,3,2,7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,11,6,0,2,0,0,0,0,0,0,19,1,0,2,0,1,0,0,2,4,7,21,0,21,1,0,0,5,19,104,45,133,21,60,24,80,10,0,0,3,39
RWDD2A,32,15,14,2,10,0,2,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,38,57,7,24,0,0,0,0,0,0,31,0,0,181,22,10,24,21,23,28,6,14,0,12,10,0,0,182,36,51,21,75,8,59,27,22,5,0,0,0,33
S100A10,759,489,786,104,80,6,52,784,0,109,0,0,0,0,4,13,0,0,0,1,0,45,1873,3711,6071,385,2045,12,3,3,0,6,0,3791,92,22,4843,1042,519,1366,819,1015,1330,550,804,25,1169,688,38,4,4611,1661,2723,1282,4751,918,4367,2544,1845,284,3,48,71,1979
S100A14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAA2,2,3,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,10,2,9,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,1,0,3,1,0,0,1,2,2,1,1,1,3,0,1,0,0,0,0,2
SAFB,637,335,292,60,32,3,23,316,0,59,0,0,0,0,3,4,0,0,0,0,0,16,355,859,1268,101,568,5,0,1,0,2,0,886,23,8,1481,257,159,291,242,272,289,111,176,4,231,176,21,2,1289,380,575,291,965,187,939,614,371,73,2,8,26,349
SALL2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,14,0,2,66,7,6,3,13,8,8,2,1,0,7,2,0,0,59,10,13,3,18,2,9,11,3,0,0,0,0,8
SAMD14,1,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,71,1,1,5,2,3,0,0,0,0,0,0,3,0,0,1,1,1,1,0,3,2,0,0,0,0,0,0,0,4,1,4,1,0,1,4,3,1,0,0,0,0,2
SAP30L,39,20,15,7,4,0,8,36,0,8,0,0,0,0,0,0,0,0,0,0,0,3,44,121,180,22,92,0,0,0,0,0,0,107,1,1,108,22,10,23,15,22,34,6,9,1,26,14,3,0,106,36,63,30,109,30,110,66,30,9,0,2,8,33
SAYSD1,82,37,44,4,4,0,4,64,0,14,0,0,0,0,0,0,0,0,0,0,0,4,65,143,212,25,130,1,0,0,0,0,0,135,0,1,302,55,34,33,43,48,52,25,46,3,59,43,10,1,251,63,96,45,178,39,149,104,54,24,0,1,10,57
