Mixture	NK cells	Monocytes	NKT cells	B cells	T cells CD4	T cells CD8	Dendritic cells	Megakaryocytes
GTEX-1CAMR	0.093763889	0.723736173	0	0.011183715	0.161459838	0	0	0.009856385
GTEX-1CAMS	0.059990495	0.756114969	0	0.052152463	0.116261987	0	0	0.015480086
GTEX-1CB4E	0.050517894	0.737679285	0	0.043496346	0.150172289	0	0	0.018134186
GTEX-1CB4G	0.066665698	0.281031133	0.025622147	0.185717865	0	0.413713358	0	0.027249798
GTEX-1CB4H	0.134515192	0.523461533	0	0.069269719	0	0.24576341	0	0.026990146
GTEX-1CB4I	0.05743091	0.65782056	0	0.102955281	0.151688609	0	0	0.03010464
GTEX-1CB4J	0.076976823	0.49821902	0.055920707	0.096162941	0	0.236057739	0	0.036662769
GTEX-1E1VI	0.095648314	0.500443514	0.080888606	0.10593478	0.110670625	0.092165674	0	0.014248487
GTEX-1E2YA	0.043383987	0.413675504	0.078935872	0.112359918	0	0.331481954	0	0.020162766
GTEX-1EH9U	0.079431955	0.707795845	0	0.088266477	0.088022392	0	0	0.036483331
GTEX-1EKGG	0.073008106	0.27320013	0.062129598	0.193090494	0	0.358491022	0.004447939	0.035632712
GTEX-1EMGI	0.126561804	0.214636442	0.035172705	0.264271396	0.064457669	0.223641772	0.013073325	0.058184889
GTEX-1EN7A	0.073066143	0.521085811	0.022281951	0.061597617	0.143647083	0.139788497	0.006451659	0.03208124
GTEX-1EU9M	0.055177781	0.407120674	0.035169008	0.169923371	0	0.315596992	0	0.017012173
GTEX-1EWIQ	0.080683302	0.246403492	0.119847027	0.134122026	0	0.391378176	0.004160316	0.023405662
GTEX-1EX96	0.13317152	0.57865847	0.023666101	0.122177264	0.046543016	0.073374553	0	0.022409076
GTEX-1F48J	0.104184635	0.693858384	0	0.085832319	0.048287354	0.038517336	0	0.029319973
GTEX-1F52S	0.101541959	0.687725692	0	0.044526312	0.141514667	0	0	0.02469137
GTEX-1F5PK	0.085634812	0.665599176	0	0.031683006	0.187307669	0	0	0.029775337
GTEX-1F6I4	0.046897117	0.285870291	0.125510579	0.186832274	0	0.331440481	0	0.023449258
GTEX-1F6IF	0.157508215	0.38317253	0.013075708	0.194230776	0.07999288	0.13803642	0	0.033983473
GTEX-1F75I	0.079238782	0.71256886	0	0.031688417	0.154534752	0	0	0.021969189
GTEX-1F75W	0.071164205	0.247725012	0.153115247	0.072503802	0	0.437770618	0	0.017721116
GTEX-1F7RK	0.141382957	0.40631618	0.041055754	0.065978124	0.083896371	0.234096894	0	0.02727372
GTEX-1F88F	0.077608625	0.31390219	0.11863791	0.12756556	0.106721953	0.237337859	0	0.018225904
GTEX-1GF9U	0.101917182	0.647443776	0	0.04143603	0.179904481	0	0	0.029298531
GTEX-1GF9V	0.119350313	0.276347038	0.039886456	0.197715625	0	0.343499925	0	0.023200643
GTEX-1GF9W	0.073736478	0.702385809	0	0	0.142281308	0	0	0.081596405
GTEX-1GF9X	0.038427529	0.590489452	0.005130336	0.097353697	0.207328893	0.008741495	0	0.052528599
GTEX-1GMR2	0.059451405	0.623890135	0	0.023187809	0.201232251	0	0	0.0922384
GTEX-1GMR3	0.025718395	0.548469907	0.007086746	0.067609325	0.296747139	0.045907125	0	0.008461363
GTEX-1GMR8	0.222159923	0.559901141	0	0.048764256	0.149591448	0	0	0.019583232
GTEX-1GMRU	0.102070933	0.22621804	0.119957929	0.194787171	0	0.331280597	0.007921439	0.017763892
GTEX-1GN1U	0.095014385	0.574886165	0	0.051275687	0.230480988	0	0	0.048342775
GTEX-1GN1V	0.065764436	0.498861459	0.077178434	0.165524651	0	0.185144132	0	0.007526888
GTEX-1GN1W	0.095972282	0.68290733	0	0.022798138	0.177064148	0	0	0.021258101
GTEX-1GN2E	0.115097069	0.365040835	0.012814992	0.224125127	0.035291265	0.217351382	0	0.03027933
GTEX-1GN73	0.169461081	0.42571508	0	0.054117148	0.189736131	0	0.13002679	0.030943771
GTEX-1GPI6	0.041443183	0.515787357	0.12534131	0.094209714	0	0.194641164	0	0.028577271
GTEX-1GPI7	0.059756182	0.703802239	0	0.054563608	0.163218733	0	0	0.018659238
GTEX-1GTWX	0.091388125	0.451009707	0.02356036	0.202313949	0	0.192163123	0	0.039564735
GTEX-1GZ2Q	0.132645832	0.540106906	0.010084414	0.070982327	0.1406158	0.084851292	0	0.020713429
GTEX-1GZ4H	0.068240292	0.703665003	0	0.024901485	0.140753955	0	0	0.062439265
GTEX-1GZHY	0.058771919	0.451697867	0.082957853	0.132740154	0.046438315	0.212154211	0	0.01523968
GTEX-1H11D	0.108257596	0.593545744	0	0.013455516	0.223147466	0	0	0.061593677
GTEX-1H1CY	0.104549219	0.468637196	0.022872819	0.129429123	0.00326048	0.242940157	0	0.028311006
GTEX-1H1DE	0.048535665	0.652863155	0	0.194447274	0.095513149	0	0	0.008640757
GTEX-1H1DF	0.068218721	0.630619247	0.018326118	0.200962971	0.052847881	0	0	0.029025062
GTEX-1H1DG	0.107392371	0.603293697	0	0.110032518	0.118301844	0	0	0.06097957
GTEX-1H1E6	0.07871275	0.715948191	0	0.063923542	0.124815529	0	0	0.016599989
GTEX-1H23P	0.120721999	0.504712319	0	0.083513962	0.046675124	0.078704015	0	0.165672583
GTEX-1H3NZ	0.1186734	0.216477413	0.032852357	0.202047528	0	0.333506884	0.085870643	0.010571775
GTEX-1H3O1	0.010383328	0.518683186	0.107744893	0.089892483	0	0.246384242	0	0.026911868
GTEX-1H4P4	0.032902475	0.325794248	0.096895333	0.167525408	0	0.357085232	0	0.019797302
GTEX-1HB9E	0.137476449	0.568511405	0	0.108565539	0.049557251	0.100616552	0	0.035272804
GTEX-1HBPI	0.117165035	0.076284504	0.004300713	0.211281849	0.051088223	0.400365071	0.118877521	0.020637083
GTEX-1HBPM	0.106736132	0.678897635	0.002440464	0.051246773	0	0.124120382	0	0.036558613
GTEX-1HC8U	0.070404631	0.637947047	0	0.073236582	0.213699884	0	0	0.004711855
GTEX-1HCU6	0.113809697	0.582606313	0	0.136607951	0.014709291	0.134019764	0	0.018246983
GTEX-1HCU7	0.085583552	0.54425896	0.043935914	0.145754926	0	0.161629754	0	0.018836894
GTEX-1HCU8	0.047976537	0.279019746	0.068828752	0.173285067	0	0.41915302	0	0.011736878
GTEX-1HCU9	0.085776263	0.702823028	0	0.03392823	0.13940866	0	0	0.03806382
GTEX-1HCUA	0.082844974	0.657384302	0	0.085617681	0.148212039	0	0	0.025941004
GTEX-1HCVE	0.218314994	0.470282532	0	0.042749541	0.10644526	0.099950884	0	0.062256789
GTEX-1HFI6	0.129839333	0.029977638	0.022730257	0.180741443	0.104935048	0.471551315	0.048915324	0.011309642
GTEX-1HFI7	0.076481003	0.66265388	0	0.039642415	0.186285195	0	0	0.034937507
GTEX-1HKZK	0.062172667	0.757762795	0	0.041911937	0.132071907	0	0	0.006080694
GTEX-1HR98	0.08577625	0.269558593	0.083971765	0.069456775	0	0.477709792	0	0.013526825
GTEX-1HR9M	0.130348651	0.619245932	0	0.080287596	0.136842659	0.00092738	0	0.032347782
GTEX-1HSGN	0.078580314	0.695030196	0	0.039373921	0.157787366	0.001104307	0	0.028123896
GTEX-1HSKV	0.063447682	0.374013277	0.049040596	0.139311573	0	0.334118871	0.013064239	0.027003762
GTEX-1HSMO	0.06892166	0.591780492	0	0.135785167	0.097512591	0.071262819	0	0.034737272
GTEX-1HSMP	0.062282503	0.679333089	0	0.016251202	0.187779179	0	0	0.054354027
GTEX-1HSMQ	0.070129711	0.72796681	0	0.010416851	0.181353384	0	0	0.010133244
GTEX-1HT8W	0.053661672	0.198788371	0.167502193	0.144496197	0.160749622	0.256550758	0	0.018251186
GTEX-1HUB1	0.130693625	0.260880975	0.042391668	0.12977179	0	0.387631968	0.008658645	0.039971329
GTEX-1I19N	0.074679314	0.730003685	0	0.073031898	0.081992084	0.001696825	0	0.038596194
GTEX-1I1CD	0.112780737	0.458108255	0.002265321	0.164514834	0	0.129232133	0	0.13309872
GTEX-1I1GP	0.04138354	0.593766857	0.061066499	0.071145062	0	0.205426895	0	0.027211147
GTEX-1I1GQ	0.055258407	0.230664128	0.052232349	0.39942583	0.081599497	0.16024136	0.008390414	0.012188016
GTEX-1I1GR	0.094370079	0.120970651	0.050613971	0.228742461	0.00066602	0.388349681	0.083037375	0.033249762
GTEX-1I1GS	0.084050441	0.656433415	0	0.125560301	0.079926833	0.010449496	0	0.043579514
GTEX-1I1GT	0.097387182	0.63280795	0	0.036673902	0.192288335	0	0	0.040842632
GTEX-1I1GV	0.095909459	0.350048367	0.033624082	0.213526167	0.042861378	0.215538326	0.007082275	0.041409946
GTEX-1I1HK	0.094008824	0.303992637	0.054295926	0.101486672	0.120930393	0.281046854	0.01390553	0.030333165
GTEX-1I4MK	0.084782346	0.68569321	0	0.049841865	0.130724993	0	0	0.048957586
GTEX-1I6K6	0.082775327	0.673005639	0	0.046514416	0.121434167	0.05565145	0	0.020619001
GTEX-1I6K7	0.077954925	0.71361544	0	0.037954578	0.166302096	0	0	0.004172961
GTEX-1ICG6	0.069540051	0.686698634	0	0.044511752	0.170030081	0	0	0.029219482
GTEX-1ICLY	0.096013447	0.543327294	0	0.089454979	0.174193992	0	0	0.097010289
GTEX-1IDFM	0.094863056	0.630560691	0	0.111573348	0.067719004	0.066777298	0	0.028506603
GTEX-1IDJC	0.063269782	0.690573517	0	0.035436212	0.160543556	0	0	0.050176933
GTEX-1IDJD	0.053438178	0.554134439	0	0.050827211	0.306539147	0	0	0.035061026
GTEX-1IDJE	0.052710812	0.601416405	0	0.098221065	0.236019046	0	0	0.011632672
GTEX-1IDJF	0.086563905	0.675239854	0	0.030098972	0.180128053	0	0	0.027969216
GTEX-1IDJH	0.066381229	0.300578183	0.079063991	0.120716879	0	0.415935413	0	0.017324306
GTEX-1IDJI	0.052380805	0.678904336	0	0.090432701	0.14375213	0.003301749	0	0.03122828
GTEX-1IDJU	0.092021802	0.591237447	0	0	0.277298954	0	0	0.039441797
GTEX-1IE54	0.108820256	0.543549218	0	0.117631497	0.089589783	0.023637183	0	0.116772062
GTEX-1IGQW	0.099404335	0.318889296	0.059165472	0.124857736	0.039348676	0.321138783	0	0.037195702
GTEX-1IKJJ	0.142189617	0.37179292	0.049134211	0.136914044	0	0.270479565	0	0.029489643
GTEX-1IKK5	0.060269724	0.413840944	0.030756484	0.088734406	0	0.317612807	0.00903919	0.079746445
GTEX-1IKOE	0.044432968	0.70587177	0	0.063939014	0.158191331	0	0	0.027564918
GTEX-1IKOH	0.138400776	0.45223094	0.061209021	0.120353829	0	0.143835162	0	0.083970272
GTEX-1IL2U	0.072536632	0.079552641	0.112184836	0.220374464	0	0.498692563	0.004570239	0.012088624
GTEX-1IL2V	0.068320784	0.439481805	0.050537242	0.151199888	0	0.256692981	0.003784582	0.029982719
GTEX-1IOXB	0.067575339	0.153425553	0.065346837	0.18357458	0	0.45965707	0.040437675	0.029982947
GTEX-1IY9M	0.113229718	0.165115272	0.064918279	0.102124948	0	0.388924241	0.143497102	0.022190441
GTEX-1J8EW	0.048688572	0.358655491	0.116433919	0.085708046	0	0.346394305	0.022645996	0.021473671
GTEX-1J8JJ	0.049102727	0.386320948	0.117536436	0.109329643	0.112668831	0.218849127	0	0.006192289
GTEX-1J8Q2	0.078574303	0.638542867	0	0.080256425	0.03596449	0.116005534	0	0.050656381
GTEX-1J8Q3	0.086360184	0.74432486	0	0.003268527	0.139201561	0	0	0.026844868
GTEX-1J8QM	0.090819777	0.686769288	0	0.022718019	0.143351233	0.008798946	0	0.047542737
GTEX-1JJ6O	0.083662579	0.64063597	0	0.072917589	0.056877991	0.124378641	0	0.02152723
GTEX-1JJE9	0.089758241	0.508336652	0	0.176454149	0.06899943	0.038437075	0	0.118014452
GTEX-1JJEA	0.109286023	0.170908801	0.052269397	0.19556781	0	0.440350514	0.022200573	0.009416882
GTEX-1JK1U	0.083676238	0.684090944	0	0.065268903	0.144610668	0	0	0.022353247
GTEX-1JKYN	0.054064302	0.615949837	0	0.072102138	0.171285576	0.045293071	0	0.041305077
GTEX-1JKYR	0.087276649	0.660584901	0	0.068458894	0.161925865	0	0	0.021753692
GTEX-1JMLX	0.102936393	0.201510016	0	0.327108429	0.228590305	0	0.09496309	0.044891767
GTEX-1JMOU	0.111981276	0.476360918	0.020734203	0.093759586	0.023378195	0.242407767	0	0.031378056
GTEX-1JMPY	0.076231429	0.632685012	0	0.069854515	0.200287671	0	0	0.020941373
GTEX-1JMPZ	0.074074309	0.480173899	0.059447456	0.12727987	0	0.221238821	0	0.037785645
GTEX-1JMQI	0.048580274	0.593313367	0	0.023581921	0.236684605	0.019389428	0	0.078450406
GTEX-1JMQJ	0.107512231	0.446917285	0.02938861	0.191614008	0.013888192	0.182949562	0	0.027730113
GTEX-1JMQK	0.089869304	0.630804951	0	0.085855365	0.074796974	0.096129431	0	0.022543975
GTEX-1JMQL	0.049449303	0.664216418	0.011442196	0.13548862	0.030681227	0.04924006	0	0.059482176
GTEX-1JN1M	0.061177212	0.659604255	0	0.212690267	0.046110265	0	0	0.020418
GTEX-1JN6P	0.099261011	0.379927598	0.018419064	0.220458359	0.108997578	0.122220644	0.032958458	0.017757288
GTEX-1JN76	0.050901913	0.713833027	0	0.094977779	0.120921098	0	0	0.019366182
GTEX-1K2DA	0.066485645	0.696848846	0	0.058729706	0.169165131	0	0	0.008770672
GTEX-1K2DU	0.072406316	0.605412683	0	0.148437665	0.155218512	0.002543089	0	0.015981735
GTEX-1K9T9	0.080197054	0.238363224	0.065466234	0.094627403	0	0.516539213	0	0.004806873
GTEX-1KAFJ	0.063666445	0.689394967	0	0.0506835	0.159579217	0	0	0.036675872
GTEX-1KANA	0.060847471	0.697399978	0	0.048683693	0.152578517	0	0	0.040490341
GTEX-1KANB	0.037405895	0.242262585	0.078589326	0.129914502	0	0.470572557	0.027162361	0.014092774
GTEX-1KANC	0.079930408	0.666515379	0	0.092398398	0.132873313	0	0	0.028282502
GTEX-1KD4Q	0.065380655	0.419629866	0.068299913	0.169284855	0	0.241808358	0	0.035596354
GTEX-1KD5A	0.094321639	0.623863698	0	0.118999731	0.114898995	0.020310353	0	0.027605582
GTEX-1KWVE	0.040397655	0.138209361	0.075783404	0.234644411	0	0.488830325	0.006417404	0.015717439
GTEX-1KXAM	0.052413739	0.692933707	0	0.09164187	0.147302673	0	0	0.015708011
GTEX-1L5NE	0.037613002	0.687236124	0	0.216742785	0.041877258	0	0	0.016530831
GTEX-1LB8K	0.060024162	0.229908392	0.1125505	0.189917172	0	0.350234971	0.036386057	0.020978745
GTEX-1LBAC	0.030587949	0.491466317	0	0.128521766	0.288487844	0.026461998	0	0.034474126
GTEX-1LC47	0.057900169	0.698793016	0.054701791	0.057590127	0.010709314	0.083121865	0	0.037183717
GTEX-1LG7Y	0.1487502	0.494554008	0.020805319	0.161980492	0.103455657	0.029110387	0	0.041343937
GTEX-1LG7Z	0.056646859	0.646268809	0	0.047089701	0.215917897	0	0	0.034076734
GTEX-1LGOU	0.064403729	0.708542437	0	0.064968866	0.146171789	0	0	0.01591318
GTEX-1LGRB	0.081694548	0.72626791	0	0.023626238	0.148767818	0	0	0.019643486
GTEX-1LH75	0.107649427	0.561357759	0	0.106184624	0.078761338	0	0.02758064	0.118466213
GTEX-1LKK1	0.107280016	0.594534782	0	0.081658954	0.172352136	0	0	0.044174112
GTEX-1LNCM	0.120357626	0.320334166	0	0.170976243	0.341455702	0.031926681	0	0.014949582
GTEX-1LSNL	0.090185315	0.35939033	0.093188195	0.111014477	0.093561027	0.208231761	0.028502931	0.015925965
GTEX-1LSNM	0.061209642	0.684363986	0	0.062955092	0.151800171	0	0	0.039671109
GTEX-1LSVX	0.105474954	0.477416356	0.012727003	0.148959311	0.027201322	0.178711259	0.015896071	0.033613725
GTEX-1LVA9	0.091792384	0.248803829	0.075044321	0.153897387	0	0.407562124	0.006919906	0.015980048
GTEX-1LVAM	0.089811404	0.648552081	0	0.018890881	0.211905851	0	0	0.030839783
GTEX-1LVAN	0.070641695	0.657512262	0	0.030136302	0.181163819	0	0	0.060545921
GTEX-1LVAO	0.101381693	0.556651819	0.031975388	0.035253962	0	0.213301101	0	0.061436036
GTEX-1M4P7	0.123409047	0.536674915	0.030288241	0.127857886	0	0.143713621	0	0.03805629
GTEX-1M5QR	0.07882953	0.65961011	0	0.062684116	0.177234445	0	0	0.021641799
GTEX-1MA7W	0.046504469	0.574344011	0	0.099952251	0.253740196	0.010359776	0	0.015099296
GTEX-1MA7X	0.163152275	0.235035222	0.107237997	0.140422674	0	0.306570227	0.00826494	0.039316664
GTEX-1MCC2	0.070976205	0.695049722	0	0.023407244	0.17551883	0	0	0.035047998
GTEX-1MCQQ	0.073404038	0.28569668	0.028773054	0.300781739	0.021597787	0.242302662	0.003624846	0.043819194
GTEX-1MCYP	0.053186798	0.684679147	0	0.057501993	0.18458871	0	0	0.020043352
GTEX-1MGNQ	0.073066711	0.702621867	0	0.030701038	0.162899798	0	0	0.030710586
GTEX-1MJIX	0.06507218	0.678836723	0	0.072256599	0.173446827	0	0	0.010387671
GTEX-1MJK2	0.138501704	0.430110691	0.013607324	0.184220365	0.061726119	0.133610909	0	0.038222887
GTEX-1MJK3	0.064865617	0.701633262	0	0.058195282	0.164052479	0	0	0.01125336
GTEX-1MUQO	0.095955348	0.671536077	0	0.026718661	0.173875824	0	0	0.03191409
GTEX-1N2DW	0.070622539	0.483064507	0.090505105	0.073757228	0	0.245382985	0.013507456	0.02316018
GTEX-1N2EE	0.098533794	0.348710622	0.054903311	0.178020777	0	0.270169435	0.008143291	0.04151877
GTEX-1N2EF	0.11013358	0.703606147	0	0.051844703	0.095223626	0	0	0.039191944
GTEX-1N5O9	0.241519472	0.391845425	0	0.133238745	0.046668206	0.083301847	0.075832623	0.027593682
GTEX-1NHNU	0.073566651	0.698456424	0	0.039150355	0.162966883	0	0	0.025859687
GTEX-1NSGN	0.03076199	0.604931331	0	0.126192285	0.223368672	0	0	0.014745722
GTEX-1NUQO	0.065715053	0.613933589	0	0.101566504	0.199128666	0	0	0.019656188
GTEX-1NV8Z	0.083748069	0.176424238	0.111829501	0.162673028	0	0.422660798	0.008992719	0.033671647
GTEX-1O97I	0.077117137	0.184777527	0.083876237	0.196673032	0	0.428895446	0.00755371	0.021106912
GTEX-1O9I2	0.034603051	0.703005903	0.011142417	0.156437651	0	0.061005406	0	0.033805572
GTEX-1OFPY	0.044293867	0.700053487	0	0.188987459	0.05919372	0	0	0.007471467
GTEX-1OJC3	0.062651237	0.739703006	0	0.021705563	0.168703551	0	0	0.007236643
GTEX-1OJC4	0.10641376	0.561887563	0.059984305	0.095504582	0.036921164	0.102075718	0	0.037212908
GTEX-1OKEX	0.094696515	0.667747495	0	0.041402108	0.184428108	0	0	0.011725774
GTEX-1P4AB	0.085648047	0.612064455	0	0.091544074	0.178234875	0	0	0.03250855
GTEX-1PBJI	0.029374011	0.414207354	0.023833576	0.13755042	0.298611907	0.08066961	0	0.015753122
GTEX-1PBJJ	0.09879338	0.558687741	0	0.110768885	0.133603841	0.049268551	0	0.048877602
GTEX-1PDJ9	0.086321533	0.701107359	0	0.042214011	0.151710929	0	0	0.018646169
GTEX-1PFEY	0.071128578	0.687328106	0	0.033806798	0.169338212	0	0	0.038398306
GTEX-1PIEJ	0.064665667	0.701757084	0	0.030315675	0.183638525	0.004860343	0	0.014762707
GTEX-1PIGE	0.062649878	0.625184072	0	0.044773205	0.20924996	0.03108687	0	0.027056015
GTEX-1PIIG	0.10743568	0.692520327	0	0.06304969	0.111929351	0	0	0.025064952
GTEX-1POEN	0.068222618	0.230646426	0.095495457	0.194792282	0.007736182	0.378727599	0.001700917	0.02267852
GTEX-1PPH6	0.158344745	0.501622135	0.023018089	0.178010283	0.02294027	0.094379768	0	0.021684711
GTEX-1PPH7	0.059535252	0.718682533	0	0.051193492	0.13101444	0	0	0.039574283
GTEX-1PPH8	0.033995988	0.671245138	0	0.171518851	0.101584723	0	0	0.0216553
GTEX-1PWST	0.130832273	0.475572686	0.010707901	0.1426064	0	0.197624649	0.008610266	0.034045826
GTEX-1QAET	0.110634631	0.424215719	0.014263349	0.158437689	0.122361798	0.10958848	0	0.060498334
GTEX-1QCLY	0.070118246	0.5788041	0	0.094146941	0.229752634	0	0	0.027178079
GTEX-1QCLZ	0.065675125	0.714947527	0	0.050556542	0.160395613	0	0	0.008425192
GTEX-1QEPI	0.054603738	0.244199144	0.097166824	0.224012098	0	0.35647312	0	0.023545077
GTEX-1QMI2	0.062830404	0.225165515	0.060994158	0.225369842	0	0.365254043	0.020136166	0.040249872
GTEX-1QP28	0.060542063	0.718045954	0	0.028561281	0.16185286	0	0	0.030997843
GTEX-1QP29	0.057931609	0.675824619	0	0.070111824	0.162764904	0	0	0.033367044
GTEX-1QP66	0.04900946	0.76737691	0	0.026242929	0.149736994	0	0	0.007633706
GTEX-1QP67	0.071975629	0.709113074	0	0.030704673	0.175489331	0	0	0.012717293
GTEX-1QP9N	0.059640377	0.685778311	0	0.050527472	0.185494463	0	0	0.018559377
GTEX-1QPFJ	0.048585282	0.67486484	0	0.149806086	0.086841198	0	0	0.039902594
GTEX-1QW4Y	0.082450472	0.681822676	0	0.044734436	0.179767957	0	0	0.01122446
GTEX-1R46S	0.090122694	0.708256195	0	0.067129784	0.119281559	0	0	0.015209767
GTEX-1R7EU	0.096521888	0.692996785	0	0.025348765	0.172540631	0	0	0.012591931
GTEX-1R7EV	0.035101355	0.666105884	0	0.184176945	0.103703131	0	0	0.010912685
GTEX-1R9JW	0.063193684	0.632220145	0	0.07817569	0.191995079	0	0	0.034415402
GTEX-1R9K4	0.103112336	0.641781267	0.007754083	0	0.015586568	0.175731922	0	0.056033824
GTEX-1R9K5	0.062382652	0.632795413	0	0.051878016	0.234946509	0	0	0.01799741
GTEX-1R9PM	0.060544741	0.522810285	0	0.071857292	0.326826478	0	0	0.017961204
GTEX-1R9PN	0.075389808	0.687776096	0	0.040939392	0.190148325	0	0	0.005746378
GTEX-1R9PO	0.051551184	0.596225029	0.042897463	0.201707673	0	0.070277201	0	0.03734145
GTEX-1RAZA	0.049587731	0.569292935	0	0.033216438	0.262651593	0	0	0.085251303
GTEX-1RAZQ	0.047306795	0.733312263	0.002395908	0.074651384	0.084605672	0.014369002	0	0.043358975
GTEX-1RAZR	0.052808038	0.53968915	0	0.050850621	0.301108714	0.044247291	0	0.011296185
GTEX-1RAZS	0.085465743	0.240753673	0.035450165	0.261332943	0.144658181	0.195623366	0.017002488	0.01971344
GTEX-1RB15	0.071043685	0.679433739	0	0.022372862	0.211504379	0	0	0.015645336
GTEX-1RDX4	0.170860435	0.089346616	0.036153736	0.295767299	0	0.317764745	0.05046332	0.03964385
GTEX-1RLM8	0.050777268	0.571226304	0.041945662	0.169195762	0	0.132310251	0	0.034544753
GTEX-1RMOY	0.068660065	0.686858594	0	0.04236678	0.169321829	0	0	0.032792731
GTEX-1RNTQ	0.03278871	0.73732956	0	0.044526946	0.180167844	0	0	0.00518694
GTEX-1RQEC	0.107819285	0.372896876	0.03086026	0.181580662	0.027051337	0.243226858	0.005684162	0.030880558
GTEX-1RQED	0.087570594	0.308239176	0.045978568	0.157131017	0	0.37295298	0	0.028127665
GTEX-1S3DN	0.090093836	0.672304861	0	0.019786036	0.173623015	0	0	0.044192252
GTEX-1S5VW	0.124791957	0.601218393	0	0.144087102	0.092700117	0	0	0.037202431
GTEX-1S5ZA	0.067340966	0.668043003	0	0.043014271	0.183390481	0	0	0.038211278
GTEX-1S5ZU	0.085557612	0.587151616	0	0.064139656	0.173558297	0	0	0.089592819
GTEX-1S82P	0.08070674	0.704589543	0	0.026848601	0.163393928	0	0	0.024461187
GTEX-1S82U	0.082391979	0.713056403	0	0.043420933	0.149039363	0	0	0.012091323
GTEX-1S82Y	0.094884737	0.642593345	0	0.059344456	0.189108858	0	0	0.014068603
GTEX-1S82Z	0.075126859	0.69293213	0	0.050946448	0.154951642	0	0	0.026042921
GTEX-1S831	0.054046864	0.683030736	0	0.022125349	0.21399284	0	0	0.026804211
GTEX-1S83E	0.075738268	0.648182147	0	0.04196009	0.205010381	0	0	0.029109114
GTEX-N7MS	0.105882333	0.11833943	0.038305462	0.172172952	0.017471888	0.379193905	0.123948358	0.044685672
GTEX-N7MT	0.057017697	0.426950113	0.084832438	0.07877791	0	0.310210914	0	0.042210928
GTEX-NFK9	0.093925393	0.463507981	0.062323154	0.058358673	0	0.291608271	0	0.030276528
GTEX-NPJ7	0.14484284	0.342448429	0.066184449	0.131304776	0	0.293543553	0	0.021675952
GTEX-NPJ8	0.088694894	0.60303048	0	0.143773173	0.131995325	0	0	0.032506129
GTEX-O5YT	0.068992634	0.756612159	0	0.024822416	0.140991788	0	0	0.008581003
GTEX-O5YW	0.073046555	0.615369086	0	0.125775475	0.146263483	0	0	0.039545401
GTEX-OHPK	0.060832106	0.70572592	0	0.060518823	0.156528305	0	0	0.016394847
GTEX-OHPL	0.103133917	0.686868165	0	0.052092744	0.13345829	0	0	0.024446884
GTEX-OHPM	0.076646084	0.670651676	0	0.052955462	0.170025428	0	0	0.02972135
GTEX-OHPN	0.03693948	0.327065963	0.097001761	0.133708274	0	0.382701048	0	0.022583475
GTEX-OIZF	0.042313522	0.589971956	0	0.063175438	0.277385898	0	0	0.027153187
GTEX-OIZH	0.088789899	0.588886707	0	0.041470924	0.208614521	0	0	0.072237949
GTEX-OIZI	0.109045933	0.682114437	0.018726786	0.131593414	0.045404224	0.005235734	0	0.007879471
GTEX-OOBJ	0.052371299	0.593080231	0	0.089430419	0.17242591	0.056175575	0	0.036516565
GTEX-OOBK	0.075885955	0.721304506	0	0.003366703	0.179843373	0	0	0.019599464
GTEX-OXRL	0.090957817	0.667272817	0	0.053377612	0.156176995	0	0	0.032214759
GTEX-OXRO	0.099880365	0.665103108	0	0.069661815	0.017125984	0.12772594	0	0.020502787
GTEX-OXRP	0.093157296	0.63141951	0	0.130594491	0.085179632	0	0	0.059649071
GTEX-P44G	0.040404574	0.667871323	0.03625414	0.16676867	0	0.038938151	0	0.049763141
GTEX-P44H	0.061917505	0.704391034	0	0.061164157	0.152721886	0	0	0.019805418
GTEX-P4PP	0.066567836	0.694361415	0	0.040754279	0.160097069	0	0	0.038219401
GTEX-P4PQ	0.081928767	0.720951522	0	0.056298269	0.133057351	0	0	0.007764091
GTEX-P4QS	0.07537013	0.69328111	0	0.031228972	0.150433646	0	0	0.049686141
GTEX-P78B	0.089207033	0.641919425	0.017633229	0.070717912	0.084006479	0.07966444	0	0.016851482
GTEX-PLZ4	0.150488075	0.585762663	0	0.139247897	0.030366358	0.078271538	0	0.015863468
GTEX-PLZ5	0.066584651	0.550513032	0	0.092453647	0.238912549	0	0	0.051536121
GTEX-PLZ6	0.068323466	0.698221591	0	0.046946584	0.123409178	0	0	0.063099182
GTEX-POMQ	0.061150767	0.659334975	0	0.03347937	0.221481619	0	0	0.024553269
GTEX-POYW	0.0639888	0.62334485	0.017041637	0.121410384	0.109712499	0.008506905	0	0.055994927
GTEX-PSDG	0.070089135	0.67839976	0.007999816	0.062024203	0	0.158436628	0	0.023050458
GTEX-PVOW	0.123866615	0.110137487	0.036235931	0.411569419	0	0.236422245	0.058490877	0.023277427
GTEX-PW2O	0.048051156	0.432316232	0	0.071822457	0.227520469	0.067499599	0	0.152790087
GTEX-PWCY	0.075135361	0.690991451	0	0.074089984	0.136169054	0	0	0.02361415
GTEX-PWN1	0.062197011	0.595330658	0	0.115087689	0.218093379	0	0	0.009291262
GTEX-PX3G	0.023360115	0.671966979	0	0.037497341	0.23176975	0	0	0.035405816
GTEX-Q2AG	0.116089912	0.318876067	0.067473693	0.09370785	0	0.372610344	0.005428702	0.025813431
