Mixture	B cells	Monocytes	T cells CD4	T cells CD8	NK cells	Dendritic cells	NK T cells	Megakaryocytes
GTEX-1B8KE	0	0.666431063	0.209748538	0.043692756	0.036864612	0	0.01501595	0.02824708
GTEX-1B8KZ	0.112438651	0.522409711	0.08460322	0.149862511	0.02358343	0	0.02460847	0.082494006
GTEX-1B8L1	0.320414904	0.005923936	0.037268526	0.299965409	0.10358637	0.051703579	0.051893754	0.129243521
GTEX-1B8SF	0.205316836	0.107294312	0	0.400106021	0.119002808	0.052080765	0.100964677	0.015234581
GTEX-1B8SG	0.202288593	0.540229125	0.031780743	0.135743609	0.03224498	0	0.027106258	0.030606692
GTEX-1B932	0.07841005	0.661333051	0.081946316	0.124739509	0.031645169	0	0.007337111	0.014588794
GTEX-1B933	0.174992427	0.161090278	0	0.42219211	0.1201632	0	0.061701969	0.059860015
GTEX-1B97I	0.080564371	0.773616484	0.078437759	0.017803767	0.004007999	0	0.007443231	0.038126388
GTEX-1B97J	0.065449953	0.77899287	0.035589502	0.073296005	0.003869843	0	0	0.042801828
GTEX-1B996	0.132272748	0.672314176	0.030622862	0.060069965	0.018733553	0	0.032538782	0.053447915
GTEX-1BAJH	0.126674241	0.075628326	0	0.499116992	0.151201624	0.036810981	0.074304958	0.036262878
GTEX-1C2JI	0	0.8460405	0.037581227	0.068965583	0.020808351	0	0.006326551	0.020277788
GTEX-1C475	0.018608395	0.853234755	0.047161264	0.024129397	0.003555075	0	0.013229186	0.040081928
GTEX-1C4CL	0.103270971	0.569534557	0.145693601	0.084186062	0.002496665	0	0.016546659	0.078271486
GTEX-1C64N	0.384509081	0.071316511	0.157148376	0.224878458	0.074104757	0.045393919	0.008199252	0.034449646
GTEX-1C64O	0.057677451	0.886827418	0.001599631	0.013812907	0.003601213	0	0.021126768	0.015354613
GTEX-1C6VQ	0.106948951	0.457658671	0.135962633	0.105300359	0.045499884	0	0.023436111	0.125193392
GTEX-1C6VR	0.161855936	0.248765726	0	0.278465939	0.142007088	0	0.064827264	0.104078047
GTEX-1C6VS	0.198891633	0.617514407	0	0.067680716	0.027965947	0	0.024542944	0.063404354
GTEX-1CAMR	0.043217857	0.923892895	0	0	0.000624374	0	0.021777959	0.010486915
GTEX-1CAMS	0.022107888	0.892056656	0.056691777	0.013874919	0.005213139	0	0	0.010055622
GTEX-1CB4E	0.034325988	0.817302832	0.089319082	0.027624431	0.005551332	0	0.005948944	0.019927392
GTEX-1CB4G	0.238792785	0.191881675	0	0.397132972	0.071163833	0.005074268	0.066559132	0.029395335
GTEX-1CB4H	0.058490108	0.442626064	0	0.35686095	0.038323701	0	0.081303296	0.022395882
GTEX-1CB4I	0.073926905	0.777321074	0.062807965	0.030928084	0.007704705	0	0.018857995	0.028453273
GTEX-1CB4J	0.11700609	0.44441611	0.011044109	0.23219384	0.07403084	0	0.024802475	0.096506537
GTEX-1E1VI	0.121773863	0.455101338	0.070582581	0.172991639	0.071056709	0	0.048060159	0.060433713
GTEX-1E2YA	0.065908638	0.353715705	0	0.469267079	0.033596097	0	0.037897298	0.039615182
GTEX-1EH9U	0.079014058	0.72628463	0.021722534	0.046667046	0.045788295	0	0.042111264	0.038412173
GTEX-1EKGG	0.205219764	0.199616574	0	0.378004512	0.09795722	0	0.012824037	0.106377893
GTEX-1EMGI	0.230403526	0.150696851	0.129735129	0.240959322	0.162388468	0.011296641	0.043685244	0.030834819
GTEX-1EN7A	0.122308994	0.318069496	0.12670017	0.278754802	0.050012421	0.046986973	0.017592715	0.039574428
GTEX-1EU9M	0.150156232	0.385098686	0	0.346492864	0.053891834	0	0.036171599	0.028188784
GTEX-1EWIQ	0.129809616	0.273966088	0	0.403203566	0.116910236	0	0.051554688	0.024555805
GTEX-1EX96	0.125768236	0.393007561	0.052105308	0.190043346	0.094937588	0	0.106203806	0.037934155
GTEX-1F48J	0.100626038	0.690486934	0	0.128582453	0.044011792	0	0.022796344	0.013496439
GTEX-1F52S	0.113142899	0.70875913	0.00587597	0.091074016	0.036679368	0	0.02688058	0.017588036
GTEX-1F5PK	0.024592264	0.816013752	0.09917217	0.033093412	0.007115295	0	0.004153208	0.015859899
GTEX-1F6I4	0.219637294	0.188784081	0	0.297111352	0.097475904	0.00796868	0.118356563	0.070666126
GTEX-1F6IF	0.206115135	0.291970921	0	0.30089665	0.078827794	0	0.032138368	0.090051133
GTEX-1F75I	0.018922658	0.821661272	0.088758496	0	0.001874531	0	0.020944431	0.047838612
GTEX-1F75W	0.062095781	0.327343608	0	0.417910579	0.087277789	0	0.098137212	0.007235031
GTEX-1F7RK	0.096404826	0.255240229	0	0.419285067	0.094828004	0.008146976	0.077834528	0.048260371
GTEX-1F88F	0.124910029	0.367899922	0	0.293304087	0.111630725	0	0.068316529	0.033938709
GTEX-1GF9U	0.057728458	0.803057798	0.045852375	0.040864662	0.004897047	0	0.012341254	0.035258406
GTEX-1GF9V	0.214468082	0.128191459	0	0.451589023	0.134307008	0.021482781	0.00317334	0.046788306
GTEX-1GF9W	0.054887014	0.748528442	0.076492435	0.054343029	0.018945631	0	0.006507241	0.040296208
GTEX-1GF9X	0.105551604	0.586503994	0.154519489	0.059625502	0.003324925	0	0.032384847	0.058089639
GTEX-1GMR2	0.016806004	0.717278764	0.079321284	0	0.000932138	0	0.033220577	0.152441232
GTEX-1GMR3	0.098797169	0.427518235	0.234073056	0.179994885	0.009463222	0.011295974	0.009663211	0.029194249
GTEX-1GMR8	0.060215114	0.460182606	0.102590254	0.143327902	0.137343249	0.001016623	0.061474626	0.033849626
GTEX-1GMRU	0.192742618	0.119118831	0	0.336984987	0.159641166	0.007366697	0.144227768	0.039917932
GTEX-1GN1U	0.070928983	0.515325763	0.165081145	0.095048973	0.049142583	0.012312363	0.02338803	0.068772159
GTEX-1GN1V	0.201613222	0.561405976	0	0.133709734	0.057344893	0	0.031644848	0.014281326
GTEX-1GN1W	0.058337649	0.863589816	0.030145062	0.013351795	0.004012122	0	0.004220218	0.026343338
GTEX-1GN2E	0.177266833	0.306309705	0.067941956	0.326644758	0.065506255	0	0.044706986	0.011623507
GTEX-1GN73	0.175033949	0.260126728	0.177081921	0.090727219	0.09576912	0.145830701	0.003733964	0.051696399
GTEX-1GPI6	0.068509806	0.550242612	0	0.182164269	0.093670025	0	0.059184615	0.046228672
GTEX-1GPI7	0.083232419	0.842125258	0.028001094	0.038024892	0.002364951	0	0	0.006251386
GTEX-1GTWX	0.194276764	0.294123234	0.135055272	0.169349362	0.07064071	0.031662621	0.033320972	0.071571065
GTEX-1GZ2Q	0.149697749	0.456639144	0	0.197468704	0.081670026	0	0.101150665	0.013373713
GTEX-1GZ4H	0	0.835064578	0.053540644	0.055917013	0.000812188	0	0.015271529	0.039394048
GTEX-1GZHY	0.146187895	0.39593656	0.004617	0.314562448	0.081632749	0	0.042049778	0.01501357
GTEX-1H11D	0.011677762	0.652434917	0.183843282	0.087438406	0	0	0.026032263	0.038573369
GTEX-1H1CY	0.192687262	0.349949541	0.048744897	0.190731292	0.091875126	0	0.060274413	0.06573747
GTEX-1H1DE	0.178788511	0.741294326	0.019088104	0.026692788	0.002724177	0	0.017404921	0.014007174
GTEX-1H1DF	0.173494323	0.697671946	0	0.066255635	0.018982094	0	0.034179811	0.009416192
GTEX-1H1DG	0.159375846	0.624490472	0	0.053322933	0.056307977	0	0.003391673	0.103111099
GTEX-1H1E6	0.054605163	0.90627117	0.021455911	0.00483178	0.002080679	0	0.002089876	0.00866542
GTEX-1H23P	0.075720656	0.459539079	0	0.195098335	0.052138534	0	0.016280616	0.201222779
GTEX-1H3NZ	0.252486246	0.101843514	0.033213883	0.265516833	0.116074752	0.090205463	0.133800992	0.006858317
GTEX-1H3O1	0.165336855	0.497470658	0	0.22954721	0.037504582	0	0.031553941	0.038586754
GTEX-1H4P4	0.151466149	0.28804468	0	0.374563808	0.061102134	0	0.08742464	0.03739859
GTEX-1HB9E	0.095465689	0.555767538	0.014520515	0.230659727	0.041050973	0	0.002530719	0.06000484
GTEX-1HBPI	0.211040539	0.014799614	0	0.587142784	0.044996184	0.082807156	0.051465792	0.007747931
GTEX-1HBPM	0.051644757	0.632172538	0.055642278	0.155144479	0.029371005	0	0.035854223	0.04017072
GTEX-1HC8U	0.053073476	0.721533334	0.146877183	0.067286149	0.007792952	0	0	0.003436907
GTEX-1HCU6	0.10799315	0.564517064	0	0.242940289	0.054700717	0	0.019256855	0.010591925
GTEX-1HCU7	0.078016331	0.533630524	0.053859622	0.213382569	0.087593352	0	0.022991098	0.010526504
GTEX-1HCU8	0.242403473	0.219822444	0	0.335265048	0.137481754	0.00910019	0.0492634	0.006663692
GTEX-1HCU9	0.015282941	0.728840715	0.017891159	0.096037667	0.050106004	0	0	0.091841514
GTEX-1HCUA	0.086245662	0.752404816	0.055833137	0.059486694	0.003787709	0	0	0.042241981
GTEX-1HCVE	0.009908762	0.273754596	0.041084227	0.45419916	0.08699812	0.078285693	0.025466251	0.030303191
GTEX-1HFI6	0.23396642	0	0.092471336	0.342712554	0.176835231	0.02872962	0.100284958	0.02499988
GTEX-1HFI7	0	0.845727454	0.048558841	0.082552164	0.006559609	0	0	0.016601932
GTEX-1HKZK	0.062314575	0.865803488	0.018145866	0.029634062	0.000259024	0	0.019400267	0.004442718
GTEX-1HR98	0.070284352	0.189815778	0	0.572936072	0.07169063	0	0.062533836	0.032739332
GTEX-1HR9M	0.12764984	0.527691984	0	0.132091346	0.095909271	0	0.008564645	0.108092914
GTEX-1HSGN	0.053367941	0.764682351	0.049457051	0.093034666	0.010327274	0	0.002358012	0.026772705
GTEX-1HSKV	0.193143825	0.217871265	0.002157626	0.333245366	0.077656996	0.017710136	0.041711491	0.116503295
GTEX-1HSMO	0.164121505	0.527217244	0.042682228	0.136940243	0.03993258	0	0	0.0891062
GTEX-1HSMP	0	0.85368822	0.002356966	0.063316649	0.001222879	0	0.025938778	0.053476508
GTEX-1HSMQ	0	0.882006936	0.083424313	0.016021412	0.005483544	0	0.007979711	0.005084084
GTEX-1HT8W	0.185400121	0.183464445	0.105385932	0.268812072	0.129125437	0	0.07298813	0.054823863
GTEX-1HUB1	0.205371222	0.111934413	0	0.456820691	0.075543468	0.017719768	0.116113748	0.016496691
GTEX-1I19N	0.129968061	0.674717183	0	0.085375578	0.019017124	0	0.042518985	0.048403069
GTEX-1I1CD	0.153661277	0.41064031	0	0.277362343	0.085071516	0	0.01854402	0.054720535
GTEX-1I1GP	0.1109355	0.550258257	0	0.226412222	0.058985636	0	0.011959717	0.041448668
GTEX-1I1GQ	0.448515898	0.137754019	0.087970637	0.14012368	0.074280025	0.029187943	0.049319561	0.032848236
GTEX-1I1GR	0.217815547	0.033425682	0	0.428720488	0.118060352	0.100573926	0.039637403	0.061766602
GTEX-1I1GS	0.133399209	0.636009657	0	0.087504503	0.04270998	0	0.018503286	0.081873365
GTEX-1I1GT	0.014514109	0.732607318	0.138337748	0.047419018	0.009223727	0	0	0.057898081
GTEX-1I1GV	0.205918098	0.23673111	0	0.346564095	0.058536457	0.004830775	0.044273307	0.103146159
GTEX-1I1HK	0.118912331	0.171926405	0.159226533	0.286748158	0.119816692	0.061639213	0.063321419	0.018409249
GTEX-1I4MK	0.041954827	0.808765002	0.046879662	0.045721831	0.001737177	0	0.028673939	0.026267562
GTEX-1I6K6	0.03504263	0.75712773	0.026647267	0.130353923	0.039066074	0	0	0.011762376
GTEX-1I6K7	0.051860938	0.855727179	0.047691516	0.022752189	0.005070339	0	0.013843109	0.00305473
GTEX-1ICG6	0	0.83966294	0.065198212	0.072259713	0.004984981	0	0	0.017894154
GTEX-1ICLY	0.059978371	0.672903416	0.024310984	0.128991646	0.038467841	0	0.000229816	0.075117926
GTEX-1IDFM	0.131583162	0.49067547	0.049805161	0.168495445	0.057344872	0	0.012355534	0.089740358
GTEX-1IDJC	0.046762724	0.799128796	0	0.081872889	0.003685129	0	0.021187858	0.047362604
GTEX-1IDJD	0.042364611	0.622957743	0.201902357	0.111242076	0.005341504	0	0	0.016191708
GTEX-1IDJE	0.084622637	0.658803714	0.16673439	0.077940272	0.00330174	0	0	0.008597249
GTEX-1IDJF	0.05864683	0.825368128	0	0.053686604	0.008640226	0	0.029127056	0.024531156
GTEX-1IDJH	0.146013327	0.254440132	0	0.394831691	0.096167425	0	0.073232672	0.035314753
GTEX-1IDJI	0.044631652	0.758294878	0.097127614	0.051077607	0.022874993	0	0.006984697	0.019008559
GTEX-1IDJU	0	0.416118784	0.289972317	0.057120165	0.052217754	0.112927696	0.006867759	0.064775524
GTEX-1IE54	0.077982688	0.539796331	0	0.167115081	0.043294732	0	0.039622189	0.132188979
GTEX-1IGQW	0.13801082	0.31826036	0	0.338140651	0.108004494	0	0.012440613	0.085143061
GTEX-1IKJJ	0.164184791	0.24675888	0	0.438896649	0.117750113	0	0.00400141	0.028408158
GTEX-1IKK5	0.134870107	0.305867448	0	0.352048125	0.075973798	0.020352214	0.010348242	0.100540065
GTEX-1IKOE	0.101904881	0.759967095	0.05443833	0.053861337	0.008211534	0	0	0.021616823
GTEX-1IKOH	0.105336321	0.327318082	0	0.256856836	0.080280822	0	0.10582723	0.124380708
GTEX-1IL2U	0.24848362	0.035115271	0	0.458685713	0.167458567	0	0.053319795	0.036937035
GTEX-1IL2V	0.164160537	0.417286512	0.017623496	0.198483809	0.079115184	0.008969783	0.056617136	0.057743543
GTEX-1IOXB	0.215668915	0.059543503	0	0.486520533	0.097129959	0.027334126	0.070600759	0.043202204
GTEX-1IY9M	0.186986639	0.071693151	0	0.339432576	0.170384008	0.112281391	0.087652939	0.031569296
GTEX-1J8EW	0.13746748	0.317704274	0	0.318020033	0.134038002	0.021700027	0.035855049	0.035215136
GTEX-1J8JJ	0.089639058	0.401806074	0.157945633	0.162675118	0.081353588	0	0.072089537	0.034490994
GTEX-1J8Q2	0.080372273	0.521606095	0	0.234052664	0.013332189	0	0.052463984	0.098172797
GTEX-1J8Q3	0.011727822	0.864431732	0.038341456	0.044126865	0.008360451	0	0.002061602	0.030950072
GTEX-1J8QM	0.02049128	0.759572754	0.071058089	0.051513157	0.00636231	0	0.034474405	0.056528006
GTEX-1JJ6O	0.092558147	0.583212264	0	0.195922469	0.029335328	0	0.024898098	0.074073695
GTEX-1JJE9	0.192532186	0.454839322	0	0.106988038	0.040615788	0	0.045196405	0.159828262
GTEX-1JJEA	0.160655671	0.089103619	0	0.555980449	0.120916565	0.042932177	0.023283044	0.007128475
GTEX-1JK1U	0.071772206	0.867053151	0.026901025	0.010946895	0.004221529	0	0.002387187	0.016718006
GTEX-1JKYN	0.043434474	0.600663526	0.133924574	0.137569644	0.011889696	0	0.012164512	0.060353573
GTEX-1JKYR	0.033319948	0.714884425	0.044395582	0.111844934	0.024534494	0	0.021541311	0.049479306
GTEX-1JMLX	0.334959273	0.070819694	0.238595213	0.158330721	0.039874328	0.091094909	0.023747308	0.042578553
GTEX-1JMOU	0.101996988	0.378051193	0	0.422832806	0.063836997	0	0.010632511	0.022649505
GTEX-1JMPY	0.109699032	0.718858541	0.077264384	0.071093277	0.006798414	0	0.006121102	0.010165251
GTEX-1JMPZ	0.165232144	0.396604711	0	0.120724736	0.127110828	0	0.016109997	0.174217584
GTEX-1JMQI	0.083907729	0.544954634	0.136470452	0.103241651	0.001483048	0	0.022860861	0.107081625
GTEX-1JMQJ	0.194902099	0.31863836	0	0.26235213	0.083999174	0.01266296	0.034014634	0.093430643
GTEX-1JMQK	0.063440176	0.671584613	0	0.172280254	0.030298393	0	0.041297965	0.021098598
GTEX-1JMQL	0.179757307	0.681855976	0	0.062874692	0.01276941	0	0.016216788	0.046525827
GTEX-1JN1M	0.149195296	0.744929003	0.024677467	0.028821155	0.014643518	0	0.022727226	0.015006335
GTEX-1JN6P	0.251594082	0.176262915	0.274920747	0.175052185	0.05426664	0.036624871	0.026597356	0.004681202
GTEX-1JN76	0.066201188	0.82565367	0.062713703	0.030026486	0.002353758	0	0.002164372	0.010886823
GTEX-1K2DA	0.043963457	0.82584775	0.078892215	0.027972423	0.008300623	0	0.00922199	0.005801541
GTEX-1K2DU	0.124045602	0.558347247	0.076009286	0.077736962	0.026512749	0	0.020547789	0.116800365
GTEX-1K9T9	0.107190232	0.155130272	0	0.495848837	0.123564001	0.003408551	0.102309525	0.01254858
GTEX-1KAFJ	0.05648487	0.786720031	0.037704492	0.073713922	0.008573437	0	0	0.036803248
GTEX-1KANA	0.009336184	0.852739448	0.029259271	0.022748719	0.00268136	0	0.010543075	0.072691943
GTEX-1KANB	0.146562689	0.224632585	0	0.404528032	0.070988121	0.008851458	0.136693589	0.007743527
GTEX-1KANC	0.115531146	0.753322112	0.014705881	0.019993609	0.008408645	0	0.024090698	0.063947909
GTEX-1KD4Q	0.155676186	0.302964004	0	0.276040636	0.053836951	0	0.020584545	0.190897678
GTEX-1KD5A	0.077187605	0.575794729	0	0.182094182	0.049279387	0	0.050567639	0.065076457
GTEX-1KWVE	0.2169671	0.096268093	0	0.563602316	0.040117769	0.000765944	0.042244088	0.040034691
GTEX-1KXAM	0.030106905	0.836741739	0.102406234	0.008062347	0.002642584	0	0.010455911	0.00958428
GTEX-1L5NE	0.14068426	0.820374811	0.003905255	0	0.001486118	0	0.02613035	0.007419206
GTEX-1LB8K	0.160353571	0.126051452	0.011241333	0.423511828	0.123904403	0.057713847	0.06428986	0.032933708
GTEX-1LBAC	0.140663132	0.461619571	0.255340869	0.08340438	0.009826436	0	0	0.049145613
GTEX-1LC47	0.022887196	0.705686555	0.034199752	0.093124625	0.067175533	0	0.029128926	0.047797412
GTEX-1LG7Y	0.183736317	0.328719993	0.014500476	0.158351566	0.114035411	0.006835823	0.076530353	0.117290062
GTEX-1LG7Z	0	0.630576808	0.20319032	0.068870523	0.015257669	0	0.015724779	0.066379901
GTEX-1LGOU	0.072989441	0.802365004	0.052606246	0	0.001938095	0	0.018179879	0.051921335
GTEX-1LGRB	0.061709413	0.84453589	0	0.003866571	0.007819163	0	0.028174494	0.05389447
GTEX-1LH75	0.158606111	0.335208612	0.066643146	0.083758561	0.079750811	0.084350476	0.004342039	0.187340243
GTEX-1LKK1	0.127405335	0.595107727	0.009689009	0	0.016676077	0	0.035409378	0.215712474
GTEX-1LNCM	0.173062035	0.197285542	0.263904683	0.160489925	0.069988885	0.045524666	0.081585794	0.008158469
GTEX-1LSNL	0.169957307	0.332780361	0.035109504	0.279339702	0.131808992	0	0.041359772	0.009644361
GTEX-1LSNM	0.03232026	0.853867236	0.067667499	0.006321988	0.001012278	0	0.014772543	0.024038196
GTEX-1LSVX	0.187766032	0.324432497	0	0.341472257	0.047942267	0.002078062	0.034782395	0.061526491
GTEX-1LVA9	0.112884628	0.200087724	0	0.496328185	0.07638017	0	0.073867342	0.040451952
GTEX-1LVAM	0.01226477	0.793880228	0.102644946	0.058736863	0.019834326	0	0	0.012638868
GTEX-1LVAN	0.008411563	0.768895952	0	0.052846466	0.008550064	0	0.031015025	0.130280929
GTEX-1LVAO	0.094146287	0.480698671	0	0.2581095	0.085387975	0	0.031296227	0.050361341
GTEX-1M4P7	0.123577857	0.399323823	0	0.289628562	0.07396873	0	0.053210006	0.060291021
GTEX-1M5QR	0.0641121	0.799380831	0	0.056346965	0.016327235	0	0.004387807	0.059445062
GTEX-1MA7W	0.080834106	0.583670451	0.210002402	0.062652686	0.008593921	0	0	0.054246433
GTEX-1MA7X	0.180064328	0.157644235	0	0.341774441	0.213194626	0	0.037889411	0.069432957
GTEX-1MCC2	0.003720288	0.810551048	0.080540515	0.019420814	0.007467136	0	0.020009763	0.058290436
GTEX-1MCQQ	0.334296385	0.199929109	0.013333988	0.219612111	0.080332594	0	0.031294734	0.121201078
GTEX-1MCYP	0.074428035	0.755054607	0.100113458	0.025636789	0.002808704	0	0	0.041958407
GTEX-1MGNQ	0.007015169	0.839577252	0.071769727	0.036476918	0.015007475	0	0.014524834	0.015628624
GTEX-1MJIX	0.062991746	0.787259962	0.086300245	0.051576277	0.004127162	0	0	0.007744608
GTEX-1MJK2	0.208793621	0.319539694	0.01949983	0.245051693	0.096740947	0	0.020112024	0.09026219
GTEX-1MJK3	0.081763536	0.801174239	0.079034163	0.015960598	0.005551663	0	0.008885141	0.007630661
GTEX-1MUQO	0.002462441	0.876059144	0.050331386	0.034430998	0.019133658	0	0.001303825	0.016278548
GTEX-1N2DW	0.171289839	0.403304916	0	0.197870467	0.08103185	0	0.03743004	0.109072888
GTEX-1N2EE	0.305025203	0.145085733	0	0.318278115	0.108573567	0.010866368	0.028450381	0.083720634
GTEX-1N2EF	0.047149683	0.76132215	0.075886996	0.066734864	0.012380045	0	0.013485293	0.02304097
GTEX-1N5O9	0.185654764	0.194639525	0	0.334688663	0.167001607	0.089240542	0.006751362	0.022023538
GTEX-1NHNU	0.056784052	0.849957859	0	0.013061873	0.002995479	0	0.019569133	0.057631604
GTEX-1NSGN	0.131755181	0.598647092	0.212139977	0.040585187	0.002070147	0	0.008372156	0.00643026
GTEX-1NUQO	0.095382326	0.715676739	0.086179473	0.091072207	0.003799151	0	0	0.007890104
GTEX-1NV8Z	0.180605316	0.165255735	0	0.430220043	0.10767986	0	0.058968472	0.057270574
GTEX-1O97I	0.16185291	0.225906628	0	0.428946736	0.091192011	0.00325158	0.047717017	0.041133117
GTEX-1O9I2	0.11126817	0.714563812	0	0.089985603	0.012348605	0	0.004412607	0.067421203
GTEX-1OFPY	0.169590108	0.775892245	0	0	0.003302667	0	0.02589964	0.025315341
GTEX-1OJC3	0.037295113	0.864937812	0.022818286	0.058875834	0.009539471	0	0.001295535	0.005237949
GTEX-1OJC4	0.116889998	0.452585812	0	0.140957222	0.097781403	0	0.092337118	0.099448447
GTEX-1OKEX	0.022990251	0.832414994	0.074532962	0.042757659	0.007834324	0	0	0.019469811
GTEX-1P4AB	0.112463129	0.559660653	0.127344717	0.063697986	0.059186202	0	0.005930174	0.071717139
GTEX-1PBJI	0.114710733	0.565701622	0.163450841	0.103800102	0.029863499	0	0.007976858	0.014496344
GTEX-1PBJJ	0.108463379	0.495137235	0.084821893	0.152848831	0.047720121	0.004634562	0.05018884	0.056185139
GTEX-1PDJ9	0.057280257	0.872884708	0	0.053995392	0.003600762	0	0	0.012238881
GTEX-1PFEY	0.014573774	0.851679959	0.063966426	0.018488854	0.011135278	0	0.015398379	0.024757331
GTEX-1PIEJ	0.015116569	0.748682152	0.093401816	0.115828665	0.020095004	0	0	0.006875794
GTEX-1PIGE	0.033357935	0.629503538	0.143460029	0.097362205	0.015861427	0	0.034998277	0.045456589
GTEX-1PIIG	0.088830895	0.659952484	0.083047564	0.13330219	0.023104067	0	0.00155222	0.010210581
GTEX-1POEN	0.210801059	0.206053019	0	0.319343721	0.102069259	0	0.05620346	0.105529481
GTEX-1PPH6	0.202963015	0.403846704	0	0.2149732	0.089949394	0	0.019386816	0.06888087
GTEX-1PPH7	0.029367318	0.811054882	0	0.037297074	0.00878704	0	0.028390815	0.085102871
GTEX-1PPH8	0.141768405	0.776357878	0	0.050846109	0.002371237	0	0.016541509	0.012114861
GTEX-1PWST	0.127544642	0.340995925	0.054493025	0.234792942	0.06704425	0.022239677	0	0.152889539
GTEX-1QAET	0.163298115	0.347639043	0.068522615	0.177569871	0.144251231	0	0	0.098719125
GTEX-1QCLY	0.090237501	0.644563134	0.1733573	0.004270911	0.006548005	0	0.016552756	0.064470394
GTEX-1QCLZ	0.03706403	0.851612215	0.068309811	0.014650614	0.006838107	0	0.014888863	0.006636361
GTEX-1QEPI	0.233697609	0.213260066	0	0.315596882	0.080392713	0	0.083462773	0.073589957
GTEX-1QMI2	0.212665478	0.15432852	0	0.415332317	0.09615042	0.013438932	0.025424783	0.08265955
GTEX-1QP28	0.066712189	0.841519013	0	0	0.001721273	0	0.024928733	0.065118793
GTEX-1QP29	0.028312353	0.874698109	0.052041542	0.011395952	0.002581015	0	0.01665021	0.014320818
GTEX-1QP66	0.040212581	0.929877611	0.002210715	0	0.000655795	0	0.020951544	0.006091754
GTEX-1QP67	0.024038217	0.856647867	0.07077416	0.021371205	0.002063803	0	0.006458443	0.018646306
GTEX-1QP9N	0.024046263	0.801388141	0.108203299	0.026493682	0.005949015	0	0.005357935	0.028561666
GTEX-1QPFJ	0.115712395	0.791939934	0.018167911	0.002215594	0.002187577	0	0.032304301	0.037472288
GTEX-1QW4Y	0.028804062	0.807677771	0.083204713	0.042146428	0.030861624	0	0.001951329	0.005354073
GTEX-1R46S	0.036992129	0.83166176	0.060306222	0.02241052	0.015531157	0	0.024014837	0.009083377
GTEX-1R7EU	0	0.880436659	0.04302351	0.059650033	0.009587585	0	0	0.007302213
GTEX-1R7EV	0.222963776	0.745608384	0	0.002701301	0	0	0.013521621	0.015204918
GTEX-1R9JW	0.097943496	0.791435477	0	0.082348333	0.003924423	0	0.001729106	0.022619165
GTEX-1R9K4	0.061419276	0.443355011	0	0.230024751	0.034907408	0	0.030074339	0.200219214
GTEX-1R9K5	0.041948885	0.732523771	0.102234556	0.053408353	0.003428604	0	0.008226406	0.058229424
GTEX-1R9PM	0.078002736	0.561514465	0.18826599	0.124670827	0.007051782	0	0.007298449	0.03319575
GTEX-1R9PN	0.035997887	0.771584565	0.081890307	0.096836276	0.010004737	0	0	0.003686227
GTEX-1R9PO	0.133334673	0.629486344	0.02581737	0.107503201	0.04773473	0	0.035609299	0.020514383
GTEX-1RAZA	0.080129852	0.610011967	0.134776768	0.050889273	0.002755527	0	0.022336734	0.099099879
GTEX-1RAZQ	0.055900192	0.798963587	0	0.067767794	0.022187405	0	0.023814218	0.031366803
GTEX-1RAZR	0.120421872	0.430753501	0.235482427	0.11385901	0.024456481	0.012227846	0.044536575	0.018262288
GTEX-1RAZS	0.246421244	0.16339589	0.02267999	0.27826236	0.100581455	0.01214167	0.111665679	0.064851711
GTEX-1RB15	0.013035013	0.809851762	0.083640937	0.062967812	0.004306529	0	0.002210438	0.023987509
GTEX-1RDX4	0.240971364	0.015498078	0	0.269995497	0.294039581	0.046092958	0.038720951	0.094681571
GTEX-1RLM8	0.122526281	0.447668605	0	0.138433862	0.040330676	0	0.066143954	0.184896621
GTEX-1RMOY	0.081366782	0.800625235	0.010955967	0	0.001373773	0	0.028314276	0.077363967
GTEX-1RNTQ	0.017579798	0.878216805	0.050300134	0.036854771	0.009879829	0	0.003243287	0.003925376
GTEX-1RQEC	0.249982793	0.249631003	0	0.201226212	0.166821552	0.016419602	0.03428286	0.081635978
GTEX-1RQED	0.150566837	0.229404916	0	0.496669044	0.025023399	0	0.051451393	0.046884411
GTEX-1S3DN	0	0.859592877	0.020457447	0.053623887	0.005704129	0	0	0.06062166
GTEX-1S5VW	0.159852359	0.497593632	0	0.130373211	0.089609882	0	0.004485675	0.11808524
GTEX-1S5ZA	0.039694618	0.822145664	0.044404554	0.032871075	0.004938831	0	0.00601782	0.049927438
GTEX-1S5ZU	0.06278534	0.665305893	0.109444286	0.075248541	0.019117657	0	0.035565615	0.032532668
GTEX-1S82P	0.014720666	0.858363168	0.00183673	0.101687191	0.009228322	0	0.00319355	0.010970372
GTEX-1S82U	0.027351805	0.789222056	0.061714455	0.04696863	0.039805939	0	0.02783651	0.007100604
GTEX-1S82Y	0.071798932	0.763246004	0.029784714	0.088596258	0.01015283	0	0.011979173	0.024442089
GTEX-1S82Z	0.017447856	0.853054036	0.074293949	0.019928863	0.008933834	0	0.01366411	0.012677352
GTEX-1S831	0.017078335	0.821751086	0.088437548	0.046092771	0.004463384	0	0.004794128	0.017382749
GTEX-1S83E	0.040994481	0.724623421	0.075683039	0.070850694	0.019805824	0	0.012551896	0.055490645
GTEX-N7MS	0.253045567	0.03342608	0	0.378085178	0.105896693	0.072866667	0.089761116	0.066918699
